Q,A
아 하필 윤차장님은 그타이밍에 돌을 씹고 그러세요,돌 씹어서 이 시린건 나지만 미안하게 됐다
돌 씹어서 이 시린건 나지만 미안하게 됐다,근데 될놈될이라더니 라부장님 운 진짜 좋으시다규요
근데 될놈될이라더니 라부장님 운 진짜 좋으시다규요,이게 다 우리 고모할머니 덕분이지 뭐 꽃길만 걷게 해주신다더니 윤차장님 밥에 돌까지 넣어주시고 감사해요 할머니 암튼 나 오늘 확실히 쏜거다? 나중에 딴소리하기 없기야
이게 다 우리 고모할머니 덕분이지 뭐 꽃길만 걷게 해주신다더니 윤차장님 밥에 돌까지 넣어주시고 감사해요 할머니 암튼 나 오늘 확실히 쏜거다? 나중에 딴소리하기 없기야,아니 그게
아니 그게,어? 버스 온다 나 먼저 갈게
어? 버스 온다 나 먼저 갈게,아 맨날 남한테 얻어먹기만 해놓고 자긴 쏙쏙 빠져나가고 얄미워 죽겠네 진짜
아 맨날 남한테 얻어먹기만 해놓고 자긴 쏙쏙 빠져나가고 얄미워 죽겠네 진짜,자린고비도 라부장님한텐 명함 못 내밀겠어요
야 여기 김치찌개 예술이야 먹어봐 야 근데 사천까지 왠일이냐 대회도 많은 놈이 ,정환아
어디갔다와요?,어디 지방에 좀
어디 지방에 좀,이렇게 입고?
이렇게 입고?,아씨 안그래도 얼어디지겠다. 왜 뭔일 있어? 여기서 뭐하냐?
아씨 안그래도 얼어디지겠다. 왜 뭔일 있어? 여기서 뭐하냐?,누나 기다렸어요
누나 기다렸어요,나를? 왜?
나를? 왜?,할말 있어서요
할말 있어서요,해
해,진짜 해요
진짜 해요,어. 해.
어. 해.,나 누나 좋아해요
"아, 간만에 배 터지게 잘 먹었네.",먹고 죽은 귀신은 때깔도 좋다고. 지금 죽으면 때깔이 아주 죽일것 같아요.
먹고 죽은 귀신은 때깔도 좋다고. 지금 죽으면 때깔이 아주 죽일것 같아요.,그럼 죽어.
그럼 죽어.,"이제 일어나시죠. 자, 잘 먹었습니다, 라부장님."
"이제 일어나시죠. 자, 잘 먹었습니다, 라부장님.",잘 먹었어.
잘 먹었어.,잘먹었습니다.
잘먹었습니다.,어. 천만에.
아 여긴 화장실이 남녀 공용이네. 불편하게시리.,아이그. 그깟 화장실 좀 불편하면 어때요. 라부장님은 이사와서 집이랑 더 가까워졌다면서요. 저는요 버스만 두번 갈아타야 돼요.
아이그. 그깟 화장실 좀 불편하면 어때요. 라부장님은 이사와서 집이랑 더 가까워졌다면서요. 저는요 버스만 두번 갈아타야 돼요.,아이. 그러게 나 이쪽으로 이사올때 같이 오자니까.
아이. 그러게 나 이쪽으로 이사올때 같이 오자니까.,아. 집 전세계약이 아직 남아있는데 어떻게 이사를해요.
"아, 계산 했다니까 손이 펴지네.","고마워요, 윤차장님. 아 제가 원래 쏘기로 했던 49500원은 드릴게요. 이제 집에 가요."
이렇게 하면 순대국과 만두국이 되는거지 ,우와 편의점 음식이 이렇게 재탄생 될 수 있다니 식샤님 짱 
우와 편의점 음식이 이렇게 재탄생 될 수 있다니 식샤님 짱 ,자 먹자
잘먹었다. 너 후식 먹을래?,네
네,기다려봐 자
너한테 할 말 있어서 예전에 나한테 지갑열어봤냐고 물어봤잖아 나 사실 그 때 ,아유 이 븅신아 언제적 얘길 하고 있냐? 어? 야 여러사람 피곤하게 하지 말고 얼른 덕선이 잡아 아유 븅신 답답해가지고
아유 이 븅신아 언제적 얘길 하고 있냐? 어? 야 여러사람 피곤하게 하지 말고 얼른 덕선이 잡아 아유 븅신 답답해가지고,나 그 얘기 하러 온거아닌데 누가 그것때매 왔데?
나 그 얘기 하러 온거아닌데 누가 그것때매 왔데?,그래? 아님 말고 밥이나 먹자
뭐야 사리를 또 추가해달라는거야?,아무리 라면사리 무한리필이라지만 진짜 너무한다 너무해 사리 나왔습니다
아무리 라면사리 무한리필이라지만 진짜 너무한다 너무해 사리 나왔습니다,이걸로 끝이야 다시 또 쏘라는 소리하면 내가 그냥 빵 쏘는 수가 있어
이걸로 끝이야 다시 또 쏘라는 소리하면 내가 그냥 빵 쏘는 수가 있어,저기요 라부장님 공기밥 딱 하나 추가해도 돼요?
저기요 라부장님 공기밥 딱 하나 추가해도 돼요?,탄수화물 많이 먹으면 몸에 안좋아 여기 이집 라면사리 무한리필집이니까 이걸로 넣어둬 넣어둬
탄수화물 많이 먹으면 몸에 안좋아 여기 이집 라면사리 무한리필집이니까 이걸로 넣어둬 넣어둬,라면은 탄수화물아닌가 뭐 라면을 하도 넣어서 김치 전골이 아니라 김치 라면이구만
라면은 탄수화물아닌가 뭐 라면을 하도 넣어서 김치 전골이 아니라 김치 라면이구만,저 라부장님도 짜고 제 입도 지금 무지 짜서 그래서 말인데요 콜라 한병만 시켜주면 안될까요
저 라부장님도 짜고 제 입도 지금 무지 짜서 그래서 말인데요 콜라 한병만 시켜주면 안될까요,짜긴 뭐가 짜다 그래? 간이 딱 좋네
짜긴 뭐가 짜다 그래? 간이 딱 좋네,그러지말고 맥주 한잔씩 하죠 좋은 일 생기셔서 쏘는건데 건배정도는 해야죠
그러지말고 맥주 한잔씩 하죠 좋은 일 생기셔서 쏘는건데 건배정도는 해야죠,한잔 씩 해
한잔 씩 해,그럼 제가 시킬게요
그럼 제가 시킬게요,스톱 스톱 내가 밥 산다 그랬지 언제 술 산다 그랬어?
스톱 스톱 내가 밥 산다 그랬지 언제 술 산다 그랬어?,통장에 1억 넘게 있는 사람이 너무 짠
이항해. 엑스 빼고 나머지 오른쪽으로 넘기라고.,아. 2엑스는 6 마이너스 8.
아. 2엑스는 6 마이너스 8.,"아, 진짜."
"아, 진짜.",아.
아.,"확실해? 야, 병신아! 옆으로 넘기면 앞에 마이너스 붙이라고 했어, 안 했어?"
"확실해? 야, 병신아! 옆으로 넘기면 앞에 마이너스 붙이라고 했어, 안 했어?",했어요.
했어요.,"아, 몇 번을 얘기해, 몇 번을! 박이냐? 박대가리냐? 이거 중1짜리 문제야. 것도 중1 1학기 문제! 아무리 돌대가리라도 그렇지, 어떻게 이것도 하나 못 푸냐? 넌 자세부터가 글러 먹었어. 매사가 장난이야. 진지한 데가 없어, 사람이. 눈깔은 맨날 흐리멍텅해 가지고. 지랄한다, 지랄해. 평소에 집중을 하라고, 집중을. 아, 대가리가 나쁘면 노력이라도 해야 될 거 아니야. 인생이 그렇게 쉽냐? 사는 게 만만한 것 같아? 너 목 위에 붙은 거, 머리. 그거 왜 달고 다니냐? 평소에 드라이 할 때만 쓰지 말고 공부할 때도 좀 써! 머리를 쓰라고, 머리를! 아무리 돌대가리라도 외울 순 있는 거잖아. 아, 뭘 이해하려고 하지 말고 넌 그냥 외워! 알았어? 어휴, 이 닭대가리야! 아, 진짜. 아, 가슴 아파, 진짜."
"아, 몇 번을 얘기해, 몇 번을! 박이냐? 박대가리냐? 이거 중1짜리 문제야. 것도 중1 1학기 문제! 아무리 돌대가리라도 그렇지, 어떻게 이것도 하나 못 푸냐? 넌 자세부터가 글러 먹었어. 매사가 장난이야. 진지한 데가 없어, 사람이. 눈깔은 맨날 흐리멍텅해 가지고. 지랄한다, 지랄해. 평소에 집중을 하라고, 집중을. 아, 대가리가 나쁘면 노력이라도 해야 될 거 아니야. 인생이 그렇게 쉽냐? 사는 게 만만한 것 같아? 너 목 위에 붙은 거, 머리. 그거 왜 달고 다니냐? 평소에 드라이 할 때만 쓰지 말고 공부할 때도 좀 써! 머리를 쓰라고, 머리를! 아무리 돌대가리라도 외울 순 있는 거잖아. 아, 뭘 이해하려고 하지 말고 넌 그냥 외워! 알았어? 어휴, 이 닭대가리야! 아, 진짜. 아, 가슴 아파, 진짜.",죽으면 죽었지. 언니한텐 절대 안 배워.
우와 아포카토 같아요,먹어봐 고급 호텔 커피숍 부럽지 않을거야 자 
영자씨 봤지? 내가 부르니까 꿀벌이가 돌아봤어.,그러게요. 아빠 목소리 알아들었나봐요. 하하하.
그러게요. 아빠 목소리 알아들었나봐요. 하하하.,어? 어? 선생님. 우리 꿀벌이!
뭐 그냥 이렇게 먹어도 맛있지만 편의점 음식으로도 색다를 요리를 해먹을수 있지,어떻게요?
어떻게요?,기다려봐 자
어 수민씨 뭐 떨어뜨렸어. 이거 뭐야? 비타민이야? 나 주면 안돼?,그거 콘돔인데요?
그거 콘돔인데요?,뭐? 아니 처녀가 왜 이런걸 가지고 다녀 남사스럽게.
뭐? 아니 처녀가 왜 이런걸 가지고 다녀 남사스럽게.,아닌데. 이런거 안챙기다가 배불러서 다니는게 더 남사스러운거 아닌가요?
아닌데. 이런거 안챙기다가 배불러서 다니는게 더 남사스러운거 아닌가요?,어머머. 쟤 말하는거좀 봐
어머머. 쟤 말하는거좀 봐,왜요? 다 맞는 말인데.
왜요? 다 맞는 말인데.,맞긴 뭐가 맞아. 정대리야말로 한대 맞고 싶어?
너 할 수 있겠냐?,전에도 몇번 해봤다.
전에도 몇번 해봤다.,"야, 정채연. 이거 받아. 요새 피곤해보이는데 이거 한잔하고 힘내."
"야, 정채연. 이거 받아. 요새 피곤해보이는데 이거 한잔하고 힘내.",됐거든? 가져가라.
됐거든? 가져가라.,"체, 저 또 있네. 눈깔 삔 놈. 쟈가 노량진 핵미모로 통하는 안데, 믿어지나? 완전 별로제? 한 트럭 갖다준다캐도 트럭만 갖겠제?"
"체, 저 또 있네. 눈깔 삔 놈. 쟈가 노량진 핵미모로 통하는 안데, 믿어지나? 완전 별로제? 한 트럭 갖다준다캐도 트럭만 갖겠제?",왜? 괜찮은데.
왜? 괜찮은데.,뭐가 괜찮노.
뭐가 괜찮노.,"야, 그러지 말고 이거 받아."
"야, 그러지 말고 이거 받아.",싫다고 했지. 공부하러 노량진까지 왔으면 공부나 하시지.
싫다고 했지. 공부하러 노량진까지 왔으면 공부나 하시지.,뭐?
뭐?,"뭐 하세요, 거기서? 자리에 앉지 않고."
"뭐 하세요, 거기서? 자리에 앉지 않고.","아, 예."
"아, 예.","어, 이걸 왜."
"어, 이걸 왜.","아, 그냥 힘내시라고요, 네."
"아, 그냥 힘내시라고요, 네.","아, 고마워요. 잘 마실게요."
울어?,신경쓰지 마요.
신경쓰지 마요.,"연기하는거겠죠. 뭐, 물 같은거 뿌린거 아니에요?"
"연기하는거겠죠. 뭐, 물 같은거 뿌린거 아니에요?",아닌데. 드럽게 짠 거 보니 진짜 눈물 맞는데.
아닌데. 드럽게 짠 거 보니 진짜 눈물 맞는데.,라부장님 왜 그러세요. 저 체할거 같아요.
라부장님 왜 그러세요. 저 체할거 같아요.,그러게. 꼭 삥 뜯는 불량학생 된 거 같네.
그러게. 꼭 삥 뜯는 불량학생 된 거 같네.,삥이라뇨. 그동안 우리가 라부장님한테 뜯긴게 얼만데.
삥이라뇨. 그동안 우리가 라부장님한테 뜯긴게 얼만데.,"알았어, 낼께. 내면 되잖아. 여기 계산이요."
"알았어, 낼께. 내면 되잖아. 여기 계산이요.","네, 17만5천원 입니다. 고맙습니다."
"네, 17만5천원 입니다. 고맙습니다.",라부장님. 아 뭐하는 거에요 라부장님.
라부장님. 아 뭐하는 거에요 라부장님.,"아니, 손이 안 펴져."
"아니, 손이 안 펴져.","아 거 좀 쇼좀 그만해요 진짜. 아 좀, 힘 좀 빼봐요."
"아 거 좀 쇼좀 그만해요 진짜. 아 좀, 힘 좀 빼봐요.","진짜, 진짜 안 펴져?"
"진짜, 진짜 안 펴져?","아이, 뭐하는거에요. 계산 안해요?"
"아이, 뭐하는거에요. 계산 안해요?","아이, 잠깐만, 이거 좀 빼고."
"아이, 잠깐만, 이거 좀 빼고.",라부장님 팔이 얼음장처럼 차요.
라부장님 팔이 얼음장처럼 차요.,"어머, 식은땀 좀 봐, 진짜 아프신가봐요."
"어머, 식은땀 좀 봐, 진짜 아프신가봐요.","아이, 지금 뭐하는 거에요?"
"아이, 지금 뭐하는 거에요?",우리끼리 n분의 1하자고. 얼마에요?
우리끼리 n분의 1하자고. 얼마에요?,"계산하기 싫어서 별 생쇼를 다 하십니다, 진짜."
"계산하기 싫어서 별 생쇼를 다 하십니다, 진짜.","아닌데, 쇼 아닌거 같은데."
"아닌데, 쇼 아닌거 같은데.","맞아요, 얼굴 하얗게 질린 것 좀 보세요."
"맞아요, 얼굴 하얗게 질린 것 좀 보세요.","라부장, 계산 끝냈어. 그니까 마음 푹 놓고, 손 펴봐."
"라부장, 계산 끝냈어. 그니까 마음 푹 놓고, 손 펴봐.","아, 안돼요."
"아, 안돼요.",심호흡해봐.
저요. 여러분 한 분 한 분 꼭 합격할 때까지 있는 힘을 다해서 열심히 좋은 강의 하겠습니다.,"힘내세요, 선생님. 힘내라, 힘내라."
"힘내세요, 선생님. 힘내라, 힘내라.","아, 나, 이게 뭔 상황이고. 그리고. 예뻐지겠다 약속해놓고 왜 저렇게 죽상으로 오노. 더 몬생겨보이게. 아이고, 머시라."
호텔 예약 싸게 잘했네. 아이 제부가 차 빌려온 덕분에 렌트비도 아끼고 수고하셨어요.,뭘요. 밤새 작업한 처형이 더 고생하셨죠. 근데 돈은 얼마 받으셨어요?
뭘요. 밤새 작업한 처형이 더 고생하셨죠. 근데 돈은 얼마 받으셨어요?,아 15만원이요. 우리가 가지고 있는 돈 합해서 19만4천원 있어요.
아 15만원이요. 우리가 가지고 있는 돈 합해서 19만4천원 있어요.,그 돈으로 될까요?
그 돈으로 될까요?,어떻게든 해봐야죠 뭐. 아 그래서 말인데 오늘 점심은 저번에 우리 전단지 작업했던 한라산 횟집 어때요? 거기 그 왜 점심 정식이 만 2천원인데 회에다가 구이까지 나오고 괜찮았었잖아요.
어떻게든 해봐야죠 뭐. 아 그래서 말인데 오늘 점심은 저번에 우리 전단지 작업했던 한라산 횟집 어때요? 거기 그 왜 점심 정식이 만 2천원인데 회에다가 구이까지 나오고 괜찮았었잖아요.,오.
오.,아니 일때매 바쁘다더니 마중까지 나오셨어?
아니 일때매 바쁘다더니 마중까지 나오셨어?,아이그. 그만 좀 해라. 아 김서방이 잘못했대잖아.
아이그. 그만 좀 해라. 아 김서방이 잘못했대잖아.,그래 엄마. 오늘 우리가 회사 스케쥴 쫙 빼고 제주도 관광 확실하게 시켜드릴테니까 기분푸셔.
그래 엄마. 오늘 우리가 회사 스케쥴 쫙 빼고 제주도 관광 확실하게 시켜드릴테니까 기분푸셔.,바쁘다더니 뭐 그래도 돼?
바쁘다더니 뭐 그래도 돼?,아니 장인어른 장모님 오셨는데 회사 일이 뭐가 중요하겠냐구요. 저 일단 저희 회사차. 회사차에 짐부터 실으시죠.
아니 장인어른 장모님 오셨는데 회사 일이 뭐가 중요하겠냐구요. 저 일단 저희 회사차. 회사차에 짐부터 실으시죠.,이야 언니 회사차도 있었어? 오 잘나가네 우리언니.
이야 언니 회사차도 있었어? 오 잘나가네 우리언니.,잘나가긴 뭘.
잘나가긴 뭘.,야 배고픈데 밥부터 먹자. 이 근처에 어디 가까운데 없냐?
야 배고픈데 밥부터 먹자. 이 근처에 어디 가까운데 없냐?,아으. 엄마 이왕왔는데 맛집가야지. 어? 킹크랩 어때? 내가 오면서 봤는데 키로당 5만원밖에 안한대. 
아으. 엄마 이왕왔는데 맛집가야지. 어? 킹크랩 어때? 내가 오면서 봤는데 키로당 5만원밖에 안한대. ,괜찮죠? 괜찮지? 어? 거기 가자.
괜찮죠? 괜찮지? 어? 거기 가자.,오구 싸네.
오구 싸네.,아니아니 . 일단 타세요. 타. 아 저희가 어련히 맛집 섭외해놨겠냐구요. 타세요.
사거리에 서있으면 지나가는 사람들이 편지넣고 가겠어 우체통인줄 알고,별로에요?
별로에요?,아무리 크리스마스라지만 너무 시뻘겋잖아. 그리고 목은 왜 이렇게 휑해. 임산부가 감기걸리면 어쩌려고 
아무리 크리스마스라지만 너무 시뻘겋잖아. 그리고 목은 왜 이렇게 휑해. 임산부가 감기걸리면 어쩌려고 ,"실은 사장님이 저 주려고 크리스마스 선물로 목걸이를 사놨더라구요. 처음에는 당장 환불시킬라 그랬는데, 생각해보니까 이번 크리스마스는 좀 의미가 많은 것 같아서요. 사장님 뜻대로 하려구 목걸이에 어울리는 옷 사본건데. "
"실은 사장님이 저 주려고 크리스마스 선물로 목걸이를 사놨더라구요. 처음에는 당장 환불시킬라 그랬는데, 생각해보니까 이번 크리스마스는 좀 의미가 많은 것 같아서요. 사장님 뜻대로 하려구 목걸이에 어울리는 옷 사본건데. ",그랬구나. 자꾸보니까 괜찮네
그랬구나. 자꾸보니까 괜찮네,그래요?
무슨 전환데?,일 들어왔어요. 그 파주에 있는 유통회사라는데 홈페이지랑 브로셔 리뉴얼 작업 해달래요.
일 들어왔어요. 그 파주에 있는 유통회사라는데 홈페이지랑 브로셔 리뉴얼 작업 해달래요.,진짜? 잘 됐다. 안 그래도 나도 영자씨 할 만한 일 찾아보고 있었는데. 축하해!
진짜? 잘 됐다. 안 그래도 나도 영자씨 할 만한 일 찾아보고 있었는데. 축하해!,돈 들어오면 합의금부터 갚을게요. 
돈 들어오면 합의금부터 갚을게요. ,에이 우리 사이에 야박하게 갚긴 뭘 갚어. 그러니까 내가 진짜 영자씨 채권자 같잖아. 아 참. 내 이름 채권자로 저장해둔 거 바꿨어?
에이 우리 사이에 야박하게 갚긴 뭘 갚어. 그러니까 내가 진짜 영자씨 채권자 같잖아. 아 참. 내 이름 채권자로 저장해둔 거 바꿨어?,아 맞다. 아 제주도에서 올라오고 정신이 없어가지고. 지금 바꿀게요. 
아 맞다. 아 제주도에서 올라오고 정신이 없어가지고. 지금 바꿀게요. ,놔둬. 나도 영자씨 채무자로 저장해뒀거든. 
놔둬. 나도 영자씨 채무자로 저장해뒀거든. ,채무자요?
채무자요?,"시작은 어찌 됐든 우리 둘만의 암호 같고 좋더라고. 사랑의 채권자, 채무자. 띵 어때? 소름끼치게 로맨틱하지."
나는 낮에도 모텔에 이렇게 손님이 많은 줄 몰랐다? 예수님 태어나신 날 왜 지들이 기분내고 난리야? ,보니까 여자들끼리 파티하러 놀러오기도하고 그러나보더라구요 
여기도 자리 없대 ,분위기가 밥 먹여줘요? 그냥 아무데나 가서 먹어요 저 어 저기 족발집 있네? 족발집 가요 족발집
분위기가 밥 먹여줘요? 그냥 아무데나 가서 먹어요 저 어 저기 족발집 있네? 족발집 가요 족발집,아이 그래도 족발집은 좀 아닌데?
아이 그래도 족발집은 좀 아닌데?,뭐가 아닌데요? 왜요? 목걸이 땜에 그래요?
뭐가 아닌데요? 왜요? 목걸이 땜에 그래요?,어?
어?,다 알아요 목걸이 이벤트 때문에 분위기 좋은 레스토랑 찾는거잖아요 근데 저는 족발집도 괜찮아요 나 진짜 배고파 죽을거 같단 말이예요
죄송해요. 사장님은 저 생각해서 이벤트 해주려던건데.. 계속 짜증만내서,아니야 내가 더 미안해. 오늘 하루 고생만 시키고..
영자씨 왜 이렇게 한숨이야?,월급 정산하고 나니까 심란해서요 이번달은 어찌어찌 해결했는데 앞으로가 걱정이네요
월급 정산하고 나니까 심란해서요 이번달은 어찌어찌 해결했는데 앞으로가 걱정이네요,에이 걱정마 처음이라 그렇지 곧 괜찮아질거야 위에도 걷어봐 배 발라줄게
에이 걱정마 처음이라 그렇지 곧 괜찮아질거야 위에도 걷어봐 배 발라줄게,됐어요 무슨 배는 제가 바를게요
됐어요 무슨 배는 제가 바를게요,아냐 배가 제일 중요하대 꼼꼼히 안 발라둠 가뭄에 논 갈라지듯이 쫙쫙 다 튼대 뭐해 빨랑
아냐 배가 제일 중요하대 꼼꼼히 안 발라둠 가뭄에 논 갈라지듯이 쫙쫙 다 튼대 뭐해 빨랑,아우 됐다니까요
아우 됐다니까요,아 발라준다니까 영자씨 어떡하냐 벌써 배 아래쪽은 다 텄는데?
아 발라준다니까 영자씨 어떡하냐 벌써 배 아래쪽은 다 텄는데?,네?
네?,여기랑 여기랑 아직 오개월 밖에 안됐는데 어떡하냐
여기랑 여기랑 아직 오개월 밖에 안됐는데 어떡하냐,이건 임신때문에 튼게 아니라 고등학교 때 튼거예요 그때 살이 막 갑자기 찌는 바람에 그렇다고 막 찐 건 아닌데 살이 많아서 그런가 막 트더라구요
이건 임신때문에 튼게 아니라 고등학교 때 튼거예요 그때 살이 막 갑자기 찌는 바람에 그렇다고 막 찐 건 아닌데 살이 많아서 그런가 막 트더라구요,그랬구나
그랬구나,작가님 괜찮으십니까?
그럼 여기도 분위기 좋은데 걍 여기서 걸고 족발 먹으러 갈까?,네 그래요 좋아요! 아 선물이요 
뭐하냐 너?,보면 모르나 냉장고 청소하잖아
보면 모르나 냉장고 청소하잖아,공부하기로 마음먹었다며 뭔 냉장고청소야?
공부하기로 마음먹었다며 뭔 냉장고청소야?,아 공부하려다가 갑자기 고시원 냉장고 지저분한게 너무 신경쓰여가 집중이 안되드라고 
아 공부하려다가 갑자기 고시원 냉장고 지저분한게 너무 신경쓰여가 집중이 안되드라고 ,지랄한다 공부하기 싫으니까 별 핑계 다 대네
지랄한다 공부하기 싫으니까 별 핑계 다 대네,그런가? 하긴 공부할라고 맘 먹으니까 갑자기 냉장고 청소가 너무 재밌다 막 화장실 청소 계단 청소까지 다 하고싶다 청소가 이렇게 재밌는거였나?
그런가? 하긴 공부할라고 맘 먹으니까 갑자기 냉장고 청소가 너무 재밌다 막 화장실 청소 계단 청소까지 다 하고싶다 청소가 이렇게 재밌는거였나?,미친놈 어 야 너 그 냉장고에 있던 고추참치캔 못봤냐?
미친놈 어 야 너 그 냉장고에 있던 고추참치캔 못봤냐?,어 그 기름만 남은거?
어 그 기름만 남은거?,어
어,버렸어
버렸어,야 임마 그 기름에 밥 비벼 먹으면 얼마나 맛있는데 아니 너는 왜 시키지도 않은 청소를 해가지고 남의 한끼 식사를 망쳐? 야 너 이렇게 민폐 끼칠거면 그냥 공부때려치고 생긴대로 살어 임마
야 임마 그 기름에 밥 비벼 먹으면 얼마나 맛있는데 아니 너는 왜 시키지도 않은 청소를 해가지고 남의 한끼 식사를 망쳐? 야 너 이렇게 민폐 끼칠거면 그냥 공부때려치고 생긴대로 살어 임마,안돼 내 꼭 합격해가 우리 할머니한테 자랑스러운 손자 될거라고 나 진짜 열공할거다 일단 시작한거니까 여기까진 마무리 하고
안돼 내 꼭 합격해가 우리 할머니한테 자랑스러운 손자 될거라고 나 진짜 열공할거다 일단 시작한거니까 여기까진 마무리 하고,하 이 미친
고새를 못 참고 먹고 있었어예~ 에이그.,지금까지 내내 기다리다가 딱 한 점 먹은 거거든요.
지금까지 내내 기다리다가 딱 한 점 먹은 거거든요.,으이구 알았어. 믿는 척 해줄게.
으이구 알았어. 믿는 척 해줄게.,진짠데.
진짠데.,근데 왜 이렇게 일찍 왔어 영자씨? 오래 기다렸겠다.
근데 왜 이렇게 일찍 왔어 영자씨? 오래 기다렸겠다.,에? 에 뭐 그냥.
더우면 코트 좀 벗지 왜이렇게 껴입고있어? ,안에 입은 옷이 좀 그래서요. 
안에 입은 옷이 좀 그래서요. ,안에 뭘 입었는데?
안에 뭘 입었는데?,예?
예?,설마 아무것도 안입은거 아냐?
설마 아무것도 안입은거 아냐?,에이
에이,어디 좀 봐봐
여보세요 어 라부장 왜? ,어 어디세요? 저랑 얘기 좀 해요. 깜짝이야. 언제오셨어요? 
어 어디세요? 저랑 얘기 좀 해요. 깜짝이야. 언제오셨어요? ,라부장님 어디계세요? 
라부장님 어디계세요? ,어 영자씨
어 영자씨,어 나 화장실 좀 갔다올게 
어 나 화장실 좀 갔다올게 ,뭐? 그게 진짜야?
뭐? 그게 진짜야?,그래요. 사장님한테 목걸이 선물받는 줄 알고 원피스까지 차려입고 만반의 준비를 했더라구요.
그래요. 사장님한테 목걸이 선물받는 줄 알고 원피스까지 차려입고 만반의 준비를 했더라구요.,목걸이 이미 환불했잖아. 레스토랑도 취소하구. 라부장이 책임져. 라부장 말 들었다가 이게 뭐야?
목걸이 이미 환불했잖아. 레스토랑도 취소하구. 라부장이 책임져. 라부장 말 들었다가 이게 뭐야?,음성 좀 낮춰요. 영애씨 들으면 어쩔라구 
외식하시나봐요,어 아니 무슨 바람이 불었는지 애들 아빠가 애들이랑 외식하쟤. 맨날 술 퍼먹고 다니더니 애들한테 미안했나봐.
어 아니 무슨 바람이 불었는지 애들 아빠가 애들이랑 외식하쟤. 맨날 술 퍼먹고 다니더니 애들한테 미안했나봐.,어어 여기 불 꺼져있잖아요. 손님있나봐요.
오 너 설마 공부하냐?,말했잖아 내 우리 할머니한테 자랑스런 손자될거라고 그럴라면 내가 빨리 합격하는 수 밖에 없을 것 같다 내 오늘부터 진짜 열공할거다 
말했잖아 내 우리 할머니한테 자랑스런 손자될거라고 그럴라면 내가 빨리 합격하는 수 밖에 없을 것 같다 내 오늘부터 진짜 열공할거다 ,그래 잘 생각했다
그래 잘 생각했다,어 마저 공부하게 좀 나가도
어 마저 공부하게 좀 나가도,어 내가 이거 치약만 짜서 나갈게
지금 무슨말이에요,아니 나랑 키스해놓고 모르는 척 도망가려는 거 아니에요 아니 먹튀도 이런 먹튀가 어딨어? 
아니 나랑 키스해놓고 모르는 척 도망가려는 거 아니에요 아니 먹튀도 이런 먹튀가 어딨어? ,먹튀요? 먹튀는 구대영씨야말로 먹튀죠 다짜고짜 키스해놓고 어떻게 지금까지 한마디도 안 할 수가 있어요? 
먹튀요? 먹튀는 구대영씨야말로 먹튀죠 다짜고짜 키스해놓고 어떻게 지금까지 한마디도 안 할 수가 있어요? ,그건 누나가 아무렇지도 않은 척 굴길래 그 일 덮어두고 싶어서 그러는 줄 알았죠 그래서 내가 모르는 척 했던거구요 
그건 누나가 아무렇지도 않은 척 굴길래 그 일 덮어두고 싶어서 그러는 줄 알았죠 그래서 내가 모르는 척 했던거구요 ,지금 누가 할 소리 하고 있어요 그날 나한테 키스한거 구대영씨한텐 아무것도 아닌거 아니에요? 진이한테도 키스했다면서요 
지금 누가 할 소리 하고 있어요 그날 나한테 키스한거 구대영씨한텐 아무것도 아닌거 아니에요? 진이한테도 키스했다면서요 ,아 무슨 말이에요 그거 오해 그거 내가 당한 거 하 그러는 누나야말로 김변호사님이 이사갈 집 알아봐 주기로 했다면서요 나는 곧 떠나갈 사람 붙잡고 싶지 않았다고요   
아 무슨 말이에요 그거 오해 그거 내가 당한 거 하 그러는 누나야말로 김변호사님이 이사갈 집 알아봐 주기로 했다면서요 나는 곧 떠나갈 사람 붙잡고 싶지 않았다고요   ,떠나요? 누가?
떠나요? 누가?,나 다 알아요 누나 이사가는거 그떄 그 부동산에서 사람 와가지고 그 구
나 다 알아요 누나 이사가는거 그떄 그 부동산에서 사람 와가지고 그 구,나 아니에요 내가 아니라 905호 여자가 이사가는거에요 근데 집구조 똑같으니까 집주인이 집구경 좀 시켜달라고 해서 한 것 뿐이라고요 
나 아니에요 내가 아니라 905호 여자가 이사가는거에요 근데 집구조 똑같으니까 집주인이 집구경 좀 시켜달라고 해서 한 것 뿐이라고요 ,아 나는 당연히 집구경 오니까 그런줄 알았죠 그니깐 왜 모르는 사람을 집에 함부로 들여요 
아 나는 당연히 집구경 오니까 그런줄 알았죠 그니깐 왜 모르는 사람을 집에 함부로 들여요 ,집 주인이 그러자는걸 내가 무슨 수로 거부해요 
집 주인이 그러자는걸 내가 무슨 수로 거부해요 ,좀 조용히 좀 합시다 사랑싸움 밖에 나가서 하라고 예? 
좀 조용히 좀 합시다 사랑싸움 밖에 나가서 하라고 예? ,아 뭐해요
뭐여 이모족발 사장이 뚱땡이 이사장이랑 똑같이 생겼는데?,아닌데 똑같이 생긴게 아니라 이사장님 맞는데요
아닌데 똑같이 생긴게 아니라 이사장님 맞는데요,엥?
엥?,아 진짜 영애씨네 돈주고 참가자들까지 구하더니 무대까지 직접 올라간거야?
아 진짜 영애씨네 돈주고 참가자들까지 구하더니 무대까지 직접 올라간거야?,아 뭐야 우리더러 장기자랑 나가래더니 자기가 뒤에서 저러고 있으면 어떡해
