Q,A
"그럼, 그 남자는? 아까 만났어? ","아니~ 못만났어, 내가 갔을때는,, 집에 옷갈아 입으러 갔다고 하더라, "
"아니~ 못만났어, 내가 갔을때는,, 집에 옷갈아 입으러 갔다고 하더라, ",그래? 
그래? ,아휴~잘됐지 뭐냐~ 거기서 서로 마주쳐봐라~내가 얼마나 망신이냐. 
아휴~잘됐지 뭐냐~ 거기서 서로 마주쳐봐라~내가 얼마나 망신이냐. ,그럼 괜히 무연고자로 했나? 
그럼 괜히 무연고자로 했나? ,"아니 그게 무슨 상관이냐~혼인신고를 했냐, 뭐를 했냐,,,  그놈도 무연고자로 하면 좋지. 장례 한번 치르려면 돈이 얼만데..."
"아니 그게 무슨 상관이냐~혼인신고를 했냐, 뭐를 했냐,,,  그놈도 무연고자로 하면 좋지. 장례 한번 치르려면 돈이 얼만데...",뭐하는 사람이래요?
뭐하는 사람이래요?,"몰라, 뭐 그렇고 그런 놈이겠지,  그래도 같이 살았다고, 계속 거기서 자리 지키고 있었던 모양이더라. "
"몰라, 뭐 그렇고 그런 놈이겠지,  그래도 같이 살았다고, 계속 거기서 자리 지키고 있었던 모양이더라. ",정말? 
정말? ,"어휴~미친년, 미친년이지..허긴, 그년도 불쌍하지~그래도 옛날에는 나름 괜찮았었는데…"
"어휴~미친년, 미친년이지..허긴, 그년도 불쌍하지~그래도 옛날에는 나름 괜찮았었는데…",서로 사랑했었나 보네..그 남자랑. 
서로 사랑했었나 보네..그 남자랑. ,"아니, 얘가,,사랑 같은 소리 하고 있네. 지 나이가 몇인데,,?  환갑도 지난 년이, 남 부끄러운 줄도 모르고,,, "
"아니, 얘가,,사랑 같은 소리 하고 있네. 지 나이가 몇인데,,?  환갑도 지난 년이, 남 부끄러운 줄도 모르고,,, ",그래도 이모다운 거 같아.. 
그래도 이모다운 거 같아.. ,뭐?
뭐?,"내 말은, 이모가 자기 이름처럼 살다 간 거 같다고…"
"내 말은, 이모가 자기 이름처럼 살다 간 거 같다고…","아이고, 그 놈의 이름값 두 번만 했다간~ 야~너 여여 가. 가서 차서방 저녁이나 해줘. "
"아이고, 그 놈의 이름값 두 번만 했다간~ 야~너 여여 가. 가서 차서방 저녁이나 해줘. ",차서방 집에서 저녁 안먹어요. 
차서방 집에서 저녁 안먹어요. ,"그래도 빨리가~늦었어요, 지금. "
"그래도 빨리가~늦었어요, 지금. ",갈 꺼야. 쫌 있다가~이모 짐~버리라면 서요. 쓰레기봉투에 넣어서 버려야 될 것 아냐? 
니가 도이가?,네
네,몸은 괜찮나?
몸은 괜찮나?,네
와 현영씨 노래 진짜 잘하네 ,그쵸 외모면 외모 실력이면 실력 진짜 웬만한 여자 아이돌 뺨친다니까요
그쵸 외모면 외모 실력이면 실력 진짜 웬만한 여자 아이돌 뺨친다니까요,하 저런 애를 까다니 내 뺨을 치고싶다
그동안 차에서 먹고자고 한거에요?,이 판국에 좋은데서 자면 뭐해. 이런데서 먹고자고 하는게 내 처지엔 딱이지 머. 김사장 그새끼 한국 들어왔단 소식 듣고 전국방방곡곡을 다 뒤졌어 나.
이 판국에 좋은데서 자면 뭐해. 이런데서 먹고자고 하는게 내 처지엔 딱이지 머. 김사장 그새끼 한국 들어왔단 소식 듣고 전국방방곡곡을 다 뒤졌어 나.,사장님이 형사에요? 왜 이러고 다니세요.
사장님이 형사에요? 왜 이러고 다니세요.,뭐라도 해야지 그럼. 아버지 시골땅 다 팔아놓고 넋 놓고 앉아있을 순 없잖아. 이게 다 영자씨 때문이야.
뭐라도 해야지 그럼. 아버지 시골땅 다 팔아놓고 넋 놓고 앉아있을 순 없잖아. 이게 다 영자씨 때문이야.,예?
예?,힘내라고. 세상은 넓고 인쇄할 일은 많다고 왜그랬어?
야 이렇게 밖에 나오니까 옛날 생각난다 아름사단일떄 우리 엠티 자주 다녔잖아  그때 좋았는데 ,야 고맙다 우리 회사 일 맡겨줘서
야 고맙다 우리 회사 일 맡겨줘서,뭐야 갑자기 
뭐야 갑자기 ,진작 얘기하고 싶었는데 면목 없어서 말 못했어
진작 얘기하고 싶었는데 면목 없어서 말 못했어,아유 됐어 뭘 세삼스럽게 참
아유 됐어 뭘 세삼스럽게 참,아니야 나 우리애들 월급 줄라고 알바까지 뛰면서 개고생했는데 니 덕분에 숨통 틔었다  구세주다 니가 진짜
아니야 나 우리애들 월급 줄라고 알바까지 뛰면서 개고생했는데 니 덕분에 숨통 틔었다  구세주다 니가 진짜,알면 이번일 응당 열심히해 
알면 이번일 응당 열심히해 ,당연하지 우리 회사 딴건 몰라도 일은 엄청 열심히해 팀워크도 엄청 좋고 
당연하지 우리 회사 딴건 몰라도 일은 엄청 열심히해 팀워크도 엄청 좋고 ,팀웍? 글쎄다 아까보니까 잘생긴 직원이랑 못생긴 직원이랑 계속 투닥되던데
팀웍? 글쎄다 아까보니까 잘생긴 직원이랑 못생긴 직원이랑 계속 투닥되던데,그건 장난이지  평소에 걔네 둘이 얼마나 잘지내는데 친형제같은 사이야
그건 장난이지  평소에 걔네 둘이 얼마나 잘지내는데 친형제같은 사이야,무슨소리야? 
무슨소리야? ,야 저게 친형제같은 사이냐
야 저게 친형제같은 사이냐,그만 못해 이 자식들아
얘~버려.,응?
응?,"그거 버리라구, 뭐 하러 가져 갈려고 그래? "
"그거 버리라구, 뭐 하러 가져 갈려고 그래? ",이모 껀지 확인도 안했는데? 
이모 껀지 확인도 안했는데? ,"이모 꺼고 뭐곤 간에, 그 더러운걸 뭐하러 집에 까지 가져갈려고 그래?"
"이모 꺼고 뭐곤 간에, 그 더러운걸 뭐하러 집에 까지 가져갈려고 그래?",그래도 유품이라고 준건데 어떻게 여기다 버리고 가~
그래도 유품이라고 준건데 어떻게 여기다 버리고 가~,"그럼 여기서 펼쳐 가지고~가져 갈 것만 가지고 가고, 나머진 버리고 가."
"그럼 여기서 펼쳐 가지고~가져 갈 것만 가지고 가고, 나머진 버리고 가.","됐어요. 여기서 뭘 펼치고, 뭘 골라~ 집에 가지고 가서 버려요. "
"됐어요. 여기서 뭘 펼치고, 뭘 골라~ 집에 가지고 가서 버려요. ",야 저저. 그럼 저 뒤에 트렁크에다 실어 
저요. 영애씨랑 같은 회사에서 동고동락한지 10년째입니다. 아유 그럼 이제 뭐 다같이 한 가족이죠. 그러면 영애씨 부모님은 고로 저한테도 친부모님이다 이런 말씀이죠.뭐,그래요. 축하해요. 그 저 시간이 나면 내 꼭 가리다. 하하
그래요. 축하해요. 그 저 시간이 나면 내 꼭 가리다. 하하,네? 아이 저기 꼭 좀 부탁드릴게요. 아 아시다시피 사장님이 사기당하는 바람에 아 회사문을 닫녜 마녜 해가지고 아 결혼식장에 손님 별로 없을거같아서 그래요. 네?
네? 아이 저기 꼭 좀 부탁드릴게요. 아 아시다시피 사장님이 사기당하는 바람에 아 회사문을 닫녜 마녜 해가지고 아 결혼식장에 손님 별로 없을거같아서 그래요. 네?,예? 아니 사기를 당하다니? 아니 문을 닫다니? 이게 무슨소리에요? 어?
예? 아니 사기를 당하다니? 아니 문을 닫다니? 이게 무슨소리에요? 어?,모르고 계셨어요? 영애씨가 얘기 안했구나.
니눈엔 우리가 그렇게 우습디? 어? 아 입이 있으면 말을해봐!,그게 아니 아니라요. 전 그냥
그게 아니 아니라요. 전 그냥,어디서 따박따박 말대답이야? 뭘 잘했다고? 어! 어차피 관두기로 마음먹은 회사 선배라 막 개겨도 된다 이거야?
어디서 따박따박 말대답이야? 뭘 잘했다고? 어! 어차피 관두기로 마음먹은 회사 선배라 막 개겨도 된다 이거야?,아이 그게아니라요. 라과장님
아이 그게아니라요. 라과장님,시끄러! 초심을 잃지 않겠다더니 개념을 잃었네. 이런 음흉한 놈인줄도 모르고 잘해줬으니. 내놔.
시끄러! 초심을 잃지 않겠다더니 개념을 잃었네. 이런 음흉한 놈인줄도 모르고 잘해줬으니. 내놔.,네? 뭐 뭐를?
네? 뭐 뭐를?,뭘? 뭐얼? 두 달전 환영회날 준 통영 굴국밥집 막걸리 무료쿠폰. 대구 찜질방 발마사지 무료쿠폰 내놓으라고!
뭘? 뭐얼? 두 달전 환영회날 준 통영 굴국밥집 막걸리 무료쿠폰. 대구 찜질방 발마사지 무료쿠폰 내놓으라고!,예.
예.,어머 사장님. 왜 나오셨어요? 머 필요한 거라도 있으세요?
어머 사장님. 왜 나오셨어요? 머 필요한 거라도 있으세요?,에 아니요. 오늘은 영 분위기도 어수선허고 한께 다음에 다시 올라요.
에 아니요. 오늘은 영 분위기도 어수선허고 한께 다음에 다시 올라요.,잠깐만요. 제가 모셔다 드릴게요.
어? 커피드시게요? 한잔 타드릴까요?,아니야 됐어. 난 걍 얼음물이나 마실란다.
아니야 됐어. 난 걍 얼음물이나 마실란다.,예.
이봐요 정지순씨. 당신 미쳤어?,뭐가요?
뭐가요?,아니 아무리 축의금에 눈이 멀어도 그렇지. 아무 친분도 없는 우리 엄마아빠한테까지 청첩장을 디밀어요?
아니 아무리 축의금에 눈이 멀어도 그렇지. 아무 친분도 없는 우리 엄마아빠한테까지 청첩장을 디밀어요?,아이 얌마 진짜야?
아이 얌마 진짜야?,무슨 친분이없어요? 내가 그동안 얼마나 많이 뵙는데? 얼마나.
무슨 친분이없어요? 내가 그동안 얼마나 많이 뵙는데? 얼마나.,아유
아유,아이 그럼 청첩장만 주고 오든가? 사장님 사기당한 얘길 왜 꺼내요? 예? 난 걱정하실까봐 일부러 얘기 안했다구요!
아이 그럼 청첩장만 주고 오든가? 사장님 사기당한 얘길 왜 꺼내요? 예? 난 걱정하실까봐 일부러 얘기 안했다구요!,아이 거 참 누가보면 되게 효년줄 알겠네. 아이 그렇게 부모님 생각하는 사람이 여지껏 시집도 안가고 뭐했어요 거?
아이 거 참 누가보면 되게 효년줄 알겠네. 아이 그렇게 부모님 생각하는 사람이 여지껏 시집도 안가고 뭐했어요 거?,뭐요?
뭐요?,그니까 결혼할 기회가 있을때 놓치지말고 했어야지. 한번도아니고 두번씩이나 놓치고 말이야 사람이.
그니까 결혼할 기회가 있을때 놓치지말고 했어야지. 한번도아니고 두번씩이나 놓치고 말이야 사람이.,네? 2번이요?
야 너 알고있었냐? ,뭐가?
뭐가?,예은이 만점 나올거라고 니가 그랬잖아
예은이 만점 나올거라고 니가 그랬잖아,내가 언제
내가 언제,너 지금 어디냐? 야 너 
좋냐? 좋아? 이것들은 말야 하청업체 직원들이 되갖고 분위기를 띄어도 시원찮을 마당에 이거 뭐 접대를 하러 온거여? 접대를 받으러 온거여? 아 안그려 전사장?,예? 그러게 영 자세가 안되있네?
예? 그러게 영 자세가 안되있네?,그려 그쪽들 을이면 을답게 분위기 한번 제대로 팍팍 띄어 보드라고 이?
그려 그쪽들 을이면 을답게 분위기 한번 제대로 팍팍 띄어 보드라고 이?,됐어 니들 앉아 
그러니까 이깟 청첩장 주자고 만나자는 거였어요? 난 공부하느라 여자 구경도 못하는데.,에이 용주씨도 이제 곧 좋은 여자 생기겠죠. 아 근데 무슨 공부 하는 거예요? 9급 공무원 된 거 아니었어요?
에이 용주씨도 이제 곧 좋은 여자 생기겠죠. 아 근데 무슨 공부 하는 거예요? 9급 공무원 된 거 아니었어요?,때려첬거든요? 9급은 아무래도 제 퀄리티와는 안 맞는 것 같아서 7급 준비 중이에요.
때려첬거든요? 9급은 아무래도 제 퀄리티와는 안 맞는 것 같아서 7급 준비 중이에요.,하긴 7급도 곧 되실 거예요. 용주씨 머리 좋잖아요. 고대도 나오시고.
하긴 7급도 곧 되실 거예요. 용주씨 머리 좋잖아요. 고대도 나오시고.,"연대거든요, 연대!"
"연대거든요, 연대!",아 맞다... 연대. 암튼 제 결혼식에 꼭 좀 와주세요. 아 공부하다가 바람도 쐴 겸 꼭 오세요. 네?
아 맞다... 연대. 암튼 제 결혼식에 꼭 좀 와주세요. 아 공부하다가 바람도 쐴 겸 꼭 오세요. 네?,됐거든요. 내가 바람 쐬려면 연대 캠퍼스 가지 그쪽 결혼식에 왜 가요? 난 연대 나온 사람 아니면 결혼식 안 가거든요.
됐거든요. 내가 바람 쐬려면 연대 캠퍼스 가지 그쪽 결혼식에 왜 가요? 난 연대 나온 사람 아니면 결혼식 안 가거든요.,알았어 알았어. 오지마 오지마. 아 나도 용주씨 결혼식 안 가면 되니깐 오지마요.
알았어 알았어. 오지마 오지마. 아 나도 용주씨 결혼식 안 가면 되니깐 오지마요.,부를 생각도 없거든요.
웬일로 책을 사시네요 프랑스 여행가시나봐요,네
오지마. 오면 나 그냥 콱 죽어버릴거야!,사장님! 지금 무슨말씀하시는거에요!
사장님! 지금 무슨말씀하시는거에요!,나 사는데 미련없어. 더이상 살고싶지도 않다고!
아유 저희가 구울게요 야 아유 지,됐어 니들은 고기나 먹어 
됐어 니들은 고기나 먹어 ,하이고 뭐 자기 직원들은 또 끔찍히 챙기는구만 그람 나도 저 우리 직원들 좀 챙겨야지 그 고기들 부족하면 더 시켜 잉?
하이고 뭐 자기 직원들은 또 끔찍히 챙기는구만 그람 나도 저 우리 직원들 좀 챙겨야지 그 고기들 부족하면 더 시켜 잉?,아 뭐 이정도면 충분한데요 뭐 잘 먹겠습니다 사장님
아 뭐 이정도면 충분한데요 뭐 잘 먹겠습니다 사장님,아 인사를 왜 나한테 혀? 할라면 저 쪽한테 해야지 오늘 회식 저쪽이 쏘는거인디
아 인사를 왜 나한테 혀? 할라면 저 쪽한테 해야지 오늘 회식 저쪽이 쏘는거인디,네? 영애씨가요?
네? 영애씨가요?,그려 하청업체 선정되서 상금까지 땡겨받았으면 당연히 한턱 써야지 참 거 안그려 전사장?
그려 하청업체 선정되서 상금까지 땡겨받았으면 당연히 한턱 써야지 참 거 안그려 전사장?,예? 그럼요 기본 중의 기본이죠 
예? 그럼요 기본 중의 기본이죠 ,예 오늘 회식 제가 쏘겠습니다 마음껏들 드세요 
예 오늘 회식 제가 쏘겠습니다 마음껏들 드세요 ,전사장 나랑 또 맴이 잘 통해부리구마이 이? 기념으로다 건배 한번 해 짠
야 사람을 왜 쳐밀고 지랄인데 돈도 없는 년이 뭐 믿고 그러고 다니는데 됐고 니 알아서 해라 학교 그만 다니든가 나가서 돈을 벌든가 니 알아서 하라고 야 알겠나? 알겠냐고,아 관심꺼라 내 알아서 할거다
아 관심꺼라 내 알아서 할거다,선생보고 내한테 전화하지 말라고 해라 그냥 가족 없다고 하라고 아님 저 병신새끼한테 전화하라고 하던가 야 알겠냐 야
선생보고 내한테 전화하지 말라고 해라 그냥 가족 없다고 하라고 아님 저 병신새끼한테 전화하라고 하던가 야 알겠냐 야,아 관심끄라고 내가 알아서 할거라고
아 관심끄라고 내가 알아서 할거라고,돌았나? 이게 씨 그러니까 선생보고 내한테 전화하지 말라고 해라 왜 내한테 전화하고 지랄인데
난 빨간색이 좋아! 이쁘잖아!! 근데 너무 비싼 건 아니니?,"아, 아녜요. "
"아, 아녜요. ","어쩌냐,,,고마워서."
"어쩌냐,,,고마워서.","별말씀을요. 그래도 마음에 드는 게 있어서 다행이예요. 이모, 이뻤겠다. "
"별말씀을요. 그래도 마음에 드는 게 있어서 다행이예요. 이모, 이뻤겠다. ","나? 동네 벗어나면 사람들이 나, 다~배우라고 하더라,,, 내가 그때 이렇게 짧은 미니스커트입고, 에구,,이제는 다리도 삐쩍 해지고, 엉덩이도..."
"나? 동네 벗어나면 사람들이 나, 다~배우라고 하더라,,, 내가 그때 이렇게 짧은 미니스커트입고, 에구,,이제는 다리도 삐쩍 해지고, 엉덩이도...",계산해주세요.
계산해주세요.,"어머, 너 엉덩이…"
"어머, 너 엉덩이…",응? 왜? 어머. 어떡해. 
응? 왜? 어머. 어떡해. ,어떡하긴~이렇게 하면 되지~
진실이는? 사고 안 치고 학교 잘 댕기지?,궁금하면 연락해보든지
궁금하면 연락해보든지,니가 잘 챙기겠지
니가 잘 챙기겠지,불쌍하지도 않나
불쌍하지도 않나,알잖아 엄만 진실이 보면 이카고 못산다
알잖아 엄만 진실이 보면 이카고 못산다,나는? 나보면 뭐 아무 생각도 안드나
나는? 나보면 뭐 아무 생각도 안드나,니는 혼자서 잘 살잖아 진실이는 아니다 진실이는 내닮아가지고
니는 혼자서 잘 살잖아 진실이는 아니다 진실이는 내닮아가지고,진짜 엄마 보면 무섭다
진짜 엄마 보면 무섭다,니 요새도 그거 하고 댕기나? 춤추고 하는거
니 요새도 그거 하고 댕기나? 춤추고 하는거,안한다
안한다,와? 와 안하는데? 언젠 춤 못추면 죽겠다매 웃기네 닌 다리가 예뻐가 인기 끌긴데 돈도 많이 받고 
와? 와 안하는데? 언젠 춤 못추면 죽겠다매 웃기네 닌 다리가 예뻐가 인기 끌긴데 돈도 많이 받고 ,엄마
엄마,주야 니 돈 가진 것 좀 없제 딱 한달만 쓰면 되는데 니 러시안지 프랑슨지 간다고 적금 들어놓은거 있잖아 엄마가 진짜 급해서카는데 딱 한달만 쓰고
주야 니 돈 가진 것 좀 없제 딱 한달만 쓰면 되는데 니 러시안지 프랑슨지 간다고 적금 들어놓은거 있잖아 엄마가 진짜 급해서카는데 딱 한달만 쓰고,진짜 내가
진짜 내가,진짜 엄마 급한데
"일로와바, 일로와봐. 너 이거 한번 해봐","아 됐어, 갑자기 저건 왜하재"
"아 됐어, 갑자기 저건 왜하재","너 옛날부터 스트레스 받으면 응당 둘 중 하나로 풀었잖아. 술 마시던가, 아니면 펀치를 날리던가. 술은 못마시니까 이거라도 한방 날리라고"
"너 옛날부터 스트레스 받으면 응당 둘 중 하나로 풀었잖아. 술 마시던가, 아니면 펀치를 날리던가. 술은 못마시니까 이거라도 한방 날리라고",끊은지 오래 됐거든
끊은지 오래 됐거든,"그러지말고 해봐, 스트레스 날리게"
"그러지말고 해봐, 스트레스 날리게",아 참
아 참,잘봐
너 웃고 있는 거 다 알아.,걔가 먼저 헤어지자고 한거야?
걔가 먼저 헤어지자고 한거야?,진짜. 진짜 웃긴다 너 왜 지금까지 모른척 했어?
진짜. 진짜 웃긴다 너 왜 지금까지 모른척 했어?,까먹고 살았지. 걔 머리색이 특이했었는데. 근데 걔 요즘 뭐한대?
까먹고 살았지. 걔 머리색이 특이했었는데. 근데 걔 요즘 뭐한대?,몰라. 듣기론 작년에 결혼했다던.
몰라. 듣기론 작년에 결혼했다던.,여자랑?
여자랑?,아니. 남자랑.
아니. 남자랑.,와. 걘 그래도 괜찮나?
와. 걘 그래도 괜찮나?,근데 좀. 조용히 좀 말해.
근데 좀. 조용히 좀 말해.,아무도 없잖아.
어? 이거 사장님 신청곡인데.,"오, 나 이 노래 소름끼치게 좋아하는데. 영자씨! 같이 부르자."
예은이 마킹한거 확인하셨죠? ,지금 그게 무슨 상관인데요?
영애씨가 결혼함체가 2번 있어요. 2번.,아이그 애들있는데 못하는 소리가 없어 이.
아이그 애들있는데 못하는 소리가 없어 이.,그러게 말이에요. 근데 그남자 이름이 뭐였더라? 그 김산호 말고 그 머 연예인 이름이었는데.
한국말 할줄앙가? 유캔 코리아? 말?,무슨일이시죠?
무슨일이시죠?,워메 헐줄아네잉? 어. 아 나 여 낙원사에 그 일 쪼까 맡길라고 왔는디. 1층 인쇄소도 글고 이거 뭐 직원이 아무도 없네. 다들 일 안하고 어디간겨?
워메 헐줄아네잉? 어. 아 나 여 낙원사에 그 일 쪼까 맡길라고 왔는디. 1층 인쇄소도 글고 이거 뭐 직원이 아무도 없네. 다들 일 안하고 어디간겨?,다들 옥상에서 식사중이세요.
다들 옥상에서 식사중이세요.,옥상에서?
이거 찾니?,예. 감사합니다.
예. 감사합니다.,두식아. 아버지 아프시다며. 좀 괜찮으시니?
두식아. 아버지 아프시다며. 좀 괜찮으시니?,예? 아 예예예
예? 아 예예예,그래 괜찮겠지. 애초에 아프지도 않으셨으니까.
그래 괜찮겠지. 애초에 아프지도 않으셨으니까.,예?
예?,야 빡두식! 너 사람 이렇게 빡치게 할래?
근데 언니 돈벌어서 뭐하려구요?,돈 벌어서? 그냥 멀리 갈라고
돈 벌어서? 그냥 멀리 갈라고,언제 가는데요?
언제 가는데요?,좀 있음 간다
좀 있음 간다,좋겠다 저도 멀리 가고 싶어요
야 뚱. 일어나. 일어나. 11시야 버스끊겨.,아이씨 귀찮아. 아 내일 또 학교 가야 되는데. 아 집에가면 12시겠다.
아이씨 귀찮아. 아 내일 또 학교 가야 되는데. 아 집에가면 12시겠다.,"그러게 왜 여기까지 왔냐, 너네 동네 학교 놔두고?"
"그러게 왜 여기까지 왔냐, 너네 동네 학교 놔두고?",아 누가 오고 싶어서 왔냐? 야 나 이거 빌려간다?
아 누가 오고 싶어서 왔냐? 야 나 이거 빌려간다?,아이 그건 안돼. 이거 아직 안봤어. 딴거 빌려가.
아이 그건 안돼. 이거 아직 안봤어. 딴거 빌려가.,아씨 딴거 다 봤는데. 야 나 그럼 버스정류장까지 데려다줘.
아씨 딴거 다 봤는데. 야 나 그럼 버스정류장까지 데려다줘.,미쳤냐? 귀찮아. 나 잘거야.
미쳤냐? 귀찮아. 나 잘거야.,아 가깝잖아. 혼자가면 심심해 같이가자.
아 가깝잖아. 혼자가면 심심해 같이가자.,아 이새끼는. 다 씻었는데 진짜.
아 이새끼는. 다 씻었는데 진짜.,아이스크림?
아이스크림?,가자.
가자.,그래. 야 너 전화온다.
그래. 야 너 전화온다.,나? 내꺼 아닌데? 니꺼 아냐?
우리 아까 점심 때 두부 나왔잖아.,어.
어.,어땠어?
어땠어?,그냥 뭐 두부지 뭐.
그냥 뭐 두부지 뭐.,난 맛있던데. 근데 우리 아까 카페에서 뽀뽀할 때 니 입술 디게 두부 같앴어.
난 맛있던데. 근데 우리 아까 카페에서 뽀뽀할 때 니 입술 디게 두부 같앴어.,뭐야 그게.
뭐야 그게.,너 웃었지?
너 웃었지?,안 웃었는데?
안 웃었는데?,어?
어?,안 웃었는데?
안 웃었는데?,웃고 있잖아.
웃고 있잖아.,안 웃었어.
안 웃었어.,어?
어?,안 웃었어 어 하지마 하지마 야 위험해 위험해 위험해 위험해 진짜 위험해 야 너 내려 너 내려 빨리 내려 내려.
얘들아 저기 봐봐. 어떻게 저기에 세워놨을 거 같니?,밧줄로 끌어다 놓은 것 같은데요.
밧줄로 끌어다 놓은 것 같은데요.,아니지. 저건 바닷물이 저기까지 들어온다는 얘기야.
학교 안 가나?,저희 학교 시험기간이라가지고 오늘 일찍 마쳤어요 
저희 학교 시험기간이라가지고 오늘 일찍 마쳤어요 ,시험 공부해야되는거 아니가
시험 공부해야되는거 아니가,아 저는 시험 공부 하나마나 성적이 똑같아가지고 언니 되게 멋있어요
아 저는 시험 공부 하나마나 성적이 똑같아가지고 언니 되게 멋있어요,응? 뭐가?
응? 뭐가?,언니 춤추는거 봤는데 되게 잘 추시고 멋있어요
언니 춤추는거 봤는데 되게 잘 추시고 멋있어요,그냥 돈벌라고 하는거지
그냥 돈벌라고 하는거지,저는요 세상에서 춤추는 사람이 제일 멋있어요
저는요 세상에서 춤추는 사람이 제일 멋있어요,니도 뭐 하면 그정도 한다
니도 뭐 하면 그정도 한다,언니 춤추면서 돈도 벌고 막 그러는 거예요?
언니 춤추면서 돈도 벌고 막 그러는 거예요?,그치
그치,저도 그런 거 하고 싶어요
그럼 오늘 연습은 왜 한거야? 어? 왜 한건데?,죄송합니다.
죄송합니다.,너 뭐야 진짜? 알토 너 혼잔데 어쩌자는거야.
"뭐하는거야, 너 이거 엉덩이 까고.","아니, 나 아까 여기 문 잠갔는데 어떻게 들어왔어. 아 빨리 나가세요, 빨리 나가시라구요."
맛있네.,"그러게. 잘 먹었어, 이 사장."
"그러게. 잘 먹었어, 이 사장.","뭘요. 저기 근데 송 사장님, 간판 일은 어떻게."
"뭘요. 저기 근데 송 사장님, 간판 일은 어떻게.",우리 그냥 이 사장한테 맡기자. 밥도 2차까지 얻어 먹었는데.
우리 그냥 이 사장한테 맡기자. 밥도 2차까지 얻어 먹었는데.,그럴까?
그럴까?,응.
응.,"내가 쫌만 더 고민해 보고 연락 줄게. 아, 이게 쉽게 결정할 일도 아니고. 괜찮지, 이 사장?"
"내가 쫌만 더 고민해 보고 연락 줄게. 아, 이게 쉽게 결정할 일도 아니고. 괜찮지, 이 사장?",예? 그럼요. 생각해 보시고 꼭 좀 연락 주세요.
예? 그럼요. 생각해 보시고 꼭 좀 연락 주세요.,또 뭐 먹으러 가지?
또 뭐 먹으러 가지?,뭐 먹고 싶어?
"아이고, 회전 초밥집 초밥 회전이 왜 이렇게 안 돼? 아, 감칠맛 나서 못 먹겠네, 진짜! 근데 이 사장은 왜 이렇게 안 먹어?",제가 회를 별로 안 좋아해서요.
뭐 물어 볼 것 같냐..?,그냥.. 뭐 아까 담임이 물어본 것들?
그냥.. 뭐 아까 담임이 물어본 것들?,야.. 근데.. 우리가 간 곳은 너희 교회잖아
야.. 근데.. 우리가 간 곳은 너희 교회잖아,그래서 뭐?
그래서 뭐?,아니 그래서 어쨌다는게 아니라.. 담임이 어디간거냐고 물어보는데 너 아무말도 안하길래
아니 그래서 어쨌다는게 아니라.. 담임이 어디간거냐고 물어보는데 너 아무말도 안하길래,뭐야.. 너 말 되게 이상하다..?
뭐야.. 너 말 되게 이상하다..?,야 이상한건 너지 그냥 말하면 되는 걸
야 이상한건 너지 그냥 말하면 되는 걸,그래서.. 지금 니가 하고 싶은 말이 뭔데
그래서.. 지금 니가 하고 싶은 말이 뭔데,뭐가.. 그냥 그 날 우리가 간 곳은 너희 교회라고 한규랑 나는 원래 교회다니지도 않았고
뭐가.. 그냥 그 날 우리가 간 곳은 너희 교회라고 한규랑 나는 원래 교회다니지도 않았고,그 말이 이상하잖아 야 오겠다고 한건 너희 아니야? 내가 억지로 끌고 갔냐? 문화상품권 받겠다고 온다고 한건 너희잖아
그 말이 이상하잖아 야 오겠다고 한건 너희 아니야? 내가 억지로 끌고 갔냐? 문화상품권 받겠다고 온다고 한건 너희잖아,내가 너한테 뭐라했어? 그냥 그날 우리가 간 곳은 너희 교회라고.왜 오바하고 지랄이야
누구세요,저.. 준영인데요.. 드릴 말씀이 있어서요..
"어머, 저기. 우리 여기 정리하고, 3차 갈까, 3차?","아니에요, 그냥 여기서 마셔요."
"아니에요, 그냥 여기서 마셔요.",자기 괜찮겠어? 불편하지 않아?
자기 괜찮겠어? 불편하지 않아?,"예, 신경쓰지 말고 그냥 마셔요. 자, 자."
애들 아직 방학이죠?,아니 뭐 뭐... 그치 라과장?
아니 뭐 뭐... 그치 라과장?,예...
예...,라과장 애들은 뭣혀?
라과장 애들은 뭣혀?,"아우... 그냥 집에서 놀고 있죠, 뭐."
"아우... 그냥 집에서 놀고 있죠, 뭐.",아 뭐여? 오매 불쌍한 것들. 아니 방학인디 어디 놀러도 못 가고 집에만 있는겨? 라과장 글지 말고 걍 희망퇴직허고 애들하고 좀 놀아줘.
아 뭐여? 오매 불쌍한 것들. 아니 방학인디 어디 놀러도 못 가고 집에만 있는겨? 라과장 글지 말고 걍 희망퇴직허고 애들하고 좀 놀아줘.,예?
예?,돈 몇 푼 벌자고 애들 그렇게 방치하면 못 써. 이참에 집에 들어앉아서 좋은 엄마 노릇 좀 혀! 잉?
돈 몇 푼 벌자고 애들 그렇게 방치하면 못 써. 이참에 집에 들어앉아서 좋은 엄마 노릇 좀 혀! 잉?,하... 그건 좀...
"아, 이 사장도 쌈 하나 싸 먹지? 왜 이렇게 깨작대?","아, 제가 원래 고기를 별로 안 좋아해서요."
"아, 제가 원래 고기를 별로 안 좋아해서요.","어머, 회도 안 좋아하고 고기도 안 좋아하고. 그 살은 다 뭐 먹고 찐 거래? 진짜 미스테리하다."
"어머, 회도 안 좋아하고 고기도 안 좋아하고. 그 살은 다 뭐 먹고 찐 거래? 진짜 미스테리하다.","아, 아우."
"아, 아우.","어, 왜 그러세요, 송 사장님?"
