Q,A
싫어 내꺼야. 손 대지마.,엄마가 욕심 부리면 나쁜 어린이라고 했죠. 사이 좋게 나눠먹어야지. 최동혁! 너 지금 무슨 짓이야. 어디서 이런 나쁜 짓을 배웠어. 어? 잘못했어 안했어. 어쭈 이것봐라. 벌써부터 조그만한게 엄마한테 반항이야? 너 정말 혼나야겠어.
엄마가 욕심 부리면 나쁜 어린이라고 했죠. 사이 좋게 나눠먹어야지. 최동혁! 너 지금 무슨 짓이야. 어디서 이런 나쁜 짓을 배웠어. 어? 잘못했어 안했어. 어쭈 이것봐라. 벌써부터 조그만한게 엄마한테 반항이야? 너 정말 혼나야겠어.,언니. 이리와 이리와. 많이 아팠지?
"저기, 비밀로 좀 해주세요, 두 사람 사귀는 거.","비밀은 무슨, 아까 사무관님이 대놓고 얘기했어요. 자기네 둘이 사귄다고. 아니, 어떻게 사귄거래요? 나 정말 상식적으로 이해가 안 돼서. 분명 지난달만 해도 백작가님 이름도 못 외웠는데, 사무관님이. 어머, 이제는 완전 대놓고. 그동안 티내고 싶어서 어떻게 참았대?"
왜 그러세요?,그냥 좀 이상해서요. 사람들 보는데 상우 씨랑 이렇게 다니는 게.
그냥 좀 이상해서요. 사람들 보는데 상우 씨랑 이렇게 다니는 게.,"아, 그죠. 사실 저도 좀 어색한데. 근데 뭐 숨길 거 있나요? 이제 수지 씨 내 여자 된 거 확실해졌는데. 생각해 보니까 제가 그동안 수지 씨한테 몹쓸짓을 했더라고요. 내가 뭐라고 여자친구도 숨기고. 이제 절대 안 그럴 거예요. 우리 영화 보러 갈까요? 그동안 사람들 눈치 보느라 영화도 못 봤잖아요. 오늘부터 제대로 된 데이트 합시다, 우리."
"아, 그죠. 사실 저도 좀 어색한데. 근데 뭐 숨길 거 있나요? 이제 수지 씨 내 여자 된 거 확실해졌는데. 생각해 보니까 제가 그동안 수지 씨한테 몹쓸짓을 했더라고요. 내가 뭐라고 여자친구도 숨기고. 이제 절대 안 그럴 거예요. 우리 영화 보러 갈까요? 그동안 사람들 눈치 보느라 영화도 못 봤잖아요. 오늘부터 제대로 된 데이트 합시다, 우리.","저기, 제가 좀 피곤해서요. 영화는 다음에 봐요."
"저기, 제가 좀 피곤해서요. 영화는 다음에 봐요.","아, 그래요? 그럼 저녁 먹으러 갈까요?"
"아, 그래요? 그럼 저녁 먹으러 갈까요?",저녁 별로 생각 없는데. 그냥 집에 가면 안 될까요? 어젯밤에 잠을 설쳤더니.
저녁 별로 생각 없는데. 그냥 집에 가면 안 될까요? 어젯밤에 잠을 설쳤더니.,좋네요.
좋네요.,예?
예?,매번 좋아요만 할 때보다 지금이 더 좋다고요. 수지 씨 요즘 많이 변한 거 알아요? 나한테 우는 모습도 보여주고 거절도 하고. 내가 점점 더 편해진다는 뜻이죠? 가요. 바래다 줄게요. 이건 거절하면 안 됩니다.
"그래, 주제 넘어서 미안하다.",야식 먹으러 갈래? 다이어트 때문에 좀 그런가.
야식 먹으러 갈래? 다이어트 때문에 좀 그런가.,"아니, 아니야. 나 저녁 안 먹어서 먹어도 돼."
"아니, 아니야. 나 저녁 안 먹어서 먹어도 돼.",설렁탕. 어때?
설렁탕. 어때?,"어, 완전 괜찮지. 어, 나 잠깐만."
고맙습니다. 저 깍두기 국물 좀 따로 주세요.,네.
네.,너 설렁탕에 깍두기 국물 넣어서 먹냐?
너 설렁탕에 깍두기 국물 넣어서 먹냐?,어.
어.,"야, 그러면 설렁탕의 맑고 깊으면서도 고소한 고기 국물의 맛이 사라지잖아. 깍두기 국물로 인해서 새콤달콤하게 변해버린다고. 뭐, 뭐, 뭐. 깍두기 국물을 넣어서 칼칼하게 먹는 게 제대로 먹는 거라고? 아니거든, 이 설렁탕은 원래 깔끔담백하게 먹는 거거든?"
"야, 그러면 설렁탕의 맑고 깊으면서도 고소한 고기 국물의 맛이 사라지잖아. 깍두기 국물로 인해서 새콤달콤하게 변해버린다고. 뭐, 뭐, 뭐. 깍두기 국물을 넣어서 칼칼하게 먹는 게 제대로 먹는 거라고? 아니거든, 이 설렁탕은 원래 깔끔담백하게 먹는 거거든?","아, 그게 아니라. 여기 깍두기 국물 됐어요. 네가 안 넣는 게 더 맛있다며."
"아, 그게 아니라. 여기 깍두기 국물 됐어요. 네가 안 넣는 게 더 맛있다며.",네가 언제부터 그렇게 내 말을 잘 들었는데?
네가 언제부터 그렇게 내 말을 잘 들었는데?,"아, 아니, 뭐 듣다 보니 맞는 말 같기도 하고. 아까 김칫국에 밥 말아 먹어가지고 깍두기 국물 더 이상 안 먹어도 될 것 같아."
"아, 아니, 뭐 듣다 보니 맞는 말 같기도 하고. 아까 김칫국에 밥 말아 먹어가지고 깍두기 국물 더 이상 안 먹어도 될 것 같아.",김칫국? 너 저녁 안 먹었다며.
김칫국? 너 저녁 안 먹었다며.,"아니, 그게 아니라, 점심, 점심 먹었어."
"아니, 그게 아니라, 점심, 점심 먹었어.",너 일일 일식하는 거 아니야? 또 먹어도 돼?
이봐요. 술 많이 마셨어요?,"미안해요. 아 나 원래 어렸을 때는 안이랬는데, 사람을 너무 믿어가지고, 문도 안잠그고 살았어요. 친구들이 돈 빌려달라고 하면 의심없이 빌려주고. 근데 변호사 사무실에서 일하면서 점점 의심 많아지고, 또 이혼하고 혼자 살다보니까 사람도 못믿게 되고, 암튼. 미안해요. 의심해서 미안해요. 신고하고 숨겨서 미안해요. 사과안해서 미안해요."
"미안해요. 아 나 원래 어렸을 때는 안이랬는데, 사람을 너무 믿어가지고, 문도 안잠그고 살았어요. 친구들이 돈 빌려달라고 하면 의심없이 빌려주고. 근데 변호사 사무실에서 일하면서 점점 의심 많아지고, 또 이혼하고 혼자 살다보니까 사람도 못믿게 되고, 암튼. 미안해요. 의심해서 미안해요. 신고하고 숨겨서 미안해요. 사과안해서 미안해요.",알았으니까 미안하다고 그만해요. 귀에 딱지 앉겠네. 
알았으니까 미안하다고 그만해요. 귀에 딱지 앉겠네. ,미안하단말 계속해서 미안해요.
미안해요. 진짜 미안해. 미안해.,아유. 내가 장어먹은 힘을 이렇게 쓸 줄이야.
아유. 내가 장어먹은 힘을 이렇게 쓸 줄이야.,이렇게 쓰게 해서 미안해요.
이렇게 쓰게 해서 미안해요.,미안하면 좀 가만히나 있어요. 다시 나려고 하니까. 
미안하면 좀 가만히나 있어요. 다시 나려고 하니까. ,트로피도 가져가서 미안해요.
트로피도 가져가서 미안해요.,아 뭐야. 그거 어디갔나 했더니 누나가 가져갔어요? 당장 내놔요. 그거.
아 뭐야. 그거 어디갔나 했더니 누나가 가져갔어요? 당장 내놔요. 그거.,아 주려고 했는데. 바라씨가 미안해요. 미안해요. 
아 주려고 했는데. 바라씨가 미안해요. 미안해요. ,그거 개바리가 왜요? 그거 개바리가 물어갔어요? 이놈의 자식 이거.
뭐하는 짓이에요?,뭐가요? 파스 좀 붙여달라고요. 어제 누나 업고 오다가 등에 담이 결렸어요. 누나도 혼자 사니까 알거 아니에요. 혼자 파스 붙이기가 얼마나 힘든지. 내 등. 견갑골 왼쪽으로 붙여줘요. 거긴 나도 손 닿아요. 거기말고 좀 더 위쪽이요. 살살 좀 해요. 지금 일부러 그러는거죠?
뭐가요? 파스 좀 붙여달라고요. 어제 누나 업고 오다가 등에 담이 결렸어요. 누나도 혼자 사니까 알거 아니에요. 혼자 파스 붙이기가 얼마나 힘든지. 내 등. 견갑골 왼쪽으로 붙여줘요. 거긴 나도 손 닿아요. 거기말고 좀 더 위쪽이요. 살살 좀 해요. 지금 일부러 그러는거죠?,뭐가요?
뭐가요?,빨리 붙여봐요. 좀
빨리 붙여봐요. 좀,여기요?
여기요?,"한의원 가서 침이라도 맞아야 되는지 모르겠네. 누나가 보기보다 되게 무겁더라고요. 하긴 뭐, 누나 먹는거 보면 대충 견적이 나오는데. 내가 섣불리 도전한 감이 없지않아 있죠."
"한의원 가서 침이라도 맞아야 되는지 모르겠네. 누나가 보기보다 되게 무겁더라고요. 하긴 뭐, 누나 먹는거 보면 대충 견적이 나오는데. 내가 섣불리 도전한 감이 없지않아 있죠.",그 침 맞기 전에 내 주먹에 먼저 맞을 수가 있으니까 적당히 해요. 빨리 출발이나 해요.
그 침 맞기 전에 내 주먹에 먼저 맞을 수가 있으니까 적당히 해요. 빨리 출발이나 해요.,예.
맥주마실래,응
응,이모 여기 맥주한병 주세요 
이모 여기 맥주한병 주세요 ,주세요
이렇게 하면 집 나간 며느리도 돌아온다는 스파게티가 완성 되는거지.,우와. 맛있겠다.
숫자쉼터에서 싸움이나서요 ,이름이 어떻게 되세요?
이름이 어떻게 되세요?,이 사람이름을 몰라요 기억상실증에 걸려서
이 사람이름을 몰라요 기억상실증에 걸려서,언제부터요
언제부터요,이쪽으로 오시겠어요 
"일찍 결혼하고, 일찍 이혼하고. 그런거 보면 한남자에 정착을 못하는건가?",무슨 말씀이세요?
무슨 말씀이세요?,"이혼하니까 자유롭고 좋죠? 이 남자 저 남자 막 만날 수도 있고, 남자랑 떡이 되게 마실 수도 있고, 술이 취하다보면 더 막 나갈수도 있고. 안그래요?"
뭡니까?,"형법 제 311조. 공연히 다른 사람을 모욕한 자는 1년이하의 징역이나 금고, 또는 200만원 이하의 벌금에 취할 수 있다. 근로기준법 50조. 한 주간의 근무시간은 휴게시간을 제외하고 40시간을 초과하지 않는다. 근로기준법 56조 초과된 근무시간에는 가산임금이 제공되어야한다. 상기 본인은 이러한 상사의 위협행위들로 인하여 사직서를 제출하오니 허락하여 주시기 바랍니다."
"형법 제 311조. 공연히 다른 사람을 모욕한 자는 1년이하의 징역이나 금고, 또는 200만원 이하의 벌금에 취할 수 있다. 근로기준법 50조. 한 주간의 근무시간은 휴게시간을 제외하고 40시간을 초과하지 않는다. 근로기준법 56조 초과된 근무시간에는 가산임금이 제공되어야한다. 상기 본인은 이러한 상사의 위협행위들로 인하여 사직서를 제출하오니 허락하여 주시기 바랍니다.",아니 이게 무슨 소리에요?
아니 이게 무슨 소리에요?,그 동안 김변호사님 생각하면서 하나 둘 써온 사직서에요. 이렇게 다 드리고 가서 참 다행이네요.
이게 뭐야?,"제가 하는 일 메뉴얼이에요. 제가 후임한테 직접 인수 못하니까요, 새 여직원 오면 이거 주시면 돼요."
"제가 하는 일 메뉴얼이에요. 제가 후임한테 직접 인수 못하니까요, 새 여직원 오면 이거 주시면 돼요.",새 여직원이라니 무슨 소리야?
새 여직원이라니 무슨 소리야?,이 실장님. 이것도 복사 좀 해주세요.
이 실장님. 이것도 복사 좀 해주세요.,저 더 이상 여기 실장 아니에요. 오늘부로 관뒀어요.
저 더 이상 여기 실장 아니에요. 오늘부로 관뒀어요.,관두다뇨? 
관두다뇨? ,그 동안 고마웠습니다.
그 동안 고마웠습니다.,이실장. 이실장!
아 좀 조용히 좀 먹어요 무슨 떡볶이를 그렇게 낯뜨겁게 먹어요 ,왜요 뜨거워서 그러는건데
감사합니다,누가 노그래씨 위해서 이러는 줄 압니까? 다 내 종합반 위해섭니다 또 괜히 감기걸려서 콧물 앵앵대면 강의 퀄리티 떨어질까봐 종합반 관리 차원에서 이러는거라고요 알았어요?
누가 노그래씨 위해서 이러는 줄 압니까? 다 내 종합반 위해섭니다 또 괜히 감기걸려서 콧물 앵앵대면 강의 퀄리티 떨어질까봐 종합반 관리 차원에서 이러는거라고요 알았어요?,네
아. 또 쌌네.,아 머리야. 아 머리야. 아 어머님 왜 이렇게 머리가 아프죠?
아 머리야. 아 머리야. 아 어머님 왜 이렇게 머리가 아프죠?,빨리쳐. 아직 끝난 것도 아닌데 까불지 말고.
빨리쳐. 아직 끝난 것도 아닌데 까불지 말고.,그렇지. 어머니 피 하나 붙여주시고요. 투 고.
그렇지. 어머니 피 하나 붙여주시고요. 투 고.,먹을게 없네. 이거. 맞아라. 또 안 맞네 또 안 맞아. 성질나.
먹을게 없네. 이거. 맞아라. 또 안 맞네 또 안 맞아. 성질나.,저도 먹을게 없네요. 아이고 본의 아니게 쪽? 어머니 피 하나 주세요.
저도 먹을게 없네요. 아이고 본의 아니게 쪽? 어머니 피 하나 주세요.,"같은 거 준다는거, 순 뻥이지?"
"같은 거 준다는거, 순 뻥이지?","저 놨습니다. 어머님. 7,8,9,10,11,12,13,14,15에 투 고니까 17점. 어머니 피박이시네요? 3400원 주시면 돼요."
"저 놨습니다. 어머님. 7,8,9,10,11,12,13,14,15에 투 고니까 17점. 어머니 피박이시네요? 3400원 주시면 돼요.",제대로 센거 맞아?
제대로 센거 맞아?,아. 저 아까 흔들었죠? 6800원이요.
아. 저 아까 흔들었죠? 6800원이요.,뭐? 일단 패 돌려. 이번 판 따고 나서 1800원 줄테니까.
뭐? 일단 패 돌려. 이번 판 따고 나서 1800원 줄테니까.,이제 그만하시죠. 어머니. 1800원 제가 없던 걸로 해드릴게요.
이제 그만하시죠. 어머니. 1800원 제가 없던 걸로 해드릴게요.,더 쳐!
더 쳐!,돈 다 잃었는데 뭘로 하시게요?
돈 다 잃었는데 뭘로 하시게요?,돈 말고 다른거 걸어도 되지?
이게 버섯모양이 아니죠 이게 그 분자요리라고 스페인에서 생긴건데 음식의 형태와 질감을 과학적으로 재탄생시킨 요리래요 ,아 하하 분자요리
아 하하 분자요리,수지씨 그 다음에 서빙되는 요리는 천천히 제대로 한번 음미해보세요 아셨죠?
수지씨 그 다음에 서빙되는 요리는 천천히 제대로 한번 음미해보세요 아셨죠?,예
예,어 입안 헹굴겸 뭐 샴페인 한잔 하시겠어요?
어 입안 헹굴겸 뭐 샴페인 한잔 하시겠어요?,네
네,네 여기요 
여기 분위기 너무 좋네요.,혹시 구대영씨랑 술 드셔본 적 있으세요? 상대가 취하게 막 강요해서 막 마시게 하진 않나요?
혹시 구대영씨랑 술 드셔본 적 있으세요? 상대가 취하게 막 강요해서 막 마시게 하진 않나요?,모르겠는데요.
모르겠는데요.,차는 좋은 외제차를 몰고 다니던데. 그 차 타본 적 있으세요? 이 사람 저 사람 막 태우는 거 같던데. 아 참 구대영씨는 어떤 타입을 좋아하는지 들어본 적 있으세요? 이실장은 자기 타입이 아니라고 하던데.
차는 좋은 외제차를 몰고 다니던데. 그 차 타본 적 있으세요? 이 사람 저 사람 막 태우는 거 같던데. 아 참 구대영씨는 어떤 타입을 좋아하는지 들어본 적 있으세요? 이실장은 자기 타입이 아니라고 하던데.,저기요. 혹시 남자 좋아하세요?
저기요. 혹시 남자 좋아하세요?,에? 그게 무슨
에? 그게 무슨,저 만나서 자꾸 구대영씨 질문만 하잖아요. 아니라면 왜 자꾸 구대영씨 질문만 하는건데요?
저 만나서 자꾸 구대영씨 질문만 하잖아요. 아니라면 왜 자꾸 구대영씨 질문만 하는건데요?,아니. 전 그냥 그..
아니. 전 그냥 그..,아님 됐고요.
아님 됐고요.,"아닙니다. 죄송합니다. 몰랐는데, 이제야 제 마음을 알게된거 같네요."
자 먹어볼까요?,아
아,아 이 푸아그라를 짤라서요 구운마늘 하나 놓고 마지막에 얹히면 한번에 세가지를 드시면 됩니다 
영자씨! 순대볶음 사왔어 ,야 너 당장 안일어나!
야 너 당장 안일어나!,이게 무슨 소리야
이게 무슨 소리야,"내가 내가 이때까지 왜 참았는데 어? 니가 니가 어떻게 꿀벌이보다 꿀벌이 침대에 먼저 누워있어, 야 이 새끼야!"
"내가 내가 이때까지 왜 참았는데 어? 니가 니가 어떻게 꿀벌이보다 꿀벌이 침대에 먼저 누워있어, 야 이 새끼야!",영자씨
영자씨,사장님
이깟 쭈꾸미로 뭐,아이 뭐요 이깟 쭈구미요?
아이 뭐요 이깟 쭈구미요?,네?
네?,아이 봄 쭈꾸미 가을 낙지라는 말 모르세요?
이래도 쭈꾸미가 스테이크보다 못합니까 예?,무서워요
드시지요,이게 쭈꾸미?
이게 쭈꾸미?,쭈꾸미 이 쭈꾸미와 삼겹살은 궁합이 또 좋아요 
라부장님 전화기 꺼져있다는데요.,"옘병. 업무시간에 뛰쳐나가더니 대체 얼루 사라진겨, 땅으로 꺼진겨 하늘로 솟은겨."
"옘병. 업무시간에 뛰쳐나가더니 대체 얼루 사라진겨, 땅으로 꺼진겨 하늘로 솟은겨.",응? 아닌데. 라부장님 저기 있는데요?
응? 아닌데. 라부장님 저기 있는데요?,"아이고, 라부장. 아주 그냥 대단한 기세로 뛰쳐 나가시더니만, 꼴랑 도둑퇴근하고 있었구만? 대체 어딜 싸돌아 다닌겨."
"아이고, 라부장. 아주 그냥 대단한 기세로 뛰쳐 나가시더니만, 꼴랑 도둑퇴근하고 있었구만? 대체 어딜 싸돌아 다닌겨.",죄송합니다.
죄송합니다.,이게 무슨 냄새야. 라부장님 술드셨어요?
이게 무슨 냄새야. 라부장님 술드셨어요?,"엄매. 그러고봉께 얼굴도 뻘겋고, 마셨네 마셨어. 뛰쳐나가서 술퍼마신겨?"
"엄매. 그러고봉께 얼굴도 뻘겋고, 마셨네 마셨어. 뛰쳐나가서 술퍼마신겨?",죄송합니다. 내일 뵈요.
윤진이씨 아니에요?,네?
네?,죄송합니다. 제가 감기 기운 때문에. 윤진이씨 맞죠? 택배 안시키셨어요?
죄송합니다. 제가 감기 기운 때문에. 윤진이씨 맞죠? 택배 안시키셨어요?,그럼 진짜 택배 회사에서 나오신거에요?
그럼 진짜 택배 회사에서 나오신거에요?,"예, 죄송합니다. 택배가 처음이여가지고. 조끼를 위에 입었어야 하는데. 택배."
야 먹어봐 못먹어 봤던 식감이야 오우,많이 먹어 
야 그래도 순대보다 곱창을 먼저 먹어야되는 건 알고 있나보다 ,아 당연하지 곱창은 오래 익히면 질겨지잖아 순대는 푹 익힌게 양념이 더 많이 베어들어서 훨씬 맛있고
여기 쫄면사리 추가요,음 맞아 아이그 순대볶음에서 같은 식감의 당면보다는 더 쫄깃하고 씹는 식감있는  쫄면사리가 진리지 야 왠일로 오늘 너랑나랑 꽤 맞는다 
음 맞아 아이그 순대볶음에서 같은 식감의 당면보다는 더 쫄깃하고 씹는 식감있는  쫄면사리가 진리지 야 왠일로 오늘 너랑나랑 꽤 맞는다 ,아닌데 이거 내 여자친구가 먹는 방법인데 
아닌데 이거 내 여자친구가 먹는 방법인데 ,어?
어?,이거 내 여자친구가 먹는 방법인데 
이거 내 여자친구가 먹는 방법인데 ,대영아
대영아,어! 야 나 가봐야겠다 여자친구 와서 그럼
"보시면 마닐라지를 골판지에 합지해서 내구성을 좀 높였구요 그리고 여기 보시면 회사명인 대동여주도를 살려서 대동여지도에다가 복분자, 오미자, 산딸기의 원산지를 표기해서 디자인과 정보성을 동시에 살렸습니다.",듣던대로 이사장이 일 하나는 똑부러지게 잘하네
듣던대로 이사장이 일 하나는 똑부러지게 잘하네,마음에 드세요 대표님?
마음에 드세요 대표님?,들다마다 이번뿐만 아니라 앞으로도 쭉 잘부탁해요
들다마다 이번뿐만 아니라 앞으로도 쭉 잘부탁해요,그럼 저희야 영광이죠
안녕하세요 송대표님 늦어서 죄송합니다 낙원사 사장 이승준이라고 합니다,반가워요
반가워요,아 제가 대표님 보여드리려고 특별히 샘플을 하나 더 만들어봤는데요 어떠세요?
아 제가 대표님 보여드리려고 특별히 샘플을 하나 더 만들어봤는데요 어떠세요?,한지라 그런가 고급스럽긴하네
한지라 그런가 고급스럽긴하네,예 흔한 종이박스보다는 훨씬 낫죠
예 흔한 종이박스보다는 훨씬 낫죠,근데 이건 단가가 너무 쎈거 아닌가?
근데 이건 단가가 너무 쎈거 아닌가?,아 이건 저희가 시험삼아 만들어 본 거라서 신경 안 쓰셔도
아 이건 저희가 시험삼아 만들어 본 거라서 신경 안 쓰셔도,단가 걱정은 하지 마세요 제가 거래처에 부탁해서 특별히 최소 마진으로 하기로 했거든요
단가 걱정은 하지 마세요 제가 거래처에 부탁해서 특별히 최소 마진으로 하기로 했거든요,그래요?
그래요?,흔히들 우려하는 바와는 달리 내구성도 소름 끼치게 좋구요 손잡이까지 달아놔서 운반도 편해요 보실래요? 자 어때요? 튼튼하고 괜찮죠?
흔히들 우려하는 바와는 달리 내구성도 소름 끼치게 좋구요 손잡이까지 달아놔서 운반도 편해요 보실래요? 자 어때요? 튼튼하고 괜찮죠?,대표님! 머리에 맞고 기절하셨나봐
대표님! 머리에 맞고 기절하셨나봐,괜찮으세요?
괜찮으세요?,저기요 눈 좀 떠보시라규요
우와 이작가님이랑 수민씨랑 그런 인연이 있다니! 진짜 세상 참 좁다규,그러게
정과장 재활용 쓰레기통에 갖다 버려 이것도 ,아이 사장님 그 저금통 다 버리시게요?  
아이 사장님 그 저금통 다 버리시게요?  ,어떻게 그럼 보기만해도 소름끼치게 소름끼친다고 질색들을 하시는데 뭐해 빨랑 버리고 와
어떻게 그럼 보기만해도 소름끼치게 소름끼친다고 질색들을 하시는데 뭐해 빨랑 버리고 와,어? 정과장님 그거 버리지 말고 일로 갖고와 보세요 제가 스티커 새로 뽑아와 왔어요
어? 정과장님 그거 버리지 말고 일로 갖고와 보세요 제가 스티커 새로 뽑아와 왔어요,스티커?
스티커?,예 
어 저 이봐요 이렇게 하니까 좀 봐줄만 하지 않아요 어?,그러네? 
그러네? ,눈깔 하나 바꿨을 뿐인데 환골탈태 했네요 의느님인줄
눈깔 하나 바꿨을 뿐인데 환골탈태 했네요 의느님인줄,아 뭐예요 라부장님  
아 뭐예요 라부장님  ,아니 순식간에 비호감이 호감되는 만능 눈깔이네? 어? 정과장 그냥 이 눈깔 정과장 눈에 영원히 넣어둬 넣어둬
아니 순식간에 비호감이 호감되는 만능 눈깔이네? 어? 정과장 그냥 이 눈깔 정과장 눈에 영원히 넣어둬 넣어둬,아 따가! 전 됐구요 라부장님 눈에나 네? 넣어둬 넣어둬 
아 따가! 전 됐구요 라부장님 눈에나 네? 넣어둬 넣어둬 ,나 예뻐요? 
나 예뻐요? ,아무튼 큰사장님 덕에 돈 굳었네 역시 센스쟁이야  
아무튼 큰사장님 덕에 돈 굳었네 역시 센스쟁이야  ,뭘요 별것도 아닌데 
뭘요 별것도 아닌데 ,아유 별게 아니라뇨? 새해 첫날부터 일 따내 망친 판촉물 살려내 완전 우리 낙원사의 잔다르크시라규요
영애누나 포장박스 샘플 나왔는데 어떻게 할까요?,어 
어 도면 대로 잘 나왔네 스잘 미팅 전까지 시간이 별로 없으니까 이거 샘플 몇개만 빨리 더 뽑아줘?,영자씨 잠깐만 
영자씨 잠깐만 ,예?    
예?    ,내가 생각해 봤는데 이런 평범한 종이 박스 말고 주머니 모양 포장은 어때?
내가 생각해 봤는데 이런 평범한 종이 박스 말고 주머니 모양 포장은 어때?,주머니요?
주머니요?,일본에 갔을때 보니까 술병을 보자기로 포장해주는데 이쁘더라구 우리나라 전통주니까 한지로 복주머니처럼 만들면 소름끼치게 고급스러울텐데
일본에 갔을때 보니까 술병을 보자기로 포장해주는데 이쁘더라구 우리나라 전통주니까 한지로 복주머니처럼 만들면 소름끼치게 고급스러울텐데,근데 술병 무게를 감당하기에는 한지가 좀 약하지 않을까요? 두껍게 만들면 단가만 또 너무 비싸지고
근데 술병 무게를 감당하기에는 한지가 좀 약하지 않을까요? 두껍게 만들면 단가만 또 너무 비싸지고,단가가 그렇게 많이 비싼가? 
단가가 그렇게 많이 비싼가? ,아 그럼요 골판지 보다 세 배 이상 비싸다규요    
아 그럼요 골판지 보다 세 배 이상 비싸다규요    ,워낙 소규모 양조장이라 단가 비싸지면 안좋아할텐데?
워낙 소규모 양조장이라 단가 비싸지면 안좋아할텐데?,게다가 큰사장님 디자인으로 컨펌 났는데 이제와 다시 한다고 하면 좋아라 하겠어요?
게다가 큰사장님 디자인으로 컨펌 났는데 이제와 다시 한다고 하면 좋아라 하겠어요?,그러게요
그러게요,맞아요  
맞아요  ,그냥 쉽게 가요
그냥 쉽게 가요,아니 아니 아니 요즘 소비자들 눈이 좀 높아? 이런 개나 소나 하는 평범한 포장 용지 말고 
아니 아니 아니 요즘 소비자들 눈이 좀 높아? 이런 개나 소나 하는 평범한 포장 용지 말고 ,사장님 말씀도 일리가 있긴 한데 저희가 지금 시간이 없잖아요
사장님 말씀도 일리가 있긴 한데 저희가 지금 시간이 없잖아요,시간이 문제가 아니라 고객의 니즈를 반영해서 보다 차별화된 전략으로 가야
시간이 문제가 아니라 고객의 니즈를 반영해서 보다 차별화된 전략으로 가야,아닌데? 자꾸 차별화 찾다가 까딱 잘못하면 이런 개같아 지는데?
아닌데? 자꾸 차별화 찾다가 까딱 잘못하면 이런 개같아 지는데?,아니 그래도 
아니 그래도 ,저 스잘 샘플 빨리 뽑아주고   
저 스잘 샘플 빨리 뽑아주고   ,예 
예 ,어 수민씨는 있다 피티 할수 있게 디자인 컨셉시안 출력해주고 
어 수민씨는 있다 피티 할수 있게 디자인 컨셉시안 출력해주고 ,네
네,그리고 영업팀 세 분은 어 새로 만든 저금통 다 돌려주시구요 
그리고 영업팀 세 분은 어 새로 만든 저금통 다 돌려주시구요 ,아이 깔끔하네   
아이 깔끔하네   ,아 정리 됐으
안녕히 주무셨어요,네 뭐
일찍 일어났네,어
어,영자씨 잠깐잠깐잠깐. 고등어조림 데우게?
영자씨 잠깐잠깐잠깐. 고등어조림 데우게?,네
네,내가 할게. 전자파 임산부한테 안좋잖아.
뭐야 이거?,어 그거 내 거
뭐야 임마 양말을 왜 전자레인지에 돌려 ,겨울엔 잘 안말라서. 음. 잘말랐네
야 너,됐어요. 같이 살기로 하자마자 잔소리하면 빈정만 상하죠 뭐. 신던 것도 아니고 빤건데 괜찮아요.
됐어요. 같이 살기로 하자마자 잔소리하면 빈정만 상하죠 뭐. 신던 것도 아니고 빤건데 괜찮아요.,그래? 아니 뭐 나야 뭐 영자씨 괜찮으면 뭐 괜찮지
그래? 아니 뭐 나야 뭐 영자씨 괜찮으면 뭐 괜찮지,고등어는 냄비에 데우는게 낫겠네요 
뭐? 석달씩이나 같이? 아우 미쳤어 미쳤어,대신 한달에 육십만원씩 받기로 했어요
대신 한달에 육십만원씩 받기로 했어요,어 그럼 또 얘기가 다르지 잘했네. 오고가는 현찰 속에 싹트는 평환데
어 그럼 또 얘기가 다르지 잘했네. 오고가는 현찰 속에 싹트는 평환데,그냥 부업으로 하숙친다 생각하려구요. 
그냥 부업으로 하숙친다 생각하려구요. ,아 좋겠다. 우리 집엔 생활비 한 푼 안보태는 초진상 하숙생있는데
숙모님이면 규한씨 어머니요? ,어. 규한이한테 우리 집에서 더 살기로 한 거 얘기 들으셨나봐  고맙다고. 그래서 사골보내주셨대 
어. 규한이한테 우리 집에서 더 살기로 한 거 얘기 들으셨나봐  고맙다고. 그래서 사골보내주셨대 ,그래요? 감사하게
그래요? 감사하게,규한이 덕에 사골국 먹게 생겼네
규한이 덕에 사골국 먹게 생겼네,그러게요
"야, 뭐하냐 너?",보면 몰라? 인강 들으면서 열공중이잖아.
보면 몰라? 인강 들으면서 열공중이잖아.,"어휴, 강사를 선택해도 참 지같은, 어유. 내가 제대로 된 강사 추천해줄테니까 그걸로 들어. 저렇게 퀄리티 떨어지는 강사 거 듣지 말고."
"어휴, 강사를 선택해도 참 지같은, 어유. 내가 제대로 된 강사 추천해줄테니까 그걸로 들어. 저렇게 퀄리티 떨어지는 강사 거 듣지 말고.","뭐? 아, 퀄리티가 떨어진다니. 뭘 보고 퀄리티가 떨어진다는 건데."
"뭐? 아, 퀄리티가 떨어진다니. 뭘 보고 퀄리티가 떨어진다는 건데.",저 서울 변두리 어디 이름없는 입시학원에서 온 선생이야. 꼴도 변변치 않고. 저런 사람한테서 배울 게 뭐가 있겠냐.
저 서울 변두리 어디 이름없는 입시학원에서 온 선생이야. 꼴도 변변치 않고. 저런 사람한테서 배울 게 뭐가 있겠냐.,"아, 뭐. 형한텐 배울 거 많고?"
"아, 뭐. 형한텐 배울 거 많고?",뭐야?
