Q,A
아 저기요 ,네
네,혹시 호치민에서 온 승객들 다 나왔나요?
혹시 호치민에서 온 승객들 다 나왔나요?,네 지금 거의 다 나왔습니다
네 지금 거의 다 나왔습니다,아 예 감사합니다
"어, 사부.",졸면 깨워달라며. 얼른 세수하고 와.
졸면 깨워달라며. 얼른 세수하고 와.,"아, 어."
"아, 어.","열공아, 여기 앉아있어."
"열공아, 여기 앉아있어.",열공이?
열공이?,"어. 내가 지었어. 우리의 열공을 응원해주는 행운의 곰돌이가 되라고. 이 누나 열공 잘하는지 나 대신 감시 잘해, 열공아."
밥 먹어 얼른.,알았어요. 잘먹을게 보라야.
알았어요. 잘먹을게 보라야.,뭐?
뭐?,예?
예?,이걸 확씨.
"최 사범, 고생했어. 축하해.",감사합니다.
감사합니다.,영광입니다.
영광입니다.,축하드립니다.
축하드립니다.,수고하셨습니다.
수고하셨습니다.,축하드립니다.
축하드립니다.,수고하셨습니다.
수고하셨습니다.,수고하셨습니다.
수고하셨습니다.,야 너 가방은? 아침에 들고 나갔잖아.
야 너 가방은? 아침에 들고 나갔잖아.,아 맞다.
아 맞다.,또 아맞다. 야 너 정신 어따 팔아먹고 다녀. 빨랑 가서 갖고와.
또 아맞다. 야 너 정신 어따 팔아먹고 다녀. 빨랑 가서 갖고와.,제가 갖다 드릴게요.
제가 갖다 드릴게요.,"아니에요. 괜찮아요. 얘 운동 좀 해야돼요. 나 저기 포장마차에 있을게, 글로와 알았지?"
"아니에요. 괜찮아요. 얘 운동 좀 해야돼요. 나 저기 포장마차에 있을게, 글로와 알았지?",응.
응.,또 밍기적 대지말고 빨랑와. 
또 밍기적 대지말고 빨랑와. ,알았어. 
알았어. ,"그럼 전, 안녕히계세요."
우리 골목 최고의 스타는 이제 얘가 아니고 김정봉? 그치,어 
어 ,정봉이오빠 완전 떴지
정봉이오빠 완전 떴지,요즘 집밥 봉선생 아시죠? 봉선생 보고있잖아 그 요리하는거 보니까 예전 그대로던데 그 형 그때도 설탕 무지 좋아하지 않았나?
요즘 집밥 봉선생 아시죠? 봉선생 보고있잖아 그 요리하는거 보니까 예전 그대로던데 그 형 그때도 설탕 무지 좋아하지 않았나?,그랬지 아 난 아직도 정봉이오빠가 끓여주던 라면이 젤로 맛있어 미옥인 좋겠다 남편이 요리도 잘하고 
그랬지 아 난 아직도 정봉이오빠가 끓여주던 라면이 젤로 맛있어 미옥인 좋겠다 남편이 요리도 잘하고 ,아 내가 이따 저녁에 라면 끓여줄게
아 내가 이따 저녁에 라면 끓여줄게,됐어
됐어,아유 감사하긴요 우리가 더 감사하죠
아유 감사하긴요 우리가 더 감사하죠,오랜만에 옛날얘기도 하고 우리가 더 좋았어요 얘기하고 보니까 진짜 옛날에 우리 재밌게 놀았다 쌍문동에서
오랜만에 옛날얘기도 하고 우리가 더 좋았어요 얘기하고 보니까 진짜 옛날에 우리 재밌게 놀았다 쌍문동에서,그치 그땐 왜 그걸 몰랐을까?
그치 그땐 왜 그걸 몰랐을까?,그때 그걸 알면 어른이게 
나 왔어!,오야. 일찍 댕기라!
오야. 일찍 댕기라!,알았어!
누군지도 모르는데 주소를 알려주면 어떻게 해,전 그냥 후배라길래
전 그냥 후배라길래,모르는 번호인데. 누구지?
모르는 번호인데. 누구지?,아 이런건 잘 좀 두지
아 이런건 잘 좀 두지,아 팬티는 어디갔지? 
아 팬티는 어디갔지? ,여기있네
아니야아니야아니야아니야 영자씨,이런 줄도 모르고 등신처럼 베트남까지 
이런 줄도 모르고 등신처럼 베트남까지 ,영자씨 내가 다 설명할게
영자씨 내가 다 설명할게,왜 사람을 바보 만들어 사람을 왜 비참하게 만들어 왜왜
왜 사람을 바보 만들어 사람을 왜 비참하게 만들어 왜왜,저기요 잠잠깐 진정하시고. 괜찮으세요?
저기요 잠잠깐 진정하시고. 괜찮으세요?,나쁜 새끼
나쁜 새끼,아니야아니야아니야
아니야아니야아니야,어떻게 나 몰래 한국에 들어와 살림을 차려
어떻게 나 몰래 한국에 들어와 살림을 차려,살림이라니 무슨 소리야 
전화해서 잘못했다고 빌어? 아니야. 헤어지자는게 천추의 한이라니. 내가 그럴만한 짓을 하긴했지. 나라고 뭐 그러고싶어서 그랬나!,아이고 드디어 마감이다! 형 우리 뭐 맛있는거 먹으러갈까?
아이고 드디어 마감이다! 형 우리 뭐 맛있는거 먹으러갈까?,에이씨 냄새! 마감 끝났으면 빨랑가서 씻기나해!
에이씨 냄새! 마감 끝났으면 빨랑가서 씻기나해!,무슨 냄새난다그래! 야 수발아 나한테 냄새나냐?
무슨 냄새난다그래! 야 수발아 나한테 냄새나냐?,아니요? 저는 괜찮습니다. 안녕히 계십시오
아니요? 저는 괜찮습니다. 안녕히 계십시오,어 그래 조심히가! 봐 수발이는 괜찮다잖아
어 그래 조심히가! 봐 수발이는 괜찮다잖아,야 그럼 니 밑에서 일하는 앤데 대놓고 냄새난다고 하겠냐. 빨랑 씻어
야 그럼 니 밑에서 일하는 앤데 대놓고 냄새난다고 하겠냐. 빨랑 씻어,"에이 참, 알았어 알았어. 근데 형은 전화 붙들고 뭐해? 설마 그 여자한테 먼저 연락하려구?"
아니야,"아니긴, 형 잘 생각해. 내가 보니까 그 여자 형을 완전히 우습게 여기더만. 아무리 오해를 해도 그렇지. 사람을 그렇게 두드려 패고 말이야, 봐라. 먼저 연락하면 더 무시한다"
아 영자씨      ,뭔 소리야?
뭔 소리야?,진짜 오해라니까? 그 친구 누구냐면? 
진짜 오해라니까? 그 친구 누구냐면? ,이게 뭐 하는 짓입니까?
이게 뭐 하는 짓입니까?,놔요
놔요,규한아!
규한아!,작가님! 괜찮으십니까? 어뜩해
작가님! 괜찮으십니까? 어뜩해,이 사람 누구예요?   
이 사람 누구예요?   ,내 사촌 동생이야 
내 사촌 동생이야 ,사촌 동생요?
사촌 동생요?,괜찮아 규한아?
괜찮아 규한아?,아이 눈알 터진거 같애요 나 터진거 같애 야 119 불러 119 
아이 눈알 터진거 같애요 나 터진거 같애 야 119 불러 119 ,야 잠깐 으 봐 봐 봐 
야 잠깐 으 봐 봐 봐 ,아이 눈이야 아 나 진짜 아니 무슨 주먹이 아니라 철퇸줄 알았네  
아이 눈이야 아 나 진짜 아니 무슨 주먹이 아니라 철퇸줄 알았네  ,미안하다 수현씨 미안해
미안하다 수현씨 미안해,저는 괜찮은데 
저는 괜찮은데 ,아 형! 근데 그 여자 진짜 형 여자친구 맞아? 아이 맨날 얼굴깡패 몸매깡패만 만나다가 어쩌다 그런 리얼깡패를
아 형! 근데 그 여자 진짜 형 여자친구 맞아? 아이 맨날 얼굴깡패 몸매깡패만 만나다가 어쩌다 그런 리얼깡패를,야 말 조심해 깡패라니 오해가 있어서 그런거잖아  
야 말 조심해 깡패라니 오해가 있어서 그런거잖아  ,어? 이 와중에도 편을 들고 싶으세요?
어? 이 와중에도 편을 들고 싶으세요?,아무튼 미안하다 다음에 얘기해
나 참 기가 막혀서 야! 어떻게 남의 어시를 남친 바람난 여자로 오해할수가 있냐고 ,그거야 작가님 형님이 거짓말을 하셨으니까 그게 그런거
그거야 작가님 형님이 거짓말을 하셨으니까 그게 그런거,뭐?
뭐?,여 역시 작가님 집안에는 이야기를 지어내는데 정말 탁월한 유전자가 있으신거 같습니다
여 역시 작가님 집안에는 이야기를 지어내는데 정말 탁월한 유전자가 있으신거 같습니다,뭐 얘기가 뭐 또 그렇게 흐르냐?
뭐 얘기가 뭐 또 그렇게 흐르냐?,그러니까 어서 마감에 힘을 쏟아 주십시오 작가님 지금 수십만 독자가 다음화 이야기를 목 빠지게 기다리고 있지 않습니까?
그러니까 어서 마감에 힘을 쏟아 주십시오 작가님 지금 수십만 독자가 다음화 이야기를 목 빠지게 기다리고 있지 않습니까?,아 알았어 알았어 지금 심기는 굉장히 불편한 상태지만 마감은 지켜야겠지?
아 알았어 알았어 지금 심기는 굉장히 불편한 상태지만 마감은 지켜야겠지?,그럼요!
그럼요!,손 풀어 어디 그럼 오늘도 사람들 좀 깜짝 놀래켜줘 볼까나?
손 풀어 어디 그럼 오늘도 사람들 좀 깜짝 놀래켜줘 볼까나?,할 수 있습니다
할 수 있습니다,자 빨리 채색해 
"아, 너무하신 거 아니야, 너희 어머니? 지금 뭘 만드신 거야. 하나도 안 익었잖아.",달랑 짜짜로니 싸온 것보다 훨씬 낫거든!
달랑 짜짜로니 싸온 것보다 훨씬 낫거든!,"야, 너 이따 점심 때 알지?"
"야, 너 이따 점심 때 알지?",또 뭐?
또 뭐?,축구. 새끼야.
축구. 새끼야.,"나 미친개 나오면 안 해. 발목 나갈 일 있냐? 아, 또 욕을. 아우... 걔 나만 갈구잖아. 완전 싸이코야."
"나 미친개 나오면 안 해. 발목 나갈 일 있냐? 아, 또 욕을. 아우... 걔 나만 갈구잖아. 완전 싸이코야.","야, 괜찮아. 그 형 착해."
"야, 괜찮아. 그 형 착해.",뭔 근거로?
뭔 근거로?,담배 안 펴.
담배 안 펴.,그럼 착한 거냐?
그럼 착한 거냐?,응.
응.,"어우, 단순한 새끼. 너 아메바야?"
"어우, 단순한 새끼. 너 아메바야?",@ 낫지.
@ 낫지.,"아, 몰라. 나 점심 때 잘 거야."
"아, 몰라. 나 점심 때 잘 거야.","미친놈. 오늘 수학, 물리 다 했는데 왜 점심 때 자? 정환이가 커버해 준다잖아. 선우야, 선우야. 너 없으면 골을 누가 넣니. 아, 누가 넣니."
선우야.,죽여버린다.
무슨 일인데?,나 이번 주에 소개팅 한다. 선덕고 2학년. 이름은 최재영. 조연이 국민학교 동창. 나 소개팅 할까? 나 소개팅 하냐구.
동영아! 어디가?,저 편의점가요. 삼각김밥사러. 
저 편의점가요. 삼각김밥사러. ,"어, 잠깐만. 이거 가져가."
"어, 잠깐만. 이거 가져가.",이게 뭐에요?
이게 뭐에요?,아 기범이가 너 주랬어 내 친구중에 용산에서 폰파는 애가 있는데 구해달라 그랬거든 걔가 니 폰 잃어버렸다며? 이번에 폰 사면 10년 넘게 써야된다고 되도록 좋은 거 사줘야된다 그러더라고. 좋겠다이.
야 진이야. 아무리 오빠가 좋아도 그렇지 이러면 오빠가 곤란하잖아.,네? 아. 아뇨. 아저씨가 안계시길래 아저씨인줄 알고
네? 아. 아뇨. 아저씨가 안계시길래 아저씨인줄 알고,장난이에요.
장난이에요.,오빠. 왜 여기서 옷을 입어요?
오빠. 왜 여기서 옷을 입어요?,"아니 어짜피 나는 빨래 안하니까, 내 옷은 다 여기다 맡겨놓고 필요할때마다 와서 입어."
"아니 어짜피 나는 빨래 안하니까, 내 옷은 다 여기다 맡겨놓고 필요할때마다 와서 입어.",우와. 그런 방법도 있었구나. 오빠 짱짱맨. 근데 아저씨는 어디갔어요?
우와. 그런 방법도 있었구나. 오빠 짱짱맨. 근데 아저씨는 어디갔어요?,"잠깐 집에 가신것 같은데. 왜 드라이 맡기게? 그러면 옷 줘봐. 주고, 여기다가 이름이랑 전화번호랑 주소 적어."
"잠깐 집에 가신것 같은데. 왜 드라이 맡기게? 그러면 옷 줘봐. 주고, 여기다가 이름이랑 전화번호랑 주소 적어.",오빠 무슨 여기 세탁소 주인 같아요.
오빠 무슨 여기 세탁소 주인 같아요.,나도 마음 같아선 이 집 아들같아. 왜냐면 엄마의 마음으로 깨끗하게 빨아주시거든. 얼른써.
오빠 약속 있다면서 왜 오피스텔로 가요?,"아, 차 가지고 가려고."
"아, 차 가지고 가려고.",저거 바라 아니에요?
저거 바라 아니에요?,그런가?
그런가?,맞아요 바라. 이봐요. 이거 우리 바라 아니에요?
맞아요 바라. 이봐요. 이거 우리 바라 아니에요?,뭔소리야. 내 개야. 미쳤어? 다치려고 환장했어?
뭔소리야. 내 개야. 미쳤어? 다치려고 환장했어?,괜찮아요. 나는 보험을 굉장히 많이 들어놔서. 그런데 이게 운전자가 무면허일때는 어떻게 되더라?
괜찮아요. 나는 보험을 굉장히 많이 들어놔서. 그런데 이게 운전자가 무면허일때는 어떻게 되더라?,"뭐라는거야. 아, 나 바쁜 사람이야. 비켜."
"뭐라는거야. 아, 나 바쁜 사람이야. 비켜.","그럼 뭐, 가면서 얘기하시죠. 자~ 오빠 달려."
"그럼 뭐, 가면서 얘기하시죠. 자~ 오빠 달려.","아, 남이 데려가는게 싫으면 혼자 내버려두지 말던가."
"아, 남이 데려가는게 싫으면 혼자 내버려두지 말던가.","아니, 그러니까 그쪽 개가 아니라는거죠? 아유~ 우리 개바리. 이 아줌마는 자기 개가 가출한 것도 모르고 어디서 뭐하는거야?"
"아니, 그러니까 그쪽 개가 아니라는거죠? 아유~ 우리 개바리. 이 아줌마는 자기 개가 가출한 것도 모르고 어디서 뭐하는거야?",언니가 전화를 안받는데요?
언니가 전화를 안받는데요?,그러면은 니가 개바리를 좀 데리고 있다가 전해줘.
그러면은 니가 개바리를 좀 데리고 있다가 전해줘.,"네. 바라도 구해주고,, 알면 알수록 멋지다."
이제 가?,응. 너 안추워?
응. 너 안추워?,안 추워. 근데 너 안춥냐?
안 추워. 근데 너 안춥냐?,나? 조금.
나? 조금.,으이구. 지퍼 좀 닫고다녀 인간아.
선물 사와라.,뭐 갖고싶은데?
뭐 갖고싶은데?,진짜 사오게?
진짜 사오게?,응.
응.,하이고 퍽이나 됬네요. 잘도 기억하시겠다.
하이고 퍽이나 됬네요. 잘도 기억하시겠다.,진짠데. 이번에는 선물 사올게.
진짠데. 이번에는 선물 사올게.,"됐고, 대회에서 받은거 있으면 버리지말고 아무거나 들고와. 저번에 보니까 참가기념으로 열쇠고리, 수건 머 이런것도 주더만. 늦겠다 너. 빨리가."
"됐고, 대회에서 받은거 있으면 버리지말고 아무거나 들고와. 저번에 보니까 참가기념으로 열쇠고리, 수건 머 이런것도 주더만. 늦겠다 너. 빨리가.",알았어. 간다.
알았어. 간다.,이게 진짜.
무슨 소리지. 이게..,안 바쁘시면 밥 먹고 가요. 저도 지금 먹으려던 참이었거든요.
안 바쁘시면 밥 먹고 가요. 저도 지금 먹으려던 참이었거든요.,아닙니다. 뭐한다꼬요.
아닙니다. 뭐한다꼬요.,그러지말고 같이 먹어요.
그러지말고 같이 먹어요.,그럼 딱 한 숟가락만..
그럼 딱 한 숟가락만..,들어와요.
왜 그래요? 이상해요? 연어 넣어서 깔끔하고 담백한데.,그게 아니라. 맛이 담백한게 꼭 저희 어무이가 해준 김치찌개 같아가지고. 갑자기 부산에 계신 저희 어머니가 생각나서.
"꿀벌이 침대에서 왜 자고 있어요, 일어나요!",영자씨 나 쳤어? 나도 규한이처럼 두들겨 팰라고?
영자씨 나 쳤어? 나도 규한이처럼 두들겨 팰라고?,조용히 좀 하세요! 아버님 지금 주무신다고요!
조용히 좀 하세요! 아버님 지금 주무신다고요!,아버지 왔어? 내가 아버지한테 다 이를거야. 영자씨가 회사에서도 집에서도 나 무시한다고. 아버지!
아버지 왔어? 내가 아버지한테 다 이를거야. 영자씨가 회사에서도 집에서도 나 무시한다고. 아버지!,진짜 조용히 좀 하시라고요!
야. 정채연. 니 내랑 얘기 좀 하자.,뭐야. 술냄새. 너 술마셨니?
뭐야. 술냄새. 너 술마셨니?,그래. 마셨다. 노량진 바보는 술마시면 안돼나?
그래. 마셨다. 노량진 바보는 술마시면 안돼나?,뭐?
뭐?,니 어떻게 내가 준 편지를 공시카페에 올릴 수가 있노? 그거 인터넷에 쫙 퍼졌다. 내 진심어린 사랑이 이달의 베스트 유머에 뽑혔다고.
니 어떻게 내가 준 편지를 공시카페에 올릴 수가 있노? 그거 인터넷에 쫙 퍼졌다. 내 진심어린 사랑이 이달의 베스트 유머에 뽑혔다고.,야. 그거 내가 올린거 아닌거든. 쓰레기통에 버린거 누가 주워서 올렸나본데.
야. 그거 내가 올린거 아닌거든. 쓰레기통에 버린거 누가 주워서 올렸나본데.,쓰레기통에 버려? 쓰레기통에? 니 어떻게 내 진심을 그렇게 짓밟을 수가 있노. 내가 뭐 어때서. 내가 왜그렇게 싫은건데?
쓰레기통에 버려? 쓰레기통에? 니 어떻게 내 진심을 그렇게 짓밟을 수가 있노. 내가 뭐 어때서. 내가 왜그렇게 싫은건데?,그냥 싫어. 바퀴벌레가 그냥 싫은 것처럼 너도 그냥 싫어.
그냥 싫어. 바퀴벌레가 그냥 싫은 것처럼 너도 그냥 싫어.,나쁜가시나. 평생 미워할 거다. 평생 저주할 거라고.
나쁜가시나. 평생 미워할 거다. 평생 저주할 거라고.,맘대로 해. 암튼 본의아니게 노량진 바보가 된 건 미안하게 됐다.
맘대로 해. 암튼 본의아니게 노량진 바보가 된 건 미안하게 됐다.,"미안하면 비밀 지켜도. 내가 니한테 편지 갖다바치면서 사랑했고 까였고 그래서 노량진 바보가 된 일 비밀로 해달라고. 안그러면, 내가 너무 쪽팔리니까. "
"미안하면 비밀 지켜도. 내가 니한테 편지 갖다바치면서 사랑했고 까였고 그래서 노량진 바보가 된 일 비밀로 해달라고. 안그러면, 내가 너무 쪽팔리니까. ",알겠다 알겠어. 노량진까지 왔음 그런 뻘짓말고 공부해서 합격이나 하셔.
알겠다 알겠어. 노량진까지 왔음 그런 뻘짓말고 공부해서 합격이나 하셔.,야. 내 맞춤법 몰라서 틀린거 아니다. 니 재밌게 해줄라고 장난친거였다고. 솔직히 마마잃은중천금은 몰랐다. 됐나?
저기 실례합니다 그 두분 회의중에 무지하게 죄송한데요 그러니까 제가 지금 갑자기 홍선생님한테 ,나?
나?,물어볼게 있어가지고 
물어볼게 있어가지고 ,뭔데
뭔데,이 이 서류가 뭐가 잘 못된것 같아가지고 
이 이 서류가 뭐가 잘 못된것 같아가지고 ,어 그럴리가 없는데 
어 그럴리가 없는데 ,그러니까
두분이서 하실말씀 있으신 것 같은데 저는 화장실 좀 다녀올게요 ,다녀오세요
다녀오세요,아니 뭐 일얘기밖에 없는데 
아니 뭐 일얘기밖에 없는데 ,쟤야 쟤
쟤야 쟤,봤지 어떻게 생겼는지
봤지 어떻게 생겼는지,이건 아니라고 본다 
이건 아니라고 본다 ,그 얘기 들었어? 
그 얘기 들었어? ,뭐
뭐,이사무관님이랑 사귀는 그 작가말이야 집안이 그렇게 좋은 것도아니래
이사무관님이랑 사귀는 그 작가말이야 집안이 그렇게 좋은 것도아니래,아니 그럼 어떻게 사무관님을 사로 잡았데?
아니 그럼 어떻게 사무관님을 사로 잡았데?,뻔하지 몸으로 했겠지 뭐
뻔하지 몸으로 했겠지 뭐,에이 아니야 내가 봤는데 몸도 뭐 그 정돈 아니야 
에이 아니야 내가 봤는데 몸도 뭐 그 정돈 아니야 ,진짜 궁금해죽겠다 어떻게 생겼는지
진짜 궁금해죽겠다 어떻게 생겼는지,저기요
저기요,어우 깜짝이야
어우 깜짝이야,국민이 내는 세금으로 일하시는 분들이 이렇게 다른사람 뒷담화나 하고 있어도 되는 거에요?
아부지,"아이고 어제 거나하게 한잔 하셔갖고 속쓰릴텐데, 해장해요"
"아이고 어제 거나하게 한잔 하셔갖고 속쓰릴텐데, 해장해요","됐어, 입맛도 없어"
"됐어, 입맛도 없어",계속 그렇게 술퍼마시고 다녔냐? 새아가 힘들게?
계속 그렇게 술퍼마시고 다녔냐? 새아가 힘들게?,아냐 어제 처음으로 많이 마신거거덩! 영자씨 편만들고. 대체 누구 아버지야
아냐 어제 처음으로 많이 마신거거덩! 영자씨 편만들고. 대체 누구 아버지야,"한심한놈, 얘 새아가 그만하고 이리 좀 앉아봐라"
"한심한놈, 얘 새아가 그만하고 이리 좀 앉아봐라",예
예,"아가, 내가 면목이 없구나. 임신해서 회사일 챙기랴 집안 살림하랴 바쁠텐데, 저자식이 여지껏 철딱서니가 없으니 말이야"
"아가, 내가 면목이 없구나. 임신해서 회사일 챙기랴 집안 살림하랴 바쁠텐데, 저자식이 여지껏 철딱서니가 없으니 말이야","아니에요, 사장님 잘하고 계세요. 평소에는 아침도 저보다 더 많이 차리구요, 꿀벌이 생각해서 담배도 끊구요, 회사일도 얼마나 열심인데요. 걱정하지마세요 아버님"
"아니에요, 사장님 잘하고 계세요. 평소에는 아침도 저보다 더 많이 차리구요, 꿀벌이 생각해서 담배도 끊구요, 회사일도 얼마나 열심인데요. 걱정하지마세요 아버님",야 이제 진짜 얼마 안남았네. 아 근데 왜이렇게 사진이 날씬해요? 와 이렇게 뽀샵 심한 사진은 또 처음이네
야 이제 진짜 얼마 안남았네. 아 근데 왜이렇게 사진이 날씬해요? 와 이렇게 뽀샵 심한 사진은 또 처음이네,"이거 그냥 커플사진 갖다 쓰신건데, 1년전 사진이라 날씬해 보이시는거라규요"
"이거 그냥 커플사진 갖다 쓰신건데, 1년전 사진이라 날씬해 보이시는거라규요","하긴 바빠서 웨딩촬영도 못하고 남들 전단지 뽑느라 본인 청첩장 이제야 나왔는데, 뽀샵은 무슨"
"하긴 바빠서 웨딩촬영도 못하고 남들 전단지 뽑느라 본인 청첩장 이제야 나왔는데, 뽀샵은 무슨",원조 큰사장님은 청첩장 보셨어?
원조 큰사장님은 청첩장 보셨어?,원조 큰사장님? 아 아버님요? 아직 못보셨어요. 아까 잠깐 일보러 나가시는 바람에
원조 큰사장님? 아 아버님요? 아직 못보셨어요. 아까 잠깐 일보러 나가시는 바람에,여전히 정정하시지? 얼굴 뵌지 꽤 됐네. 낙원사의 딸로서 내려가시기전에 인사드려야될텐데
여전히 정정하시지? 얼굴 뵌지 꽤 됐네. 낙원사의 딸로서 내려가시기전에 인사드려야될텐데,안그래도 이따 다같이 점심먹자 그러셨어요
안그래도 이따 다같이 점심먹자 그러셨어요,아진짜? 
아진짜? ,정말요?
정말요?,오 잘됐다
오 잘됐다,1등마트 전단지 내일까지 나오지 수민씨?
1등마트 전단지 내일까지 나오지 수민씨?,아닌데? 1등마트 전단지 제가 아니라 큰사장님이 하셨는데
아닌데? 1등마트 전단지 제가 아니라 큰사장님이 하셨는데,그거 내일까지 차질없이 나올거라고 전해줘 수민씨
그거 내일까지 차질없이 나올거라고 전해줘 수민씨,라는데요 큰사장님이?
라는데요 큰사장님이?,내일 오후까지 차질없이 나와야된다고 전해
내일 오후까지 차질없이 나와야된다고 전해,오후까지 기다릴것도 없이 오전중에 나온다고 전해줘 수민씨
하필 청첩장 나온날 찬바람이 쌩 부네요,아무래도 어제 부부싸움 한판 한 것 같은데
아무래도 어제 부부싸움 한판 한 것 같은데,"영애씨야 그럴만하죠, 아니 근데 작은사장님은 자기가 잘못해놓고 왜 꼬라지?"
"영애씨야 그럴만하죠, 아니 근데 작은사장님은 자기가 잘못해놓고 왜 꼬라지?",원래 철딱서니 없기로는 전국1등이시잖아요
원래 철딱서니 없기로는 전국1등이시잖아요,모로가도 서울로 가면 된다고 아무튼 1등 신랑감이네 우리 사장님
여보세요.,종합반. 자신 있습니까?
종합반. 자신 있습니까?,네?
네?,"아, 종합반 들어와서 내 퀄리티 떨어트리지 않을 자신 있냐고요."
"아, 종합반 들어와서 내 퀄리티 떨어트리지 않을 자신 있냐고요.","예? 아, 그럼요. 당연하죠. 저 정말 열심히 할 거예요."
"예? 아, 그럼요. 당연하죠. 저 정말 열심히 할 거예요.","아, 열심이야 당연하고. 잘 해야 됩니다. 일단 두 달간 종합반 기회 줄 겁니다. 그렇다고 너무 안심은 금물이고요. 조금이라도 퀄리티 떨어지는 강의면 바로 아웃이니까."
"아, 열심이야 당연하고. 잘 해야 됩니다. 일단 두 달간 종합반 기회 줄 겁니다. 그렇다고 너무 안심은 금물이고요. 조금이라도 퀄리티 떨어지는 강의면 바로 아웃이니까.","어, 진짜 감사해요. 저 정말 퀄리티 떨어지지 않는 강의 할게요. 어, 감사합니다. 정말 감사합니다. 감사합니다. 정말 감사합니다. 감사합니다."
꿀벌이 침대에서 왜 자고있어요 일어나요,영자씨 나 쳤어? 나도 규한이처럼 두들겨팰려고?
영자씨 나 쳤어? 나도 규한이처럼 두들겨팰려고?,조용히 좀 하세요. 아버님 지금 주무신다구요
조용히 좀 하세요. 아버님 지금 주무신다구요,아버지 왔어? 나 아버지한테 다 이를거야. 영자씨가 회사에서도 집에서도 나 무시한다고. 아버지
아버지 왔어? 나 아버지한테 다 이를거야. 영자씨가 회사에서도 집에서도 나 무시한다고. 아버지,아 사장님
아 사장님,아버지
아버지,진짜 조용히 좀 하시라구요
무슨 일이길래 이렇게 소란스러워?,아버님
아버님,아부지 봤지 영자씨가 나 팔 꺾은거. 나 이렇게 막 대해 회사에서도 무시하고. 
아부지 봤지 영자씨가 나 팔 꺾은거. 나 이렇게 막 대해 회사에서도 무시하고. ,취했으면 곱게 잘 것이지 이게 무슨 짓이야?
취했으면 곱게 잘 것이지 이게 무슨 짓이야?,그래 형. 아무리 취해도 그렇지 애기 침대에서 뭐하는거야. 정신 좀 차려
그래 형. 아무리 취해도 그렇지 애기 침대에서 뭐하는거야. 정신 좀 차려,누가 누구더러 정신차리래. 지도 저번에 꿀벌이 침대에서 자다가 영자씨한테 쥐어터졌으면서.
누가 누구더러 정신차리래. 지도 저번에 꿀벌이 침대에서 자다가 영자씨한테 쥐어터졌으면서.,사장님 너무 많이 취하셨어요. 빨리 주무셔야될 것 같애
사장님 너무 많이 취하셨어요. 빨리 주무셔야될 것 같애,왜 이래 숨막히게.영자씨가 나 말도 못하게 하니까 직원들도 날 무시하고 다들 날 무시하는 거라고 어우 진짜 나 할 말 되게 많은데
왜 이래 숨막히게.영자씨가 나 말도 못하게 하니까 직원들도 날 무시하고 다들 날 무시하는 거라고 어우 진짜 나 할 말 되게 많은데,"쥐쥐쥐 아부지, 아부지, 나 쥐났어 쥐. 야 규한아 뭐해 빨랑 다리 좀 주물러봐"
"쥐쥐쥐 아부지, 아부지, 나 쥐났어 쥐. 야 규한아 뭐해 빨랑 다리 좀 주물러봐",에그에그 쭉 펴 
핸드폰 다 고쳤어요? 왜 남의 문자를 보고 그래요,라부장
"아 이전무, 사장 방 들어오는데 노크 정도는 해야지.",@@@ 포스터 어딨습니까?
@@@ 포스터 어딨습니까?,포스터는 갑자기 왜?
포스터는 갑자기 왜?,이영애씨 캐릭터 몰래 훔쳐 썼다면서요? 내놓으세요.
이영애씨 캐릭터 몰래 훔쳐 썼다면서요? 내놓으세요.,거 어찌하쓰까. 이미 다 냉겨버렸는디. 
거 어찌하쓰까. 이미 다 냉겨버렸는디. ,조사장님!
조사장님!,그게 다 나 좋자고 한 일이여? 사장으로서 회사에 도움이 되고자 한 일이지. 그랑께 이전무만 입 다물면 아무 일도 없응게. 
그게 다 나 좋자고 한 일이여? 사장으로서 회사에 도움이 되고자 한 일이지. 그랑께 이전무만 입 다물면 아무 일도 없응게. ,입 못 다물겠다면요?
어... 다들 퇴근 안 하고 뭐하세요?,얌마 지금 퇴근이 문제가 아니야. 라부장님이 영애씨 디자인 훔쳐서 포스터 만들어가지고 지금 난리 났어.
얌마 지금 퇴근이 문제가 아니야. 라부장님이 영애씨 디자인 훔쳐서 포스터 만들어가지고 지금 난리 났어.,네? 하... 어쩐지 도둑이 제 발 저린다더니 아 그래서 아까 저한테 두렵게 화내셨구나?
네? 하... 어쩐지 도둑이 제 발 저린다더니 아 그래서 아까 저한테 두렵게 화내셨구나?,됐어. 그만해.
됐어. 그만해.,영애 누나가 제주도에 있기 망정이지 아 이 사실 알면 당장 달려와 난리치겠어요.
영애 누나가 제주도에 있기 망정이지 아 이 사실 알면 당장 달려와 난리치겠어요.,조덕제 어딨어?! 조덕제 당장 안 나와?!
조덕제 어딨어?! 조덕제 당장 안 나와?!,뭐땀시 이렇게 시끄러운겨? 뭐여? 뚱땡이 이사장이 여기 웬일이여?
뭐땀시 이렇게 시끄러운겨? 뭐여? 뚱땡이 이사장이 여기 웬일이여?,웬일이긴? 도둑 놈 잡으러 왔다. 너 오늘 내 손에 죽었어!
이사장? ,이사장이 여긴 어쩐 일이야 누구랑 같이 온겨?
