Q,A
야 넌 남자에 아예 관심이 없냐? 너 남자연예인도 좋아한 적 없지?,아니야. 나 샤이니 좋아했어. 
아 이거 말구요,이?
이?,이점이씨 이거. 이게 지금 원 플러스 원 행사중이래요.
이점이씨 이거. 이게 지금 원 플러스 원 행사중이래요.,아이구 아이 이거 하나도 이렇게 큰디 이 이걸 두개씩이나 혼자 살면서 이 많은걸 다 언제써?
아이구 아이 이거 하나도 이렇게 큰디 이 이걸 두개씩이나 혼자 살면서 이 많은걸 다 언제써?,에이 사서 반반씩 나눠쓰면 되죠. 아 저는 빨래 안하니깐 수지랑 나눠쓰시면 되겠네. 그 우리같이 혼자사는 사람들은 휴지나 세제같은 이런 생필품들 대량으로 사서 나눠쓰는게 훨씬 이득이에요.
에이 사서 반반씩 나눠쓰면 되죠. 아 저는 빨래 안하니깐 수지랑 나눠쓰시면 되겠네. 그 우리같이 혼자사는 사람들은 휴지나 세제같은 이런 생필품들 대량으로 사서 나눠쓰는게 훨씬 이득이에요.,아..그렇네. 하이고 참 아이고 젊은 사람이라 다르구만 그려.
아..그렇네. 하이고 참 아이고 젊은 사람이라 다르구만 그려.,자 이제갈까요?
자 이제갈까요?,그럼 또..가서
그럼 또..가서,어 잠시만요.
어 잠시만요.,이 그려.
이뻐,진짜 괜찮아? 이거 이영애 립스틱인데
진짜 괜찮아? 이거 이영애 립스틱인데,이영애보다 더 이뻐
이영애보다 더 이뻐,너 근데 이영애가 누군지 알아?
너 근데 이영애가 누군지 알아?,근데 진짜로 이뻐 너 내일 영화 알지? 취소하면 안돼
근데 진짜로 이뻐 너 내일 영화 알지? 취소하면 안돼,너나 취소하지마 전처럼
너나 취소하지마 전처럼,알았어
알았어,진주 안녕 학교 갔다와?
진주 안녕 학교 갔다와?,언니 안녕 오빠랑 둘이서 뭐해
언니 안녕 오빠랑 둘이서 뭐해,뭐하긴 얘기하고 있었지
뭐하긴 얘기하고 있었지,진주야 오빠가 나중에 다 얘기해줄게
진주야 오빠가 나중에 다 얘기해줄게,뭘 얘기해 뭘 조용히해 
뭘 얘기해 뭘 조용히해 ,언니 입술 색깔 짱 이상해
언니 입술 색깔 짱 이상해,안 이상해
야 샤이니 중에 민혼가? 걔 니 동창이라 그러지 않았어? 같은 반이었다며,진짜? 민호 완전 내 이상형인데. 내 첫사랑이야. 
진짜? 민호 완전 내 이상형인데. 내 첫사랑이야. ,띠로리. 뭐? 첫사랑? 가시나 니 콧대 높은척 하더니 결국 그딴놈을 좋아했나? 금마 완전 양아치거든?
띠로리. 뭐? 첫사랑? 가시나 니 콧대 높은척 하더니 결국 그딴놈을 좋아했나? 금마 완전 양아치거든?,"야, 어따대고 막말이야. 얼굴에 춤까지 완벽 그 자체인 우리 민호한테. "
"야, 어따대고 막말이야. 얼굴에 춤까지 완벽 그 자체인 우리 민호한테. ","춤이 완벽해? 야, 금마 그거 내한테 배운거다 .내가 가보다 한수위거든. "
"춤이 완벽해? 야, 금마 그거 내한테 배운거다 .내가 가보다 한수위거든. ",놀구있네. 
놀구있네. ,"놀고있긴. 진짜라고. 내가 가보다 한수위라고. 야. 얘! 진짜라니까? 와, 이게 무시하네. 진짜라고. 니 봐라잉. 봐라잉. 봐봐 봐봐!"
아이고 아이고 아이고 나 그런거는 안나눠써. 아이고 내가 늙은이가 이거 뭐에다 쓴디야.,아 이거 그냥 저 혼자 산거에요.
아 이거 그냥 저 혼자 산거에요.,이?
이?,아 곧 있으면 어린이날이잖아요. 새싹보험든 친구들한테 주려구요.
아 곧 있으면 어린이날이잖아요. 새싹보험든 친구들한테 주려구요.,이..아이고 근데 애들은 이거보다 장난감을 더 좋아할건디.
이..아이고 근데 애들은 이거보다 장난감을 더 좋아할건디.,어짜피 애들 보험도 부모가 들어주는 거니까 그 애들보다는 부모 눈높이에 맞춰서 사야죠.
어짜피 애들 보험도 부모가 들어주는 거니까 그 애들보다는 부모 눈높이에 맞춰서 사야죠.,이..아이고 아주 보통내기가 아니래니께. 자 어디
이..아이고 아주 보통내기가 아니래니께. 자 어디,샴푸
샴푸,이? 샴푸? 
아 사장님 윤과장님 새해 복 많이 받으세요,그랴 근데 라부장은 머리가 그게 뭐여? 정초부터 귀신맹키로 산발을 해갖고
그랴 근데 라부장은 머리가 그게 뭐여? 정초부터 귀신맹키로 산발을 해갖고,아침에 머리를 못 말리고 나와서
아침에 머리를 못 말리고 나와서,망나니도 아니고! 얼른 묶고 올라가서 일이나 하더라고
새해 첫 출근부터 한다는 소리하고는,아 왜 머리 푸른것도 괜찮구먼 아가씨 같고
야. 그만해 임마. 갔어 정채연.,뭐? 와 진짜. 와 나 진짜 억울하네 이게 진짜.
나 그만둔단거 알고 저짝들이 흔짓이 괘씸해서 그랬구만. 면전에서 레임덕이니 뭐니 해감서 무식히다고 막 조롱을 해쌌고 말이여.,뭐야? 진짜야?
뭐야? 진짜야?,아니긴 뭐가 아녀! 이놈의 사진 갖다가 말여 잉? 얼굴에 대갖고 잉? 옘병 오살할 옘병 오살할 옘병 오살할 이렇게 흉내내면서 놀렸잖혀! 그런디다가 맴이 곱게 써질리가 있겠냐고!
아니긴 뭐가 아녀! 이놈의 사진 갖다가 말여 잉? 얼굴에 대갖고 잉? 옘병 오살할 옘병 오살할 옘병 오살할 이렇게 흉내내면서 놀렸잖혀! 그런디다가 맴이 곱게 써질리가 있겠냐고!,에이~ 진짜 너무들 했네 왜그랬어?
에이~ 진짜 너무들 했네 왜그랬어?,아니~ 솔직히 그동안 저희가 조사장님한테 당한 그 모욕 그 수치가 얼만데요.
아니~ 솔직히 그동안 저희가 조사장님한테 당한 그 모욕 그 수치가 얼만데요.,나가 괜히 그랬어? 잘 허라고 채찍질 한것이제! 암튼 난 절대로 못물러나는구만. 계약직 전환을 시키든 해고를 시키든 딱 할것인게.
나가 괜히 그랬어? 잘 허라고 채찍질 한것이제! 암튼 난 절대로 못물러나는구만. 계약직 전환을 시키든 해고를 시키든 딱 할것인게.,사장님 정말 너무하시네요. 가뜩이나 와이프 보험일도 잘 안되고 먹고실기 힘들어 죽겠는데.
사장님 정말 너무하시네요. 가뜩이나 와이프 보험일도 잘 안되고 먹고실기 힘들어 죽겠는데.,그래도 윤과장님은 와이프랑 둘이 벌기라도 하죠. 난 난 우리 여봉봉 실직한지 7개월이나 됐다구요.
그래도 윤과장님은 와이프랑 둘이 벌기라도 하죠. 난 난 우리 여봉봉 실직한지 7개월이나 됐다구요.,예? 정말요?
예? 정말요?,"근데 나까지 관두면 불쌍한 우리 지우, 현우 어떡하라고."
"근데 나까지 관두면 불쌍한 우리 지우, 현우 어떡하라고.",저도 제가 버는 돈으로 일곱식구가 먹고산단 말이에요.
저도 제가 버는 돈으로 일곱식구가 먹고산단 말이에요.,야 그럼 먹여살릴 식구 없는 사람은 어떻게 되든 상관없다는거야? 응? 난 처자식 없이 인생의 낙이라곤 일밖에없는데?
야 그럼 먹여살릴 식구 없는 사람은 어떻게 되든 상관없다는거야? 응? 난 처자식 없이 인생의 낙이라곤 일밖에없는데?,아닌데? 정대리님 와이프랑 딸 있으시면서.
아닌데? 정대리님 와이프랑 딸 있으시면서.,없어.
없어.,뭔소리야? 와이프랑 딸이 없다니?
뭔소리야? 와이프랑 딸이 없다니?,이혼했다구요.
이혼했다구요.,아니 이혼이라니 갑자기 그게 무슨말이야?
아니 이혼이라니 갑자기 그게 무슨말이야?,아이구 남의 아픈사정을 뭘 알려그래?
아이구 남의 아픈사정을 뭘 알려그래?,남의 사정도 모르고 진짜 으아아 얼마나
어 정대리 왜 울고그래 그러니까 나도 울고 싶잖아,아 울지마세요
아 울지마세요,아 그래도 정대리는 결혼이라도 해봤잖혀. 참말로 울고 싶은 사람은 바로 나여.
아 그래도 정대리는 결혼이라도 해봤잖혀. 참말로 울고 싶은 사람은 바로 나여.,우리 지우 현우 어뜩해
우리 지우 현우 어뜩해,아휴 미치겠네 증말
"야, 노량진 진짜 개우울할 줄 알았는데 완전 아닌데? 이건 뭐 엄마한테 용돈받으며 잔소리 안 듣고 살 수 있는 꿈의 도시네!","맞제? 할 만하다. 니도 그냥 노량진 입성해라. 그냥 대학 한번 더 다닌다, 생각하면 돼."
"맞제? 할 만하다. 니도 그냥 노량진 입성해라. 그냥 대학 한번 더 다닌다, 생각하면 돼.","미친 놈. 아니야, 절대 하지마. 매일 매일이 고문이다."
"미친 놈. 아니야, 절대 하지마. 매일 매일이 고문이다.",고문은 개뿔. 여친도 있는 놈이.
고문은 개뿔. 여친도 있는 놈이.,그래서. 너 지금 내가 여친 만나느라 시험 떨어졌다는 거냐? 우리 한 달에 두 번 밖에 안 만나거든.
그래서. 너 지금 내가 여친 만나느라 시험 떨어졌다는 거냐? 우리 한 달에 두 번 밖에 안 만나거든.,"올, 한 달에 두 번이나 한다는 소리?"
"올, 한 달에 두 번이나 한다는 소리?",한 달에 두 번이나라니? 맘 같아서는 하루에 열두 번도 하고 싶거든. 내가 얼마나 절제하는데. 공명아. 이거 절대 하지마. 이거 정말 할 게 못 돼.
한 달에 두 번이나라니? 맘 같아서는 하루에 열두 번도 하고 싶거든. 내가 얼마나 절제하는데. 공명아. 이거 절대 하지마. 이거 정말 할 게 못 돼.,얌마. 여유를 가지라니까. 내가 몇 번을 말하노? 공시는 마라톤이라고. 멀리 내다 봐야 한다고.
얌마. 여유를 가지라니까. 내가 몇 번을 말하노? 공시는 마라톤이라고. 멀리 내다 봐야 한다고.,야. 시끄러. 부모 등골 휘게 만드는 게 자랑이냐?
야. 시끄러. 부모 등골 휘게 만드는 게 자랑이냐?,방금 뭐라캤노. 누가 니보고 우리 부모 걱정해달라카드나. 니가 우리 부모 등골을 봤는갑지?
방금 뭐라캤노. 누가 니보고 우리 부모 걱정해달라카드나. 니가 우리 부모 등골을 봤는갑지?,"아, 왜 자꾸들."
"아, 왜 자꾸들.","아, 그리고! 할 게 못 되면 우야라고. 이 새끼처럼 밥만 축내면서 한심하게 집에서 쳐자빠져 놀라고?"
"아, 그리고! 할 게 못 되면 우야라고. 이 새끼처럼 밥만 축내면서 한심하게 집에서 쳐자빠져 놀라고?","아이씨, 뭐 이 새끼야?"
"아이씨, 뭐 이 새끼야?","아니, 누가 이 새끼처럼 밥만 축내면서 한심하게 집에서 쳐자빠져 놀래?"
"아니, 누가 이 새끼처럼 밥만 축내면서 한심하게 집에서 쳐자빠져 놀래?","아, 이 새끼들이 나한테 왜 자꾸 지랄들이야. 와. 너네 지금 나 백수라고 무시하냐? 공시생이 무슨 벼슬이야? 공시생은 무슨 백수 아니냐고!"
"아, 이 새끼들이 나한테 왜 자꾸 지랄들이야. 와. 너네 지금 나 백수라고 무시하냐? 공시생이 무슨 벼슬이야? 공시생은 무슨 백수 아니냐고!","왜 이렇게 시끄러워! 딱 보니 공시생인가본데, 하라는 공부는 안하고 술이나 쳐마시고 있어. 돼지만도 못한 놈들. 돼지는 구워먹기라도 하지."
"왜 이렇게 시끄러워! 딱 보니 공시생인가본데, 하라는 공부는 안하고 술이나 쳐마시고 있어. 돼지만도 못한 놈들. 돼지는 구워먹기라도 하지.",아저씨 말 다하셨어요? 예?
아저씨 말 다하셨어요? 예?,그러지마라. 죄송합니다.
그러지마라. 죄송합니다.,"아, 왜? 말이 너무 심하잖아."
"아, 왜? 말이 너무 심하잖아.","심하긴 뭐가 심해, 이 자식아. 공시생이면 공시생답게 가서 공부나 해."
"심하긴 뭐가 심해, 이 자식아. 공시생이면 공시생답게 가서 공부나 해.",전 공시생 아니거든요?
전 공시생 아니거든요?,그럼 넌 뭔데?
그럼 넌 뭔데?,"백수요, 백수!"
"백수요, 백수!","뭐? 백수? 에라이, 한심한 놈아. 그래도 쟤네는 뭐라도 해보려는 놈이지. 너 임마, 이 상추만도 못한 놈이다. 상추는 마, 이렇게 쌈이라도 싸먹지. 에라이."
"뭐? 백수? 에라이, 한심한 놈아. 그래도 쟤네는 뭐라도 해보려는 놈이지. 너 임마, 이 상추만도 못한 놈이다. 상추는 마, 이렇게 쌈이라도 싸먹지. 에라이.","아, 이 아저씨가 진짜!"
잘 먹었습니다! 나 얼른 독서실 갈래.,아빠. 작은 누나 지병 있는 거 모르지.
아빠. 작은 누나 지병 있는 거 모르지.,지병? 그것이 뭔소리데? 우리 덕선이한테 뭔 지병이 있대?
지병? 고게 뭔소리여 우리 덕선이한테 뭔 지병이 있다고!,식곤증. 걸린지 꽤 됐어.
그것도 고객들한테 줄껴?,어? 예.
어? 예.,그럼 이제 다 산겨?
그럼 이제 다 산겨?,어 예.
어 예.,저 그러믄 나하고 저기 좀 갈껴? 
저 그러믄 나하고 저기 좀 갈껴? ,어..어디?
어..어디?,따라와. 따라와. 
"뭐 줄거 있다더니, 이게 다 뭐야. 그만해, 야 내가 부담스러워서 이런걸 어떻게 받냐","야 이러는 니가 더 부담스럽다. 너희 제부가 장인어른 드린다고 부탁해서, 대신 사놓은거야. 49000원이나 내놔"
"야 이러는 니가 더 부담스럽다. 너희 제부가 장인어른 드린다고 부탁해서, 대신 사놓은거야. 49000원이나 내놔",어? 어
어? 어,설마 내가 너 챙겨주는거라고 생각했냐? 김칫국은 고구마 먹고 마시지
설마 내가 너 챙겨주는거라고 생각했냐? 김칫국은 고구마 먹고 마시지,저기 돈은 나중에 물건 가져갈때 줄게
하나도 안들리네 씨,아무튼 고맙다
아무튼 고맙다,야야야
야야야,잡어? 왜잡어 왜왜왜왜
잡어? 왜잡어 왜왜왜왜,이것 좀 가져가라. 친구가 통풍 걸렸다니까 코치님이 주시더라고
이것 좀 가져가라. 친구가 통풍 걸렸다니까 코치님이 주시더라고,야. 동네방네 나 통! 걸린거 다 광고하고 다니냐. 내가 아무한테도 말하지 말라고 그랬지
아유 어서오세요.,예. 저기 저..저기 이놈 저기 맞을라나 모르겄네.
예. 저기 저..저기 이놈 저기 맞을라나 모르겄네.,아휴 그 총각한테는 너무 커요. 이쪽 걸로 작은 걸로 하세요.
아휴 그 총각한테는 너무 커요. 이쪽 걸로 작은 걸로 하세요.,아닌데요. 저 보이는 것보다 큰데요.
아닌데요. 저 보이는 것보다 큰데요.,아이구 넉살하고는 얘줄거 아니유. 이거 저 이 이런거 해서 3개만 줘봐유.
아이구 넉살하고는 얘줄거 아니유. 이거 저 이 이런거 해서 3개만 줘봐유.,아 예예.
아 예예.,저 줄꺼 아니면 누구요? 주승이요? 와 이점이씨 진짜 서운하려 그래요. 맨날 걔만 챙기시고. 아 누가보면 숨겨둔 아들인줄 알겠어요.
저 줄꺼 아니면 누구요? 주승이요? 와 이점이씨 진짜 서운하려 그래요. 맨날 걔만 챙기시고. 아 누가보면 숨겨둔 아들인줄 알겠어요.,아이고 참. 불쌍해서 그려. 아니 세상 천지간에 피붙이 하나 없이 혼자 살려면 얼마나 외롭겄어. 안그려? 가.
아이고 참. 불쌍해서 그려. 아니 세상 천지간에 피붙이 하나 없이 혼자 살려면 얼마나 외롭겄어. 안그려? 가.,네.
네.,많이 팔어유.
많이 팔어유.,수고하세요.
수고하세요.,싱싱허네.
싱싱허네.,박사장님. 야..따님 이번에 취직하셨다면서요. 
박사장님. 야..따님 이번에 취직하셨다면서요. ,그래. 취직했어. 
그래. 취직했어. ,아이고 사모님 얼굴이 활짝 피셨어.
아이고 사모님 얼굴이 활짝 피셨어.,어이고 소문 들었나보네. 
어이고 소문 들었나보네. ,아이 고생하세요.
아이 고생하세요.,그래. 그래.
"어? 깜짝이야, 못봤겠지? 봤으면 안되는데","여기서 뭐하십니까, 중국에 계신거 아니였습니까?"
"여기서 뭐하십니까, 중국에 계신거 아니였습니까?",우리 영자씨 보고싶어서 왔습니다. 우리 다시 사귀는건 알죠?
우리 영자씨 보고싶어서 왔습니다. 우리 다시 사귀는건 알죠?,네 뭐
네 뭐,근데 좀 전에 우리 영자씨랑 무슨 얘기했어요? 뭘 주던데?
근데 좀 전에 우리 영자씨랑 무슨 얘기했어요? 뭘 주던데?,"아 글쎄요, 그건 제가 말할 문제가 아닌 거 같은데. 영애한테 직접 들으시죠"
"아 글쎄요, 그건 제가 말할 문제가 아닌 거 같은데. 영애한테 직접 들으시죠",예 뭐! 예. 뭐야 대체 뭔데 저래 소름끼치게 신경쓰이네!
어디서 본 거 같지 않아요?,글쎼요 잘 모르겠는데
글쎼요 잘 모르겠는데,그래요 모르겠다니 안됐네 난 본 줄 알고 만나자고 한건데 
그래요 모르겠다니 안됐네 난 본 줄 알고 만나자고 한건데 ,무슨 말씀이신지
무슨 말씀이신지,글쎄요 무슨 말일까요?
두려움 이런 표정을 한 여자에게선 아주 매력적인 향기가 난단 말이야 ,무 무 무슨소리에요
우리 어디서 본 적 있죠?,네?
네?,정의여고?
정의여고?,아니요.
아니요.,염광여고?
염광여고?,아니요. 쌍문여고.
아니요. 쌍문여고.,저 쌍문여고에 아는 사람 있는데. 성덕선이라고 우리 아랫집에 사는데 모르세요?
저 쌍문여고에 아는 사람 있는데. 성덕선이라고 우리 아랫집에 사는데 모르세요?,저 베스트 프랜드.
저 베스트 프랜드.,아세요? 어떻게 이런 우연이. 아니야 이게. 운명인가?
운동화 끈 잘 묶었다. 웬일이냐?,전에  네가 매준 거 그대로야. 풀어지면 다시 못 맬 거 같아서 내가 한 번 더 세게 묶었어.
야 우리 미란이 이제 잘탄다 어? 자자 쭉쭉 온나 탄력받아서 타야지 자 그렇지 ,여보 아
사장님,영자씨 아 뭐야 오늘따라 소름끼치게 더 이쁘네
영자씨 아 뭐야 오늘따라 소름끼치게 더 이쁘네,아 뭘요 좀 전까지 잘려고 누워있었는데
아 뭘요 좀 전까지 잘려고 누워있었는데,실물로 보면 더 이쁠텐데 보고싶다
실물로 보면 더 이쁠텐데 보고싶다,저도요 그러게 중국은 왜 갔어요
저도요 그러게 중국은 왜 갔어요,그거야
그거야,왜요? 뭔데요?
왜요? 뭔데요?,영자씨가 조총무랑 뭐 있는 것 같으니까 내가 빠져줄라 그랬지
영자씨가 조총무랑 뭐 있는 것 같으니까 내가 빠져줄라 그랬지,아이 있긴 뭐가 있어요
아이 있긴 뭐가 있어요,어? 지금 코 벌렁거렸지? 영자씨 뭐 찜찜한거 숨길 때마다 코 벌렁거리잖아. 
어? 지금 코 벌렁거렸지? 영자씨 뭐 찜찜한거 숨길 때마다 코 벌렁거리잖아. ,제가 언제요?
제가 언제요?,어 저거봐 저거봐. 뭐라 안할테니까 솔직히 말해봐. 진짜 암것도없었어?
어 저거봐 저거봐. 뭐라 안할테니까 솔직히 말해봐. 진짜 암것도없었어?,없었어요
없었어요,그럼 조총무가 영자씨 데리러 양평은 왜갔는데? 
그럼 조총무가 영자씨 데리러 양평은 왜갔는데? ,알고있었어요?
알고있었어요?,그래. 내가 그것때문에 조총무한테 뭐라하니까 무슨 자격으로 그러냐드라 우이씨. 근데 암것도 없었다고?
그래. 내가 그것때문에 조총무한테 뭐라하니까 무슨 자격으로 그러냐드라 우이씨. 근데 암것도 없었다고?,아니 그게 아니라
아니 그게 아니라,어어 봐봐봐봐 왜 아무 말 못 해 . 뭐 있었지? 
어어 봐봐봐봐 왜 아무 말 못 해 . 뭐 있었지? ,아니 그게
아니 그게,거봐거봐 뭔데뭔데 얘기해봐 빨리빨리 
거봐거봐 뭔데뭔데 얘기해봐 빨리빨리 ,걔가 고백했어요
걔가 고백했어요,뭐? 칫. 내가 그럴 줄 알았다니까 
뭐? 칫. 내가 그럴 줄 알았다니까 ,암튼 제가 잘 거절하고 정리했으니까 신경쓰지마세요 네? 
암튼 제가 잘 거절하고 정리했으니까 신경쓰지마세요 네? ,영애야 뭐하냐 응?
영애야 뭐하냐 응?,어 나 책상 밑에 뭐가 떨어져서 뭐 줍고있었어
어 나 책상 밑에 뭐가 떨어져서 뭐 줍고있었어,야 치킨만 먹으니까 느끼하다고 저 김서방이 골뱅이 무친대 나와서 먹어
야 치킨만 먹으니까 느끼하다고 저 김서방이 골뱅이 무친대 나와서 먹어,됐어 나 안먹을거니까 저 빨리 나가
됐어 나 안먹을거니까 저 빨리 나가,안먹으면 됐지 짜증은 
"어, 야. 이제 다 익은 거 같은데 먹자.",형 지금까지 뭐 들었어. 불맛. 살짝 태우는듯 한 불맛으로 이 볶음밥의 풍미를 살려야 한다니까? 조금만 기다려. 조금만 기다려.
형 지금까지 뭐 들었어. 불맛. 살짝 태우는듯 한 불맛으로 이 볶음밥의 풍미를 살려야 한다니까? 조금만 기다려. 조금만 기다려.,그럴싸 하다.
"자, 이거 @@. 숟가락.",숟가락?
재미없어. 여기 전부 재미없어! 전부 재미없어.,"재밌게 해드리면 되죠. 하나야, 너 춤좀 춰봐. 픽미픽미 잘 추잖아."
"재밌게 해드리면 되죠. 하나야, 너 춤좀 춰봐. 픽미픽미 잘 추잖아.",예? 여기서요?
예? 여기서요?,"아, 분위기 팍팍 띄운다며."
"아, 분위기 팍팍 띄운다며.","그래, 그래, 그래."
"그래, 그래, 그래.","네, 알겠습니다. 분위기 제대로 띄우겠습니다."
"아주 신났네, 신났어. 어? 우리 학원은 곡소리가 가득한데 여긴 아주 노랫소리가 가득하구나. 좋다. 어?",누구예요?
누구예요?,고쓰 전 학원 원장.
고쓰 전 학원 원장.,분위기 깨지 말고 가서 먹던 술이나 마저 자셔.
너 차 사천 내려가야하잖아,차 고장났어 버스타고 내려갈거야 먹고 푹 자면서 가지 뭐
진교수랑 같은 서울대 동문에 강남에다 병원 개원한 내과의사야,그 소개팅 꼭 하고싶습니다 그런 퀄리티에 여자라면 제가 마다할 이유가 없죠 
너 혹시 내 지갑 열어봤냐?,아니. 안 봤는데?
"아, 예. 국어과 최윤희 교수님이시죠? 네, 진정석입니다. 다름이 아니구 제 종합반에 지원하셨다고 들었는데 죄송하지만 합류가 좀 어려우실 거 같아서요. ","아 그래요? 아, 괜찮아요. 그렇지 않아도 저 진교수님 종합반 못하게 됐는데. 남편이 해외발령 나서 일 그만둬야 할 상황이거든요. "
"아 그래요? 아, 괜찮아요. 그렇지 않아도 저 진교수님 종합반 못하게 됐는데. 남편이 해외발령 나서 일 그만둬야 할 상황이거든요. ","아, 그러세요?"
"아, 그러세요?",그나저나 저 말구 어떤 교수님이랑 하실 생각이신데요?
그나저나 저 말구 어떤 교수님이랑 하실 생각이신데요?,"아, 저 이번에 새로 들어온 박하나 교수라구.."
"아, 저 이번에 새로 들어온 박하나 교수라구..","아, 이번에 입시학원에서 새로 왔다는.."
"아, 이번에 입시학원에서 새로 왔다는..",예.
예.,그 분 어때요?
그 분 어때요?,"네, 어 가능성 있어보입니다. 제 종합반에 들어와도 될 만큼 괜찮은 강사에요. "
내가 또 어마어마하게 예뻤잖아.,그럼 내가 중학교때 본 사람은 너가 아니고 귀신이냐? 어디서 구라를 치고있어. 헛소리하지말고 잠깐 여기있어. 화장실 갔다 올게.
영애는 안먹겠대,네? 처형 드신다고 골뱅이를 두 캔이나 깠는데 다 어떻게 먹죠?
네? 처형 드신다고 골뱅이를 두 캔이나 깠는데 다 어떻게 먹죠?,근데 요새 영애 좀 이상하네 입맛도 통 없어보이고
근데 요새 영애 좀 이상하네 입맛도 통 없어보이고,요즘 처형 회사에서도 잘 안드세요. 무슨 고민있는지 한숨도 부쩍 늘고
요즘 처형 회사에서도 잘 안드세요. 무슨 고민있는지 한숨도 부쩍 늘고,그래? 
그래? ,예
예,아 무슨걱정 있길래 저
아 무슨걱정 있길래 저,나이 마흔된다니까 심란해서 그런거 아닐까? 마흔은 좀 중년 같고 느낌이 완전 다르잖아
나이 마흔된다니까 심란해서 그런거 아닐까? 마흔은 좀 중년 같고 느낌이 완전 다르잖아,하긴 저 년이 칠렐레팔렐레 하고있으면 그게 더 이상하긴 하지 
하긴 저 년이 칠렐레팔렐레 하고있으면 그게 더 이상하긴 하지 ,어 종칠건가봐요
영자씨 해피뉴이어,사장님도 새해 복 많이 받으세요 
사장님도 새해 복 많이 받으세요 ,어? 우리 영자씨 작년보다 더 이뻐졌네
그 새끼 결혼한다고?  ,그래 너랑 헤어지고 만난 기집애랑 날   잡았대
그래 너랑 헤어지고 만난 기집애랑 날   잡았대,아니 엊그제도 새벽 2시에 자니? 하고 깨톡 보냈으면서 미친놈
아 깜짝이야 씨 야 고딩 너 누가 남의 전화 엿들으래?,나 아무것도 못 들었어요 누나한테 할 말 있어서 온건데
나 아무것도 못 들었어요 누나한테 할 말 있어서 온건데,아 뭔데 빨리 얘기해 아 추워 
아 뭔데 빨리 얘기해 아 추워 ,누나 우리 포차에 전복해물라면 없어요 
누나 우리 포차에 전복해물라면 없어요 ,뭐?
뭐?,그거 내가 누나 좋아해서 끓여준거예요 나 누나 좋아해요
그거 내가 누나 좋아해서 끓여준거예요 나 누나 좋아해요,그니까 나 대학 졸업할때까지만 기다려줘요 네?
그니까 나 대학 졸업할때까지만 기다려줘요 네?,어쩐지 전복이 너무 실하다 했어 고딩 그동안 라면 잘 먹었다 근데 내가 지금 심기가 매우 불편하거든? 그만 가라 엉?
어쩐지 전복이 너무 실하다 했어 고딩 그동안 라면 잘 먹었다 근데 내가 지금 심기가 매우 불편하거든? 그만 가라 엉?,누나 저 백번 진심이예요 완전 궁서체라구요
누나 저 백번 진심이예요 완전 궁서체라구요,야 나 낼 모레면 서른이야! 너랑 이러고 놀 시간 없어! 나 그리고 시집도 가야되고
야 나 낼 모레면 서른이야! 너랑 이러고 놀 시간 없어! 나 그리고 시집도 가야되고,그럼 저랑 결혼해요 누나 
그럼 저랑 결혼해요 누나 ,뭐?
뭐?,저 대학 졸업하고 삼촌 포차 물려받을테니까 누나 저한테 시집 오
저 대학 졸업하고 삼촌 포차 물려받을테니까 누나 저한테 시집 오,머리에 피도 안 마른 고딩 새끼가! 아 나 진짜 가뜩이나 기분 같아 죽겠는데 야 까불래? 야 잘 들어
아까 걔 누구야?,내 첫사랑. 이쁘지않냐?
내 첫사랑. 이쁘지않냐?,이쁘지는 않던데.
이쁘지는 않던데.,이쁘진 않은데 너무 귀엽지. 내가 중학교때 엄청 쫓아다녔거든. 여전히 귀엽다.
이쁘진 않은데 너무 귀엽지. 내가 중학교때 엄청 쫓아다녔거든. 여전히 귀엽다.,허. 이새끼 취향 참 독특하고만. 어? 아이씨.
허. 이새끼 취향 참 독특하고만. 어? 아이씨.,죄송합니다.
죄송합니다.,아이 진짜. 아이 진짜.
아이 진짜. 아이 진짜.,저새끼 미친놈 아니야?
어때?,어머니가 만든 거보다 맛있는데?
어머니가 만든 거보다 맛있는데?,가자.
