Q,A
"무슨 말씀이라니? 아침부터 숨도 못쉬게 일하라고 쪼아대고. 스파게티 사주기 싫어서 분식집 끌고가고. 돈까스도 못먹게 하고. 내가 150만 투자했어도, 나한테 이렇게 함부로 했겠어? 나 정말 서운해. 영애씨랑 나 낙원사에서 하루아침에 짤리고 면접 보는것마다 족족 떨어져가지고 빌빌대고. 난 그러면서 우리끼리 뭔가 끈끈한 뭔가가 생겼다고 생각했는데 어쩜 이래?","가서 얘기해, 가서."
"가서 얘기해, 가서.","놔. 나도 알아. 이 회사가 영애씨한테 어떤 회산지 나도 안다고. 결혼자금 탈탈 털어넣고, 그것도 모자라서 현금 서비스도 박박 긁어넣고. 벼랑끝에서 절실한거 나도 안다고. 그래도 사람을 이렇게 괄시해도 돼, 정말? 아, 안녕하세요, 김부장님. 아우 쪽팔려. 이게 무슨 개망신이야. 나 망신줘서 속이 시원해?"
"놔. 나도 알아. 이 회사가 영애씨한테 어떤 회산지 나도 안다고. 결혼자금 탈탈 털어넣고, 그것도 모자라서 현금 서비스도 박박 긁어넣고. 벼랑끝에서 절실한거 나도 안다고. 그래도 사람을 이렇게 괄시해도 돼, 정말? 아, 안녕하세요, 김부장님. 아우 쪽팔려. 이게 무슨 개망신이야. 나 망신줘서 속이 시원해?","망신이라뇨, 지금 망신은 누가 줬는데요. 아 진짜. 방금 엘리베이터 탄 그 남자 누군지 아세요? 김산호에요, 김산호."
"망신이라뇨, 지금 망신은 누가 줬는데요. 아 진짜. 방금 엘리베이터 탄 그 남자 누군지 아세요? 김산호에요, 김산호.","김산호? 김산호가 누군데, 그? 그 김산호?"
"그래서 자기가 엘리베이터도 안타고, 스파게티집도 안간다 그런거라고? 김산호 피하느라? 아휴, 난 것도 모르고 자기가 갑질한다고 선호한테 막 씹. 어머, 어머, 어머. 자기 그래서 선호 뽑기 싫어했던거구나.",예?
예?,"선호, 산호. 이름도 비슷하고. 그러고보니 생긴것도 비슷하고. 선호를 본 순간 김산호 생각이 딱 났지? 그래서 뽑기 싫어했던거지?"
"선호, 산호. 이름도 비슷하고. 그러고보니 생긴것도 비슷하고. 선호를 본 순간 김산호 생각이 딱 났지? 그래서 뽑기 싫어했던거지?",그런거 아니거든요?
그런거 아니거든요?,"아니긴. 우리 자기 안쓰러워서 어떡해, 어떡해."
"아니긴. 우리 자기 안쓰러워서 어떡해, 어떡해.",왜 이러세요.
왜 이러세요.,"왜이러긴. 안쓰러워서 그러지. 가만있어봐. 자, 이거 받아. 춘천에 있는 품강한의원 비만침 1회 시술권이야. 가서 한 방 맞고와."
"왜이러긴. 안쓰러워서 그러지. 가만있어봐. 자, 이거 받아. 춘천에 있는 품강한의원 비만침 1회 시술권이야. 가서 한 방 맞고와.",예? 갑자기 왠 비만침이에요?
예? 갑자기 왠 비만침이에요?,"딱 보니까 자기가 채인거 같은데. 살 쫙 빼서 이뻐져가지고 복수해도 모자랄판에 이 꼴로 만났으니 얼마나 수치스러워. 가서 한 방 맞게 넣어둬, 넣어둬."
"딱 보니까 자기가 채인거 같은데. 살 쫙 빼서 이뻐져가지고 복수해도 모자랄판에 이 꼴로 만났으니 얼마나 수치스러워. 가서 한 방 맞게 넣어둬, 넣어둬.","됐거든요. 암튼, 선호 앞에서는 별 말씀 마세요."
"됐거든요. 암튼, 선호 앞에서는 별 말씀 마세요.","어머, 어머. 왜 그냥 가, 응? 얘기해주고가, 왜 차인거야, 나 궁금해. 한 장 더 줄게, 응?"
아저기요 하실말씀이 뭔지 빨리 좀 할수있어요? 저 일해야되가지고,혼자 바쁜 척은 진짜 아 누군 돈이 없어서 예복도 못빌리고 이 양복으로 결혼식 치뤘는데 넌 아주살만한가보다? 아이 메이커옷을 다 사입고 아이 그런건 얼마나 하나
혼자 바쁜 척은 진짜 아 누군 돈이 없어서 예복도 못빌리고 이 양복으로 결혼식 치뤘는데 넌 아주살만한가보다? 아이 메이커옷을 다 사입고 아이 그런건 얼마나 하나,이거 한 구만팔천원이던가 한 10만원정도 줬는데요
이거 한 구만팔천원이던가 한 10만원정도 줬는데요,아 내가 이럴줄알았어 아주 딱 떨어지는구만
아 내가 이럴줄알았어 아주 딱 떨어지는구만,그게 무슨 말씀이신지
그게 무슨 말씀이신지,내가 어저께 축의금 정산을 아주 꼼꼼하게 해봤어 근데 식장에 와서 인사까지한 태양실업 김사장님 봉투가 없는거야 늘 입버릇처럼 나 결혼하면 적어도 십만원은 하겠다했던 그 김사장님 봉투가
내가 어저께 축의금 정산을 아주 꼼꼼하게 해봤어 근데 식장에 와서 인사까지한 태양실업 김사장님 봉투가 없는거야 늘 입버릇처럼 나 결혼하면 적어도 십만원은 하겠다했던 그 김사장님 봉투가,"아 저, 저, 저 절대 누락하지 않았어요 확인하고확인하고 또확인했는데 저 정말 모르는 일입니다"
"아 저, 저, 저 절대 누락하지 않았어요 확인하고확인하고 또확인했는데 저 정말 모르는 일입니다",모르는일은 그 봉투 삥탕쳐서 딱 떨어지게 십만원짜리 옷 사입어놓구서
모르는일은 그 봉투 삥탕쳐서 딱 떨어지게 십만원짜리 옷 사입어놓구서,아 이거 제 첫 월급으로 산거에요 큰맘 먹고
아 이거 제 첫 월급으로 산거에요 큰맘 먹고,시끄럽고 벗어
시끄럽고 벗어,예?
예?,내 돈 삥땅쳐서 산 옷이니까 벗으라고 임마 
내 돈 삥땅쳐서 산 옷이니까 벗으라고 임마 ," 이거 제돈으로, 제돈으로 산거에요 아니 그리고 옷 벗고 어떻게 하루종일 일을 해요?"
" 이거 제돈으로, 제돈으로 산거에요 아니 그리고 옷 벗고 어떻게 하루종일 일을 해요?", 이런 한놈두식이석삼 너구리같은놈 그냥 너 내돈10만원삥땅치고무사할줄알아?내가그돈어떻게든돌려받는다 각오해 어?
"아 한잔 더해야죠 사장님, 우선 차에 타시고 가십쇼. 대리 불러서 가십쇼. 머리 조심하십쇼 머리 사장님. 사장님 오늘 술값 제가 낸거 아시죠? 기억하셔야 됩니다, 예. 어이 박두식이 계산 잘했냐","예, 먼저 가보겠습니다"
"예, 먼저 가보겠습니다","어디가 임마 새끼야, 사장님 꽐라 된거 안보여? 댁까지 니가 대리 좀 해라 대리"
"어디가 임마 새끼야, 사장님 꽐라 된거 안보여? 댁까지 니가 대리 좀 해라 대리",예 대리요?
예 대리요?,"왜 싫어? 아니 그럼 이렇게 발다치고 술 먹은 내가 할까? 어? 임마 새끼야 잘 모셔다드려, 내 축의금 10만원 삥땅 친걸로 대리비 받았다고 생각하고"
"왜 싫어? 아니 그럼 이렇게 발다치고 술 먹은 내가 할까? 어? 임마 새끼야 잘 모셔다드려, 내 축의금 10만원 삥땅 친걸로 대리비 받았다고 생각하고","술값만 11만원이에요, 아까 파스, 연고, 도시락, 뭐 커피값, 컨디션값까지해서 벌써 15만원 썼어요 "
"술값만 11만원이에요, 아까 파스, 연고, 도시락, 뭐 커피값, 컨디션값까지해서 벌써 15만원 썼어요 ",이 새끼가 이거 임마 새끼야 너 정신적 피해 보상금 몰라? 너 임마 딱 10만원만 주려고 그랬어 이 새끼가 이거
이 새끼가 이거 임마 새끼야 너 정신적 피해 보상금 몰라? 너 임마 딱 10만원만 주려고 그랬어 이 새끼가 이거,예?
예?,"아 이 새끼 날도 더워 죽겠는데 사람 열받게 하고 있어, 뭐야 이거? 뭐야. 태양실업 김철중, 아 맞다맞다, 이 양반 결혼식 늦어가지고 피로연에서 나한테 직접 준거 내가 접어서 여기다 딱 넣어놓고 깜빡했네, 나 이거 꽁돈 생긴 것 같네. 얼마있냐, 딸랑 5만원 철중이 이양반 쪼잔하네 이양반 이거"
"아 이 새끼 날도 더워 죽겠는데 사람 열받게 하고 있어, 뭐야 이거? 뭐야. 태양실업 김철중, 아 맞다맞다, 이 양반 결혼식 늦어가지고 피로연에서 나한테 직접 준거 내가 접어서 여기다 딱 넣어놓고 깜빡했네, 나 이거 꽁돈 생긴 것 같네. 얼마있냐, 딸랑 5만원 철중이 이양반 쪼잔하네 이양반 이거",사과하시죠 
사과하시죠 ,뭐 임마?
뭐 임마?,"제가 빼돌린걸로 오해해가지고 하루종일 갈구셨으면은, 사과하셔야되는거 아닙니까?"
"제가 빼돌린걸로 오해해가지고 하루종일 갈구셨으면은, 사과하셔야되는거 아닙니까?","임마 선배가 실수할 수도 있지 어디서 이게 눈을 부라리고, 너 눈 똑바로 안떠? 임마, 눈 풀어. 아나 이새끼, 야 너 내가 우습냐 우습워 새끼야? 새끼가 말이야"
그래 우습다 우스워! 강자한테 약하고 약자한테 강한 너같은 자식 우스워죽겠다! 됐냐!,새끼가 회사생활 쫑나고 싶나
새끼가 회사생활 쫑나고 싶나,"그래 내가 취업이 하도 어려운 세상이라서, 내가 이악물고 초심 지키면서 살아볼라고했는데, 너같은 자식 밑에서 일할바엔 내가 초심 잃고 만다"
"그래 내가 취업이 하도 어려운 세상이라서, 내가 이악물고 초심 지키면서 살아볼라고했는데, 너같은 자식 밑에서 일할바엔 내가 초심 잃고 만다","너, 너 이리로 와 일루 와"
"돼지머리는 시간맞춰 오기로했고, 아참 우리 홍보용 usb도 개업떡 돌릴때 같이 돌려야돼요",알구있어용 사장님
알구있어용 사장님,안녕하세요
선호씨 신발 짝짝이 ,네? 아 급하게 나오느라 대충 아무거나 신고 오다보니까
네? 아 급하게 나오느라 대충 아무거나 신고 오다보니까,아이 그래 뭐 바쁘면 그럴수도 있지 뭐
아이 그래 뭐 바쁘면 그럴수도 있지 뭐,암튼 첫 출근 축하해요. 
암튼 첫 출근 축하해요. ,네. 뽑아주셔서 감사합니다. 
네. 뽑아주셔서 감사합니다. , 감사는 우리가 감사하지 상큼한 니 얼굴 보니까 기분이 샤랄라해진다 얘 아 참 우리가 자기보다 한 열살 이상 많은데 그냥 편하게 말 놔도되지?
 감사는 우리가 감사하지 상큼한 니 얼굴 보니까 기분이 샤랄라해진다 얘 아 참 우리가 자기보다 한 열살 이상 많은데 그냥 편하게 말 놔도되지?,그럼요
그럼요,아 저쪽으로 앉아요 저쪽이 선호씨 자리에요
아 저쪽으로 앉아요 저쪽이 선호씨 자리에요,아 네. 사장님도 말 편하게 하세요. 
아 네. 사장님도 말 편하게 하세요. ,그럴까?
"어 샤방샤방 선호야, 너 티셔츠도 대충 입었니? ",네? 
네? ,앞뒤가 바꼈잖아 
앞뒤가 바꼈잖아 ,급하게 나오느라 아무거나 대충 입다보니 그만
선호씨,네?
네?,화장실 가서 갈아입고오지?
화장실 가서 갈아입고오지?,아 네
아 네,그냥 갈아입으라 그러지 
그냥 갈아입으라 그러지 ,쟤 좀 이상하지않아요? 
쟤 좀 이상하지않아요? ,이상하면 어때 몸이 저렇게 이상적인데. 봤어? 복근. 어머 웬일이니
이상하면 어때 몸이 저렇게 이상적인데. 봤어? 복근. 어머 웬일이니,개업떡이나 돌리러가요
여기로 입금 하세요.,네.
네.,이름이.
이름이.,김병화요.
김병화요.,여행비 납부가 아직 안됐는데 갈거예요?
여행비 납부가 아직 안됐는데 갈거예요?,네. 언제까지 내야돼요?
네. 언제까지 내야돼요?,모레까지. 비행기 문제때문에 4시까지 입금 안되면 자동 취소예요. 여기로 입금하세요.
모레까지. 비행기 문제때문에 4시까지 입금 안되면 자동 취소예요. 여기로 입금하세요.,네.
너야말로 결혼할 여자 있는 것 같던데 왜 얘기 안했냐 아까 그 접시준 여자?근데 한 번도 못본것같다 포차엔 잘 안오나봐,헤어졌어
헤어졌어,어?
어?,난 결혼하고 싶었는데 상대는 생각이 다르더라고 
난 결혼하고 싶었는데 상대는 생각이 다르더라고 ,야 뭐이렇게 갑자기 훅 들어와 우리가 이런얘기할정도로 깊게 아는 사이는 아니지않냐?
야 뭐이렇게 갑자기 훅 들어와 우리가 이런얘기할정도로 깊게 아는 사이는 아니지않냐?,너의 어머님보단 내가 더 깊게 아는 것 같던데 부끄러움이 많아 연애를 못하신다?
너의 어머님보단 내가 더 깊게 아는 것 같던데 부끄러움이 많아 연애를 못하신다?,그만해라 쫌
사장님.,영자씨.
영자씨.,"어, 땀 좀 봐. 왜 그래요, 어디 아파요?"
"어, 땀 좀 봐. 왜 그래요, 어디 아파요?",괜찮아? 초밥 먹었는데 안 아파?
괜찮아? 초밥 먹었는데 안 아파?,초밥이요? 아까 다 쏟아져서 버렸어요. 미안해요.
초밥이요? 아까 다 쏟아져서 버렸어요. 미안해요.,"아니야, 잘했어. 잘 버렸어, 영자씨. 아."
"아니야, 잘했어. 잘 버렸어, 영자씨. 아.","어어어. 어, 사장님, 안되겠어요, 얼른 가요."
"그러게 병원부터 가지, 나한테 뭐하러 와요.","영자씨 혼자 쓰러져있을까봐 걱정돼서. 영자씨 미안해, 내가 다 잘못했어."
"영자씨 혼자 쓰러져있을까봐 걱정돼서. 영자씨 미안해, 내가 다 잘못했어.",네?
네?,"영자씨가 화나게해서 미안해, 근데, 화내고, 야단치고, 욕해도 좋으니까 내 옆에만 있어줘. 나 영자씨 없으면 안되는거 알지? 아, 죽겠다."
"영자씨가 화나게해서 미안해, 근데, 화내고, 야단치고, 욕해도 좋으니까 내 옆에만 있어줘. 나 영자씨 없으면 안되는거 알지? 아, 죽겠다.","기사님, 부탁인데 빨리 좀 가주세요."
"기사님, 부탁인데 빨리 좀 가주세요.",그러다 속도위반에 걸리면 다 책임질거에요?
그러다 속도위반에 걸리면 다 책임질거에요?,"예, 제가 책임질게요. 벌금 나오면 대신 내드리고, 경찰 쫓아오면 제가 변명해드릴게요. 그러니까 제일 빠른길로 제일 빨리 좀 가주세요. 네?"
"예, 제가 책임질게요. 벌금 나오면 대신 내드리고, 경찰 쫓아오면 제가 변명해드릴게요. 그러니까 제일 빠른길로 제일 빨리 좀 가주세요. 네?","네, 알겠습니다."
아 삼촌 어디간거야 배고파죽겠으,야 고딩 나 이것 좀 충전해줘 배터리 나갔어
야 고딩 나 이것 좀 충전해줘 배터리 나갔어,네.근데 누나 아까부터 얻다 그렇게 전화해요? 
네.근데 누나 아까부터 얻다 그렇게 전화해요? ,전남친한테 한다 왜
전남친한테 한다 왜,뭐야 지워달라더니 전화번호 못외우는거 아니었어요? 
뭐야 지워달라더니 전화번호 못외우는거 아니었어요? ,아닌데? 내 머린 잊었어도 내 손은 기억하는데 
아닌데? 내 머린 잊었어도 내 손은 기억하는데 ,추한 모습으로 기억되기 싫다면서요 하지마요 
추한 모습으로 기억되기 싫다면서요 하지마요 ,야이씨 세상에 안 추한 이별이 어디있어 이별은 다 진흙탕 개싸움이거든
여보세요,이 전환 받고 내 전화는 안받냐 이 개식아 뭐야 너너너 지금 그 기집애랑 같이 있어? 여자 목소리 들리는구만 어디서 개수작이야 
손잡이를 어깨 보다 살짝 넓게 잡아주시구요 숨을 내쉬면서 손잡이를 밀어주세요 그리고 당길땐 숨을 들이 마시구요 쉽죠?,아 이건 쉽죠 근데 쌤이 쉽지가 않네요 꼬시기가
아 이건 쉽죠 근데 쌤이 쉽지가 않네요 꼬시기가,에?
에?,있다 끝나고 커피 한 잔 할까요? 술이면 더 좋구요
있다 끝나고 커피 한 잔 할까요? 술이면 더 좋구요,몸 만드시는 분이 술 드시면 안되죠       
몸 만드시는 분이 술 드시면 안되죠       ,아 그럼 몸에 좋은거 먹음 되죠 호박고구마에 두유 한 잔
아 그럼 몸에 좋은거 먹음 되죠 호박고구마에 두유 한 잔,회원님 규정상 그건
회원님 규정상 그건,영채야!
영채야!,오빠!
아 여긴 뭐하러 왔어  ,아이 뭐하러 오긴 너 곰국 갖다 주러 왔지 야! 근데 아까 저자식 뭐야? 아 뭔데 유부녀한테 찝적되냐규
아이 뭐하러 오긴 너 곰국 갖다 주러 왔지 야! 근데 아까 저자식 뭐야? 아 뭔데 유부녀한테 찝적되냐규,별거 아니야 별거 아니니까 어? 신경 쓰지 말고 가 얼른 어?  
별거 아니야 별거 아니니까 어? 신경 쓰지 말고 가 얼른 어?  ,아니 내가 뭐 못 올데 왔어? 와이프 일하는데 왔는데 뭐 어때서 
아니 내가 뭐 못 올데 왔어? 와이프 일하는데 왔는데 뭐 어때서 ,누가 듣겠다 
누가 듣겠다 ,아 누가 들으면 뭐 어떻다고 너 설마 처녀라고 뻥쳤냐? 
아 누가 들으면 뭐 어떻다고 너 설마 처녀라고 뻥쳤냐? ,아이 날 뭘로 보고 그냥 유부녀인걸 말 안 한거 뿐이야
아이 날 뭘로 보고 그냥 유부녀인걸 말 안 한거 뿐이야,아 아 난 또 야 이씨 그게 뭐가 다르냐규?
아 아 난 또 야 이씨 그게 뭐가 다르냐규?,오빠도 영업해봐서 알잖아 고객 관리 차원에서 별 뜻 없이 그런거니까 신경 쓰지말고 가 얼른 어? 집에서 봐 오빠
오빠도 영업해봐서 알잖아 고객 관리 차원에서 별 뜻 없이 그런거니까 신경 쓰지말고 가 얼른 어? 집에서 봐 오빠,야!
야!,가! 가! 빨리 
가! 가! 빨리 ,야 이영채!
야 이영채!,빨리 가!   
별이 뜨는 오늘 밤도 비가 내리는 밤도 매일 매일 기다려 쌤, 회원님 운동에 집중하시고 노래 그만 부르세요 다른 회원님께 방해되잖아요 네?
 회원님 운동에 집중하시고 노래 그만 부르세요 다른 회원님께 방해되잖아요 네?,아 그럼 커피 같이 마신다고 약속 해줘 
아 그럼 커피 같이 마신다고 약속 해줘 ,회원님 몇 번이나 말씀드렸지만 헬스장 규정상 안되거든요
회원님 몇 번이나 말씀드렸지만 헬스장 규정상 안되거든요,아 제가 이 헬스장 그만 두면 되잖아요
아 제가 이 헬스장 그만 두면 되잖아요,네?
네?,아 저 쌤 진짜 좋아해요 첫눈에 반했다니깐요 데이트 한 번만 해줘요
쌤 유부녀였어요?,혜민엄마 왜 왜 뭐 뭐 어? 뭐 문제 있어?
혜민엄마 왜 왜 뭐 뭐 어? 뭐 문제 있어?,심지어 애 엄마
심지어 애 엄마,그래 애 엄마다! 넌 뭐 하는 새낀데 남의 마누라한테 껄떡대?
그래 애 엄마다! 넌 뭐 하는 새낀데 남의 마누라한테 껄떡대?,새끼? 처녀 행세한게 누군데
새끼? 처녀 행세한게 누군데,아 오빠 왜 그래 가 좀! 회원님 죄송합니
역시 이사하는 날은 짜장면에 탕수육이지. 특히 이 집 짜장면은 이 동네에서 최고야.,"에이. 짜장면, 탕수육이 다 거기서 거기죠. 뭐."
"에이. 짜장면, 탕수육이 다 거기서 거기죠. 뭐.",뭐? 거기서 거기?
오빠. 갑자기 말투가 왜 그래요? 그리고 뭔소린지 하나도 모르겠어요.,일단 한 번 먹어보란 얘기야. 먹자.
외근 갔다 오는 길이야? 바로 퇴근하지 왜,아직 할 일이 많이 남아서요. 먼저 퇴근들 하세요.
아직 할 일이 많이 남아서요. 먼저 퇴근들 하세요.,힘들겠다 수고해
힘들겠다 수고해,네
한 병만 마시고 일어난다며?,우리 영애씨 과음할까봐 걱정해주는 거예요?
우리 영애씨 과음할까봐 걱정해주는 거예요?,시끄러 잔소리하지말고 그냥 좀 가 가
시끄러 잔소리하지말고 그냥 좀 가 가,우리 이것만 마시고 갈거니까 걱정 말아요 그대
저기요 라부장님 이건 제 친구 얘긴데요 걔가 남자친구를 1년 가까이 만났거든요?,어머! 영애씨 남자있어?
어머! 영애씨 남자있어?,아니에요 제 친구 얘기라니까요
아니에요 제 친구 얘기라니까요,하긴 영애씨 일년동안 독수공방했지? 근데?
하긴 영애씨 일년동안 독수공방했지? 근데?,그남자가 결혼 생각이 전혀 없대요 뭐 혼자살려고 오피스텔까지 알아보고 다닌다나 뭐라나
그남자가 결혼 생각이 전혀 없대요 뭐 혼자살려고 오피스텔까지 알아보고 다닌다나 뭐라나,어휴 저런 어떡해
어휴 저런 어떡해,뭐 근데 제 친구도 당장 결혼이 고픈건 아닌데 내일모레면 마흔이잖아요 막 이제 막 흰머리도 나고
뭐 근데 제 친구도 당장 결혼이 고픈건 아닌데 내일모레면 마흔이잖아요 막 이제 막 흰머리도 나고,뭔 결혼이야 됐다 그래
뭔 결혼이야 됐다 그래,아 왜요
아 왜요,영애씨도 봤잖아 나 조덕제한테 깨지는거 한때 일깨나 했다는 소리 들으면 뭐해 남편 뒤치닥꺼리에 애들 뒷바라지에 회사일은 엉망인데 여자한테 가장 큰 재앙은 전쟁이나 불치병이 아니라 결혼이야 결혼
영애씨도 봤잖아 나 조덕제한테 깨지는거 한때 일깨나 했다는 소리 들으면 뭐해 남편 뒤치닥꺼리에 애들 뒷바라지에 회사일은 엉망인데 여자한테 가장 큰 재앙은 전쟁이나 불치병이 아니라 결혼이야 결혼,라부장님은 든든한 남편에 자식들에 다 가져 놓고선 
라부장님은 든든한 남편에 자식들에 다 가져 놓고선 ,자 건배나 하자
자 건배나 하자,네
언제까지 마실건데?,시끄러 가 좀 가 가
영애씨 이거는 내 친구 얘기인데,라부장님 친구요?
라부장님 친구요?,내 친구 남편이
내 친구 남편이,응
응,사업한답시고 회사 때려치우고
사업한답시고 회사 때려치우고,응?
응?,반년째 놀고 있거든
반년째 놀고 있거든,응
응,그친구는 회사에서 한참 어린 후배한테 밀리는데도 그만두지도 못하고 힘든가봐
그친구는 회사에서 한참 어린 후배한테 밀리는데도 그만두지도 못하고 힘든가봐,그 남편시끼 뭐냐 그거? 아유 그래도 그 친구분이 나보다 나아요 결혼 한번에 했잖아요
그 남편시끼 뭐냐 그거? 아유 그래도 그 친구분이 나보다 나아요 결혼 한번에 했잖아요,다 필요없어 다 필요없고 영애씨는 결혼하지말고 자유롭게 재능을 펼치면서 아무랑이랑 막 자면서 그렇게 살아 어? 나랑 약속해
아 근데 조사장님이 맡긴 일은 다 끝난거야?,"물론이죠, 방금 넘겼어요"
"물론이죠, 방금 넘겼어요",아 그럼 최영장군인지 뭔지 그 현호 숙제는?
아 그럼 최영장군인지 뭔지 그 현호 숙제는?,"그것도 다 끝냈죠, 두마리 토끼 다 놓치지 않았어요"
"그것도 다 끝냈죠, 두마리 토끼 다 놓치지 않았어요","대단하다, 라부장"
"대단하다, 라부장","라부장, 아 시방 퇴근하는가?"
"라부장, 아 시방 퇴근하는가?","네 사장님, 고된 업무를 마치고 이제 가려고 한답니다."
"네 사장님, 고된 업무를 마치고 이제 가려고 한답니다.","라부장, 그 시안을, 요따구로 만들어놓고 뭔 퇴근은 퇴근이여!"
"라부장, 그 시안을, 요따구로 만들어놓고 뭔 퇴근은 퇴근이여!","아니 아까 분명히, 디자인 맘에 드신다고"
"아니 아까 분명히, 디자인 맘에 드신다고",디자인만 맘에 들면 뭐혀! 멘트가 이따군디
디자인만 맘에 들면 뭐혀! 멘트가 이따군디,"대체 멘트가 어떻길래 그러세요, 이거는 저도 쉴드 못쳐드리겠네요 라부장님"
"아니 금은방 광고지에, 황금보기를 돌같이 하라니. 라부장 돌대가리여? 전국 금은방 주인들한테 돌팔매질 당하고싶어?",죄송합니다 제가 깜박하고 그만 실수를 
죄송합니다 제가 깜박하고 그만 실수를 ,"허구언날 그렇게 깜박할거면 아예 그냥 출근하는 것도 깜박하지 그려, 확 짤라불게!"
"허구언날 그렇게 깜박할거면 아예 그냥 출근하는 것도 깜박하지 그려, 확 짤라불게!","죄송해요, 제가 금방 다시 수정해서"
"죄송해요, 제가 금방 다시 수정해서","됐고만, 수정은 이양한테 맡길겨"
"됐고만, 수정은 이양한테 맡길겨",사장님
사장님,아니 누군 말이여 오바이트를 해가면서도 맡은 일을 죄 빈틈없이 해오는디 꼴랑 이걸 하나 못혀 이거를! 옘병! 오산을! 
현호 숙제는? 아니 청렴결백의 대명사 최영장군한테 황금사냥꾼이 왠말이야,두개 한꺼번에 하다가 헷갈렸나봐
두개 한꺼번에 하다가 헷갈렸나봐,"두마리 토기 다 잡기는 커녕, 다 놓쳤네"
"우리 혜진이 기저귀 갈때 됐구나, 야 너 왜이렇게 늦게 왔, 뭐야 술마셨냐?","오빠가 헬스장에서 소란피우고 갔잖아. 사장님이랑 트레이너한테 미안해서, 맥주한잔 샀어."
"오빠가 헬스장에서 소란피우고 갔잖아. 사장님이랑 트레이너한테 미안해서, 맥주한잔 샀어.","뭐? 야 니가 뭘 지금 좀 착가하고 있는 모양인데, 니가 사과해야될 사람은 그사람들이 아니라 바로 나야, 졸지에 없는 사람 취급받은 나랑 우리 혜빈이 혜진이라규"
"뭐? 야 니가 뭘 지금 좀 착가하고 있는 모양인데, 니가 사과해야될 사람은 그사람들이 아니라 바로 나야, 졸지에 없는 사람 취급받은 나랑 우리 혜빈이 혜진이라규",알았어. 미안해 됐어?
알았어. 미안해 됐어?,뭐? 야
뭐? 야,"아 뭐야, 왜 이걸 샀어! 쓰던거 사오라니까, 아 뭐야! 이거 뜯어가지고 환불도 못하겠네, 아 돈아까워 진짜! "
"아 뭐야, 왜 이걸 샀어! 쓰던거 사오라니까, 아 뭐야! 이거 뜯어가지고 환불도 못하겠네, 아 돈아까워 진짜! ",야 기저귀가 다 거기서 거기지 왜 비싼걸 써!
야 기저귀가 다 거기서 거기지 왜 비싼걸 써!,누군 비싼거 쓰고 싶어서 써? 이거 썼다가 저번처럼 혜진이 엉덩이에 발진날까봐 그러지?
누군 비싼거 쓰고 싶어서 써? 이거 썼다가 저번처럼 혜진이 엉덩이에 발진날까봐 그러지?,뭐? 발진?
뭐? 발진?,내가 못살아 진짜
저 사장님! 사장님 이쪽으로 앉으세요,괜찮아요 제부 앉으세요  
괜찮아요 제부 앉으세요  ,아이 사장님을 두고 일개 직원이 어떻게 앉아요 앉으시라규요 
근데 왠 갑자기 사장님 타령이예요?,아 생각해 보니까 낙원사에 가면 다른 직원들도 있고 공과사는 구분해서 행동해야 할거 같아서요 저 그래서 회사에선 제가 처형을 사장님이라고 부를테니까 처형도 저한테 제부라고 그러지말고 김혁수씨라고
아 생각해 보니까 낙원사에 가면 다른 직원들도 있고 공과사는 구분해서 행동해야 할거 같아서요 저 그래서 회사에선 제가 처형을 사장님이라고 부를테니까 처형도 저한테 제부라고 그러지말고 김혁수씨라고,됐어요 헷갈리니까 그냥 부르든 대로 불러요
됐어요 헷갈리니까 그냥 부르든 대로 불러요,네! 아 그리고 한 가지 드릴 말씀이 또 있는데
네! 아 그리고 한 가지 드릴 말씀이 또 있는데,뭔데요? 
뭔데요? ,이승준씨가 저 불러 준건 고마운데 갑자기 친한척 잘 지내는건 좀 힘들꺼 같아서요 이해 좀 해주세요 처형
이승준씨가 저 불러 준건 고마운데 갑자기 친한척 잘 지내는건 좀 힘들꺼 같아서요 이해 좀 해주세요 처형,알았어요
저기요 가방 좀 어떻게 좀 해봐요,그러게요 지나갈수가 없잖아요
그러게요 지나갈수가 없잖아요,아 예 저 죄송합 죄송합니다
아 지 제부 지금 뭐 하시는거예요?,괜찮으세요 처형?
아까 얘기 들었죠이? 오늘부터 이 사람이랑 사무실 나눠쓰기로 한거 아 그리고 이 쪽은 오늘부로 같이 일하기로 온 이사장네 직원이구만,저희 제부예요 저 제주도에서도 같이 일했었는데 이번에도 같이 해보려구요 잘 부탁드려요
저희 제부예요 저 제주도에서도 같이 일했었는데 이번에도 같이 해보려구요 잘 부탁드려요,바 바 바 반갑습니다 김혁귭니다
바 바 바 반갑습니다 김혁귭니다,저 잘 부탁 드리겠습니다 조사장님
저 잘 부탁 드리겠습니다 조사장님,그려 잘 지내보드라우
그려 잘 지내보드라우,어머 새로 온다는 직원이 혁규씨였구나 반가워 이게 얼마만이야
어머 새로 온다는 직원이 혁규씨였구나 반가워 이게 얼마만이야,라부장님 오랜만이예요
라부장님 오랜만이예요,인사들 해요
인사들 해요,아 예
아 예,영업부에 정지순 대립니다 옛날에 영애씨 집 가서 한 번 뵌 적 있는데
영업부에 정지순 대립니다 옛날에 영애씨 집 가서 한 번 뵌 적 있는데,아 아 아 예예 잘 부탁드립니다 오! 외국인도 계시네요 
