Q,A
아줌마 여기 김치삼겹살 하나요.,네.
네.,"싸부, 넌 밥먹을때도 공부해?"
"싸부, 넌 밥먹을때도 공부해?",그래. 내가 밥먹는 이순간에도 경쟁자들의 책장은 넘어가고 있어. 그러니까 1분1초도 긴장감을 늦춰서는 안돼.
그래. 내가 밥먹는 이순간에도 경쟁자들의 책장은 넘어가고 있어. 그러니까 1분1초도 긴장감을 늦춰서는 안돼.,자 여기요.
자 여기요.,감사합니다.
감사합니다.,자. 너도 이거 보면서 밥먹어.
자. 너도 이거 보면서 밥먹어.,어? 야 그냥 공부하는것도 힘든데 밥먹으면서 공부하라고? 난 그냥 밥먹고 할게.
어? 야 그냥 공부하는것도 힘든데 밥먹으면서 공부하라고? 난 그냥 밥먹고 할게.,시키는 대로 한댔지?
시키는 대로 한댔지?,아 알겠어. 해 해볼게.
와 싸부 너 쩐다. 어떻게 단어장 보면서 그렇게 잘먹냐.,계속 하다보면 이렇게 되. 집중해라.
계속 하다보면 이렇게 되. 집중해라.,와. 싸부. 싸부는 걸어가면서도 책을 봐?
와. 싸부. 싸부는 걸어가면서도 책을 봐?,말했지. 지금 이순간에도 경쟁자들의 책장은 넘어가고 있다고 . 1분1초가 아까우니까 말걸지마. 집중하게.
"각 과목별 기출문제집은 기본이야. 일단 주요과목 3개부터 사. 국어,영어,한국사.",어. 알겠어.
죄송합니다. 안다치셨어요?,네. 괜찮아요.
너 진짜 괜찮아?,어. 다행이다. 싸부 니가 안다쳐서. 
어. 다행이다. 싸부 니가 안다쳐서. ,응?
응?,싸부 니가 다치면 내 공부 누가가르쳐줘.
어 싸부. ,뭐야. 너 왜 불러도 대답이 없냐.
뭐야. 너 왜 불러도 대답이 없냐.,아 싸부가 집중하라며. 나 시키는 대로 하느라 몰랐어. 왜?
아 싸부가 집중하라며. 나 시키는 대로 하느라 몰랐어. 왜?,아까 책에 맞은데 아플거 같아서.
아까 책에 맞은데 아플거 같아서.,괜찮은데. 고마워 싸부.
괜찮은데. 고마워 싸부.,이제 다시 집중해.
우리 어디가서 한잔 쓰윽 하면서 황교수 남친좀 씹자,네?
네?,내가 화가 안풀려서 그래. 쓰윽 가서 씹자구 어때 쓰윽?
내가 화가 안풀려서 그래. 쓰윽 가서 씹자구 어때 쓰윽?,네. 그럼 어디로 갈까요?
네. 그럼 어디로 갈까요?,그러게 낮에 갈만한데가 딱히.
그러게 낮에 갈만한데가 딱히.,잠시만요. 네 여보세요?
잠시만요. 네 여보세요?,네 여기 병원인데요 어머님이 아드님을 찾으셔서요 간만에 컨디션이 좋으신거 같아요.
네 여기 병원인데요 어머님이 아드님을 찾으셔서요 간만에 컨디션이 좋으신거 같아요.,정말요? 알겠습니다. 바로 갈게요. 저 급한일이 생겨가지고 가봐야될 것 같습니다. 들어가보겠습니다.
정말요? 알겠습니다. 바로 갈게요. 저 급한일이 생겨가지고 가봐야될 것 같습니다. 들어가보겠습니다.,야. 야 민교수. 야 급한일은 개뿔.
엄마. ,응. 진웅이 왔냐? 아이고 내아들.
응. 진웅이 왔냐? 아이고 내아들.,엄마. 나 알아보겠어? 
엄마. 나 알아보겠어? ,그럼. 왜이렇게 얼굴이 헬쓱해. 혼자 됐다고 밥 잘안챙겨먹고 다니는거 아니지?
그럼. 왜이렇게 얼굴이 헬쓱해. 혼자 됐다고 밥 잘안챙겨먹고 다니는거 아니지?,그럼. 내걱정하지마. 
그럼. 내걱정하지마. ,그나저나 나 집에가고 싶은데. 가서 우리아들 밥해주고 싶은데.
그나저나 나 집에가고 싶은데. 가서 우리아들 밥해주고 싶은데.,조금만 더 좋아지면 내가 집으로 데려갈게. 엄마. 정말 나 알아보는거지?
조금만 더 좋아지면 내가 집으로 데려갈게. 엄마. 정말 나 알아보는거지?,그럼.
그럼.,정말 고마워 엄마. 진짜 고마워.
다들 엄마 병원비 대느라 니 생활비 못챙긴거 같은데 지금 부치라고 내가 얘기할게.,아니야. 누나. 안보내줘도 돼. 나 그동안 뭐 엄마 누나 형들 보내준 용돈 좀 모아놓은거 있어. 신경쓰지마. 다들 많이 힘들텐데 보탬못되서 미안해.
아이고. 이게 누구시래. 9급공무원 김동영씨 아이가. ,독서실에서 공부안된다고 고시원에서 한다더니. 왠 술이야?
독서실에서 공부안된다고 고시원에서 한다더니. 왠 술이야?,어차피 난 가망없는 놈이잖아. 짐싸기전에 노량진이랑 이별주 한잔 할라 했지. 와. 이러면 안되나. 하긴 이 헛헛한 내마음을 우예 알겠노. 9급공무원 김동영씨가 부럽네요. 부러워. 
난 니가 부럽다. 이렇게 먹고 싶을때 아무 고민없이 통닭을 사먹을 수 있는 니가.,이게 뭔 닭먹는데 개소리고.
이게 뭔 닭먹는데 개소리고.,진짜야 나 니가 부러워. 돈걱정없이 공부할 수 잇는 니가 난 진짜 부럽다.
진짜야 나 니가 부러워. 돈걱정없이 공부할 수 잇는 니가 난 진짜 부럽다.,카면 내랑 바꾸자. 돈많은 우리 부모. 모의고사 성적. 다 내랑 바꾸자. 아 얼굴만 빼고. 다른건 몰라도 니같은 얼굴로 몬산다 나는. 아 몸도. 니가 비율이 좀 그렇잖아. 니도 알제. 
여보세요? 아 전기공사 끝나서 사무실에서 일하고 있어요. 왜요?,작업한거 메일로 보냈는데 확인을 안하시길래요.
작업한거 메일로 보냈는데 확인을 안하시길래요.,"아 맞다. 갑자기 일이 생기는 바람에, 확인할게요."
"아 맞다. 갑자기 일이 생기는 바람에, 확인할게요.",오늘 보내실 수 있는거죠? 저 저녁에 스케쥴있는데 대기 안타도 돼요?
오늘 보내실 수 있는거죠? 저 저녁에 스케쥴있는데 대기 안타도 돼요?,그럼요. 걱정마요. 내일봐요.
어? 야 니가 웬일이야? 뭐야? 도시락 사온거야? 됐어. 나 밥 생각 없어.,넌 왜 사오지도 않은 김칫국을 마시냐?
넌 왜 사오지도 않은 김칫국을 마시냐?,도시락 아니냐?
도시락 아니냐?,자 파상풍주산지 뭔지때매 팔 저릴 수도 있다며.
자 파상풍주산지 뭔지때매 팔 저릴 수도 있다며.,고맙다. 안그래도 좀 아팠는데.
고맙다. 안그래도 좀 아팠는데.,도시락도 사다줘야 되는거냐?
도시락도 사다줘야 되는거냐?,됐거든? 나 일하느라 바뻐. 가봐.
네? 취미가 혼술이라구요?,네 저는 혼자 술 마시는거 좋아합니다.
네 저는 혼자 술 마시는거 좋아합니다.,아. 정말요. 아 정석씨 어머 어떻해. 너무 안쓰럽다. 외로우셨나봐요.
아. 정말요. 아 정석씨 어머 어떻해. 너무 안쓰럽다. 외로우셨나봐요.,네?
네?,아니  혼술은 같이 마실사람 없는 외로운 사람들이 하는거 아니에요? 아. 생각만해도 참 쓸쓸하고 처량하네요. 앞으론 혼자 마시지 말고 저랑 같이 마셔요. 네? 
뭔데요? 그 치명적인 단점이요?,열받으면 홱까닥 돌아. 눈깔에 뵈는게 없어. 
열받으면 홱까닥 돌아. 눈깔에 뵈는게 없어. ,다혈질이라는 거에요? 
다혈질이라는 거에요? ,어 그 승질머린 다혈질이란 말도 좀 고급스러워. 그냥 한마디로 미친녀.. 미친녀자야 그 승질머리때매 뭐 여태 버텨낸 남자가 없으니 말 다했지뭐. 아 이 진교수 제발 우리 그 처제 승질머릴 건드리지 말아야될텐데.
어 그 승질머린 다혈질이란 말도 좀 고급스러워. 그냥 한마디로 미친녀.. 미친녀자야 그 승질머리때매 뭐 여태 버텨낸 남자가 없으니 말 다했지뭐. 아 이 진교수 제발 우리 그 처제 승질머릴 건드리지 말아야될텐데.,만난지 이틀짼데 성질건드릴 일이 뭐가 있겠어요.
만난지 이틀짼데 성질건드릴 일이 뭐가 있겠어요.,그렇지. 그러면 안되지.
죄송합니다. 이게 무슨. 당신 미쳤어? 내가 계속 당할거 같애? 이여자가 미쳤나 진짜. 당신 이게 무슨 미친 짓이야 어? 퀄리티 떨어지게.,뭐? 퀄리티? 지금 누구한테 퀄리티 운운이야. 야 소개팅나와서 딴사람 생각난다고 하는 너는 퍽도 퀄리티 있으시고? 야 주제에 와. 감히 니가 날 까?
뭐? 퀄리티? 지금 누구한테 퀄리티 운운이야. 야 소개팅나와서 딴사람 생각난다고 하는 너는 퍽도 퀄리티 있으시고? 야 주제에 와. 감히 니가 날 까?,주제라니 내 주제가 어때서?
주제라니 내 주제가 어때서?,몰라서 묻냐? 나 서울대 의대야. 너보다 공부 잘했다고.
몰라서 묻냐? 나 서울대 의대야. 너보다 공부 잘했다고.,난 국사가 좋아서 국사학과 간거거든. 나 수능 398점 맞았어. 한문제 틀렸다구.
난 국사가 좋아서 국사학과 간거거든. 나 수능 398점 맞았어. 한문제 틀렸다구.,나는 수능 400점 만점 받았거든.
나는 수능 400점 만점 받았거든.,400점 만점이면 뭐해. 돈은 니보다 훨씬 더 많이 버는데. 나 진정석이야 진정석. 노량진 1타강사.
400점 만점이면 뭐해. 돈은 니보다 훨씬 더 많이 버는데. 나 진정석이야 진정석. 노량진 1타강사.,아 그 잘난 1타강사? 그래봤자 비정규직 프리랜서 주제에.
아 그 잘난 1타강사? 그래봤자 비정규직 프리랜서 주제에.,뭐야? 그래. 나는 어? 비정규직이라도 내 힘으로 일군거지. 너는 그 잘난 병원 니네 아빠가 차려준거라면서? 왜? 소개팅도 아빠 손잡고 나오지 그랬냐?
뭐야? 그래. 나는 어? 비정규직이라도 내 힘으로 일군거지. 너는 그 잘난 병원 니네 아빠가 차려준거라면서? 왜? 소개팅도 아빠 손잡고 나오지 그랬냐?,뭐야? 너 말 다했어?
뭐야? 너 말 다했어?,말다했다.
"예, 사장님. 어디세요?","영자씨, 어떡하지? 친구 아버지가 돌아가셔서 가봐야하는데. 어, 친한 친구라서 거기 계속 있을거 같아."
"영자씨, 어떡하지? 친구 아버지가 돌아가셔서 가봐야하는데. 어, 친한 친구라서 거기 계속 있을거 같아.","아, 예. 어쩔수 없죠, 뭐."
아 상갓집이야 갔다오면 되지. 아니면 밤에 가든가.,그 사람 참. 아 그 남자들은 친한 친구 부모님 돌아가시면 내 부모처럼 매일 지켜야하는거야.
그 사람 참. 아 그 남자들은 친한 친구 부모님 돌아가시면 내 부모처럼 매일 지켜야하는거야.,"그래요, 별일도 아닌데 이런 중요한 약속을 깨셨겠냐구요. 형님도 이 날을 얼마나 기다리셨을텐데."
"그래요, 별일도 아닌데 이런 중요한 약속을 깨셨겠냐구요. 형님도 이 날을 얼마나 기다리셨을텐데.",아우 그럼 사골국은 어떡해. 기껏 주려고 밤새 끓여놨는데.
아우 그럼 사골국은 어떡해. 기껏 주려고 밤새 끓여놨는데.,"아, 자자자. 밥먹자, 응?"
"형, 나 어떡하냐. 나 정말 이러면 안되는데. 나 지금 여기 있으면 안되는데.",아니 그럼 솔직하게 말을 하던가.
아니 그럼 솔직하게 말을 하던가.,"안돼, 그런말을 어떻게 해. 이거 어떡하지. 이거 어떡하지? 형, 잠깐만."
"안돼, 그런말을 어떻게 해. 이거 어떡하지. 이거 어떡하지? 형, 잠깐만.","어, 영자씨. 어디긴, 사, 상가집이지."
"어, 영자씨. 어디긴, 사, 상가집이지.","사, 상갓집이요?"
"사, 상갓집이요?","어, 미안해 영자씨. 나 못가서 어머니가 화 많이 나셨어?"
짜짠 우리 덕선이 생일 축하한다 오미 그나저나 벌써 초가 18개여 우리딸이 언제 이렇게 커버렸을까? 아빠 엄마가 미안허다 잘 몰라서 그래 첫째딸은 오지게 가르치고 둘째는 오지게 키우고 막둥이는 오지게 사랑만 안겨야될줄 몰라서 이 아빠도 태어날 때부터 아빠가 아니자나 아빠도 아빠가 처음이니께 그니께 우리 딸이 쪼까 봐줘 우리 딸내미 이쁘게 잘 컸다 언제 이렇게 예쁜 아가씨가 다 되갔고 테레비에도 나오고 예쁘게 화장도 하고 그나저나 우리 덕선이 시집가면 아부지 서러워서 어떻게 살까 ,나 시집 안갈건데?
나 시집 안갈건데?,예끼 그런 소리 하는 거 아니여 자 우리 요거 초 붙이고 생일 축하하자 어? 자 아따 이쁘네 
예끼 그런 소리 하는 거 아니여 자 우리 요거 초 붙이고 생일 축하하자 어? 자 아따 이쁘네 ,아빠도 먹어
아빠도 먹어,아니야 아니 아부지는 느끼한거 안좋아하거든
전무님 이것 좀. 영애씨랑 얘기 어떻게 됐어요? 지금까지 안들어오고. 얘기 잘 안됐어요? 아니 왜요?,내가 혼자 살 오피스텔 알아봤던 것도 불만이었더라고. 결혼할 생각 없는거 아니냐고. 그럼 그때 말을 하든가. 속으로 꽁해놓고 이제와서 화내면 어쩌라는거야? 그래놓고 나한테 완전 식었다는둥 마음이 변했다는둥 그런소리를 하더라니까. 어떻게 그럴 수가 있냐고. 왜 말이 없어? 라부장도 여자라 영자씨 편이라 이거야?
내가 혼자 살 오피스텔 알아봤던 것도 불만이었더라고. 결혼할 생각 없는거 아니냐고. 그럼 그때 말을 하든가. 속으로 꽁해놓고 이제와서 화내면 어쩌라는거야? 그래놓고 나한테 완전 식었다는둥 마음이 변했다는둥 그런소리를 하더라니까. 어떻게 그럴 수가 있냐고. 왜 말이 없어? 라부장도 여자라 영자씨 편이라 이거야?,그게 아니라요. 영애씨가 왜 이렇게 나오는지 너무너무 이해가 돼서 그래요.
그게 아니라요. 영애씨가 왜 이렇게 나오는지 너무너무 이해가 돼서 그래요.,그래? 이유가 뭔데? 나한테도 얘기 좀 해줘봐.
그래? 이유가 뭔데? 나한테도 얘기 좀 해줘봐.,하여간 남자들이란. 여자 마음을 이렇게 몰라서야.
"온나. 봐라. 봐라, 봐라. 내가 기록 깼어. 김기범이가 1등 먹었어!","으이그, 자랑이다! 너 노량진까지 와서 공부 안 하고 허구한 날 오락만 했냐?"
"으이그, 자랑이다! 너 노량진까지 와서 공부 안 하고 허구한 날 오락만 했냐?","아, 야. 그거 내가 제일 듣기 싫어하는 말이거든? 기억 안 나나? 내 원래부터 오락 잘했다. 근데 꼭 노량진 와서 잘 하면 '넌 공부안하고 오락만했냐?' 이딴소리만 들어요. 내가 진짜 억울해가지고, 그래서 내가 노량진에서 오락을 안해."
"아, 야. 그거 내가 제일 듣기 싫어하는 말이거든? 기억 안 나나? 내 원래부터 오락 잘했다. 근데 꼭 노량진 와서 잘 하면 '넌 공부안하고 오락만했냐?' 이딴소리만 들어요. 내가 진짜 억울해가지고, 그래서 내가 노량진에서 오락을 안해.",여기 노량진이야.
여기 노량진이야.,여기 처음 온 거다. 니가 하도 한 판 하자캐가.
여기 처음 온 거다. 니가 하도 한 판 하자캐가.,근데 이거 뭐야? KKB mansae. 김기범 만세. 이거 다 니 아이디잖아. 스타크래프트랑 디아블로 다 이 아이디 썼잖아.
근데 이거 뭐야? KKB mansae. 김기범 만세. 이거 다 니 아이디잖아. 스타크래프트랑 디아블로 다 이 아이디 썼잖아.,띠로리~띠로리로리로. 예리한 새끼.
띠로리~띠로리로리로. 예리한 새끼.,어휴. 아주 고독한 결투를 펼치셨구만. 지가 지 기록 깨가면서 1등에서 5등까지 해 쳐먹고. 근데 뭐? 여기 처음 와? 어디서 구라야.
어휴. 아주 고독한 결투를 펼치셨구만. 지가 지 기록 깨가면서 1등에서 5등까지 해 쳐먹고. 근데 뭐? 여기 처음 와? 어디서 구라야.,띠로리~띠로리로리로. 빈 틈 없는 새끼.
야. 책보니까 공시생들 같은데. 공부는 안 하고 웬 연애질? 여기 연애는 상상도 못하는 데 아니었어?,공시생 이꼴 솔로. 그것도 다 미디어가 만들어낸 이미지다. 니 태후 못 봤나. 전쟁터에서도 사랑이 꽃피지 말입니다. 공시가 뭐라고 정분나는 걸 막겠노.
공시생 이꼴 솔로. 그것도 다 미디어가 만들어낸 이미지다. 니 태후 못 봤나. 전쟁터에서도 사랑이 꽃피지 말입니다. 공시가 뭐라고 정분나는 걸 막겠노.,태후같은 소리 하네. 너 드라마도 챙겨보냐?
태후같은 소리 하네. 너 드라마도 챙겨보냐?,응.
응.,주문하신 커피 나왔습니다.
주문하신 커피 나왔습니다.,"아, 맞다. 고마워요."
"띠로리~띠로리로리로. 야, 저 새끼 동영이 아이가?",미팅 핑계대고 나온 거라며. 얼른 회사 들어가봐.
미팅 핑계대고 나온 거라며. 얼른 회사 들어가봐.,어. 또 봬요.
어. 또 봬요.,"야, 너 이 새끼야. 우울하다고 난 안 만나더니. 여친은 만나냐?"
"야, 너 이 새끼야. 우울하다고 난 안 만나더니. 여친은 만나냐?","미안, 미안. 놔 봐. 놔 봐. 아... 꼭 할 말 있다고 만나자길래."
"미안, 미안. 놔 봐. 놔 봐. 아... 꼭 할 말 있다고 만나자길래.",뭐. 할 말 뭐?
뭐. 할 말 뭐?,"아니, 다음 번에 꼭 합격할 거라고. 힘내라더라. 아, 나 진짜 이번 시험 합격하고 싶었는데."
"아니, 다음 번에 꼭 합격할 거라고. 힘내라더라. 아, 나 진짜 이번 시험 합격하고 싶었는데.",잘 되겄지. 근데 그 전에 옷 좀 사입으면 안 되니?
잘 되겄지. 근데 그 전에 옷 좀 사입으면 안 되니?,그래.
그래.,"야, 이게 우리 벌써 대학교 1학년 때니까 5년이다, 5년. 어떻게 5천원 주고산 동아리 티를 5천만원어치나 입냐, 이 궁상아. 진짜 발로 차고 싶다 이 극혐."
"야, 이게 우리 벌써 대학교 1학년 때니까 5년이다, 5년. 어떻게 5천원 주고산 동아리 티를 5천만원어치나 입냐, 이 궁상아. 진짜 발로 차고 싶다 이 극혐.","그래. 극혐은 그만 갈게, 공부하러."
"그래. 극혐은 그만 갈게, 공부하러.",가긴 어딜 가. 간만에 술이나 한잔 해.
가긴 어딜 가. 간만에 술이나 한잔 해.,"아니야, 됐어. 난 공부해야 돼."
"아니야, 됐어. 난 공부해야 돼.",야.
야.,"어, 그래. 그래, 가긴 어딜 가노. 이런 날 술 마셔야지."
"야, 너 방금 뭐라그랬냐?","아니야, 아무말도 안했어."
"아니야, 아무말도 안했어.",우리 이제 그만만나자 그런 것 같은데. 왜? 나 이제 싫어졌어?
우리 이제 그만만나자 그런 것 같은데. 왜? 나 이제 싫어졌어?,아니 좋아.
아니 좋아.,"확씨. 이게 누굴 등신으로 아나. 야 시작은 니 맘대로 해도, 이별은 니 맘대로 안되지."
"노을이 우리랑 놀기로 했는데, 먼저 가세요.","야 노을아, 너 울어?"
"야 노을아, 너 울어?","야, 니가 내동생 울렸어?"
윤대리님 윤대리님 일어나셔야지요,아유 잠 좀 자게 냅둬봐 좀 
아유 잠 좀 자게 냅둬봐 좀 ,영원히 주무실래요?
이게 뭣 하는 짓거리요 어? 일하라고 불러놨더니 술판이나 벌이고 윤대리 너까지 껴서 뭔지랄이나고,죄송합니다 예 죄송합니다  
죄송합니다 예 죄송합니다  ,내일 각오혀!   
내일 각오혀!   ,가 가요!
생리통 언니는?,어 글쎄? 어 어디 가셨는지 안계시던데?   
어 글쎄? 어 어디 가셨는지 안계시던데?   ,아 생리대가 그대로 있나 아 
왜그래?,어 오빠 언니 임신했나봐  
어 오빠 언니 임신했나봐  ,뭐? 
뭐? ,이거 봐봐  
이거 봐봐  ,어 어진짜네? 아니 그럼 요즘 계속 속 안좋다고 했던게 입덧이였단 말야?
어 어진짜네? 아니 그럼 요즘 계속 속 안좋다고 했던게 입덧이였단 말야?,아
아,아 근데 왜 말씀을 안 하셨지? 
아 근데 왜 말씀을 안 하셨지? ,아직 결혼 한것도 아니니까 그랬겠지  
아직 결혼 한것도 아니니까 그랬겠지  ,야
야,다들 여깄냐? 어 아니 왜들 이렇게 깜짝 놀래?   
다들 여깄냐? 어 아니 왜들 이렇게 깜짝 놀래?   ,아 아니야 놀라긴 
아 아니야 놀라긴 ,그 그니깐요 
그 그니깐요 ,어이구 저렇게 어색하게 웃는거 보니까 더 수상하구만 아니 근데 뒤에 감춘건 뭐야?
어이구 저렇게 어색하게 웃는거 보니까 더 수상하구만 아니 근데 뒤에 감춘건 뭐야?,예? 아이 감 감추긴 감추긴 뭘요 아 아니예요 아니라규요 없잖아요 
예? 아이 감 감추긴 감추긴 뭘요 아 아니예요 아니라규요 없잖아요 ,어 혜진이 우리 방에서 잠들었으니까 그냥 둬 괜히 옮기다 깨우지 말고
어 혜진이 우리 방에서 잠들었으니까 그냥 둬 괜히 옮기다 깨우지 말고,고마워 엄마 어떻게 된거야? 테스트기 어따 놨어?
고마워 엄마 어떻게 된거야? 테스트기 어따 놨어?,어 여기 아 아 힘주고 있느라 죽을뻔 했다규
어 여기 아 아 힘주고 있느라 죽을뻔 했다규,잘했어 아 그나저나 어떻게 된거야?  
예? 여자나오는 술집이요?,그래 사장이 일주일에 여덟번씩 그런델 가는데 내가 어떻게 버텨 그래서 도저히 못 견디고 한국 들어온거야 
그래 사장이 일주일에 여덟번씩 그런델 가는데 내가 어떻게 버텨 그래서 도저히 못 견디고 한국 들어온거야 ,결혼도 한 인간이 근데 그 얘길 왜 이제 해요? 
결혼도 한 인간이 근데 그 얘길 왜 이제 해요? ,할라고 했는데 영자씨가 듣지도 않고 가버렸잖아 내 말 다 잘라먹고 화만 냈으면서
할라고 했는데 영자씨가 듣지도 않고 가버렸잖아 내 말 다 잘라먹고 화만 냈으면서,다 왔네요 
영자씨 조심해 조심 조심 ,괜찮아요 혼자 갈 수 있다니까 
괜찮아요 혼자 갈 수 있다니까 ,영자씨 이제 혼자가 아니잖아 이 안에 애 있다 몰라? 조심해야지
영자씨 이제 혼자가 아니잖아 이 안에 애 있다 몰라? 조심해야지,뭐야 이 소름끼치게 시끄러운 벨소리
뭐야 이 소름끼치게 시끄러운 벨소리,이사님이예요
이사장,이사님?
안녕하세요 저 동악사 가려면 이쪽 길로 가는게 맞아요? ,예예예 아하 아이 근데 아가씨 혼자왔어요? 아 막걸리 한잔하고 가요 아하하하
예예예 아하 아이 근데 아가씨 혼자왔어요? 아 막걸리 한잔하고 가요 아하하하,아니요 괜찮아요 
아니요 괜찮아요 ,에이 에이 그러지말고 막걸리 한잔하고 가요 뭘 그렇게 빼
에이 에이 그러지말고 막걸리 한잔하고 가요 뭘 그렇게 빼,아이 지금 뭐하시는거에요? 
아이 지금 뭐하시는거에요? ,아이 거 애인하고 같이 왔으면 말을 하지 아유 참 
아이 거 애인하고 같이 왔으면 말을 하지 아유 참 ,애인 아 아닌
야 아파 고마웠다 야 먼저 가버린줄 알았는데 에이 의리있는 자식 하여튼 그냥 우리나라는 여자 혼자 살기 너무 힘들어 여자 혼자 등산이나 오겠냐 ,잔말 말고 따라오기나해 씨 
잔말 말고 따라오기나해 씨 ,응 하여간 아저씨들은 술먹는게 문제야 산에서도 술을 먹으니 엄마 이 깜짝이야
응 하여간 아저씨들은 술먹는게 문제야 산에서도 술을 먹으니 엄마 이 깜짝이야,아 다음 갈림길까지 옻나무 없어 
아 다음 갈림길까지 옻나무 없어 ,어? 오 야 나를 위해서 그거까지 봐준거야?
어? 오 야 나를 위해서 그거까지 봐준거야?,웃기시네 씨 난 뭐 눈이 없냐 그냥 가다가 없는게 보인거지 이게 연애한다고 아주 그냥 공주병까지 생겼어 가
웃기시네 씨 난 뭐 눈이 없냐 그냥 가다가 없는게 보인거지 이게 연애한다고 아주 그냥 공주병까지 생겼어 가,씨 야 같이가 
저 이거 안 시켰는데요.,맨날 같이 오던 그 여자친구가 오늘 와서 돈 맡기고 갔어. 학생 올 때마다 좋아하는 제육볶음 주라고.
맨날 같이 오던 그 여자친구가 오늘 와서 돈 맡기고 갔어. 학생 올 때마다 좋아하는 제육볶음 주라고.,네?
네?,그렇게 끔찍하게 챙기는 여자친구가 어딨어? 여자친구 봐서라도 이번엔 꼭 합격해. 어?
죄송해요 할머니 그 몸은 좀 괜찮으세요,나는 멀쩡햐 니 몸이나 걱정혀 그래 밥은 잘먹고 잠은 잘 자는겨?
나는 멀쩡햐 니 몸이나 걱정혀 그래 밥은 잘먹고 잠은 잘 자는겨?,네
네,하기는 뭐 그 좁아터진 컨테이너에서 자는 것보다는 훨씬 편할 수있지 부모님들한테는 연락한겨
하기는 뭐 그 좁아터진 컨테이너에서 자는 것보다는 훨씬 편할 수있지 부모님들한테는 연락한겨,네
네,그려 반가워들하시지 이렇게 살아있으면서 연락안하는 것도 부모님들한테 큰 죄여 자식이 살인자건 강도건 그저 살아있다는 것만으로도 감사하는게 부모여
그려 반가워들하시지 이렇게 살아있으면서 연락안하는 것도 부모님들한테 큰 죄여 자식이 살인자건 강도건 그저 살아있다는 것만으로도 감사하는게 부모여,네
네,앞으로는 죄짓지말고 살어 이? 판사님이 주시는 벌 다 받고 
앞으로는 죄짓지말고 살어 이? 판사님이 주시는 벌 다 받고 ,네
정환아 ,네
네,엄마한테 할 얘기 없어?
엄마한테 할 얘기 없어?,없는데요
"아니, 얼마전에 첫사랑 만났다고 들떠있더니, 그 오빠가 규한씨였어요?",네.
네.,근데 하필 그 첫사랑 오빠가 성인웹툰 작가인줄도 모르고 댓글로 전쟁을 벌이셨다?
근데 하필 그 첫사랑 오빠가 성인웹툰 작가인줄도 모르고 댓글로 전쟁을 벌이셨다?,"그러게, 두 사람 인연은 인연이네."
"그러게, 두 사람 인연은 인연이네.",이러다가 수민누나랑 영애누나랑 동서지간 되는거 아니에요?
이러다가 수민누나랑 영애누나랑 동서지간 되는거 아니에요?,"에이, 무슨?"
"에이, 무슨?",무슨 말씀을 그렇게 심하게 하십니까? 그냥 예전에 그림 배우고 가르치던 사이일 뿐인데요.
무슨 말씀을 그렇게 심하게 하십니까? 그냥 예전에 그림 배우고 가르치던 사이일 뿐인데요.,"아니야, 그, 왜, 너는 학생이고 난 선생이야. 이러다가 이어진 드라마도 있었잖아."
"아니야, 그, 왜, 너는 학생이고 난 선생이야. 이러다가 이어진 드라마도 있었잖아.","그래, 수민씨. 맨날 외롭다고 남자 소개시켜달라며. 힘들게 먼 길 돌아가지말고 둘이 잘해봐."
"그래, 수민씨. 맨날 외롭다고 남자 소개시켜달라며. 힘들게 먼 길 돌아가지말고 둘이 잘해봐.","아닌데, 먼 길 돌아 돌아 가고싶은데. 아, 너무 많이 먹었나? 아 똥쏠려."
"아닌데, 먼 길 돌아 돌아 가고싶은데. 아, 너무 많이 먹었나? 아 똥쏠려.",진짜.
진짜.,여기 추가하신거요.
여기 추가하신거요.,저도 쟤랑 절대 얽히지 않는다에 이 뼈다귀 전부를 걸겠습니다.
저도 쟤랑 절대 얽히지 않는다에 이 뼈다귀 전부를 걸겠습니다.,저희 작가님이 먹을걸 건다는 건 그만큼 자신있다는 뜻이니까 두 분 사이는 신경쓰지 마십시오.
저희 작가님이 먹을걸 건다는 건 그만큼 자신있다는 뜻이니까 두 분 사이는 신경쓰지 마십시오.,남녀사이는 모르는거지.
남녀사이는 모르는거지.,내말이. 영애씨랑 작은 사장님도 처음엔 치떨리게 싫어하더니 결국 이렇게 됐잖아? 거기다 꿀벌이까지 만들고.
내말이. 영애씨랑 작은 사장님도 처음엔 치떨리게 싫어하더니 결국 이렇게 됐잖아? 거기다 꿀벌이까지 만들고.,라부장님도 참. 지금 여기서 그 얘기가 왜 나와요.
수발씨한테 전화왔었어요.,"야, 수현이라는 이쁜 이름 두고 수발이가 뭐냐, 수발이가."
"야, 수현이라는 이쁜 이름 두고 수발이가 뭐냐, 수발이가.",아닌데. 핸드폰에도 수발이라고 저장돼 있던데.
아닌데. 핸드폰에도 수발이라고 저장돼 있던데.,그치? 다 내가 잘못해놓고 남탓만 했구나.
그치? 다 내가 잘못해놓고 남탓만 했구나.,뭔 일 있었어요?
뭔 일 있었어요?,"아니. 내가 수발, 아니, 수현이한테 너무 막 대한 거 같아서. 이름도 막 바꿔서 부르고, 편하다고 아무때나 불러서 일 시키고."
"아니. 내가 수발, 아니, 수현이한테 너무 막 대한 거 같아서. 이름도 막 바꿔서 부르고, 편하다고 아무때나 불러서 일 시키고.",수발씨가 뭐래요?
